X,Y,objectid,stop_id,stop_name,latitude,longitude,zone_id,location_type,parent_station,wheelchair_boarding,creationdate,creator,editdate,editor
16.5456019999266,49.4070479997087,1329,U12455Z4,"Žernovník, obecní úřad",49.407048,16.545602,246,0,U12455N634,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.5283720001635,49.3964250001105,1330,U12454Z2,Lubě,49.396425,16.528372,246,0,U12454N635,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.5456019999266,49.4070479997087,1331,U12455Z1,"Žernovník, obecní úřad",49.407048,16.545602,246,0,U12455N634,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.5571969999648,49.4110310002408,1332,U12456Z1,"Žernovník, pod Horkou",49.411031,16.557197,246,0,U12456N633,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.5719720001762,49.4146750000048,1333,U12453Z1,"Černá Hora, Na Škrku",49.414675,16.571972,246,0,U12453N632,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.5824230001916,49.414767000214,1334,U12450Z1,"Černá Hora, nám.",49.414767,16.582423,246,0,U12450N631,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.5898970004235,49.4202100000367,1335,U12444Z2,"Bořitov, sokolovna",49.42021,16.589897,246,0,U12444N630,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.5904430000464,49.4225849999413,1336,U12443Z2,Bořitov,49.422585,16.590443,246,0,U12443N629,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6170529995972,49.4109749998867,1337,U12431Z1,"Rájec-Jestřebí, Jestřebí",49.410975,16.617053,245,0,U12431N628,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6271570001813,49.4090869999927,1338,U12439Z1,"Rájec-Jestřebí, železniční stanice",49.409087,16.627157,245,0,U12439N382,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6318470000751,49.407637000029,1339,U12435Z1,"Rájec-Jestřebí, lékárna",49.407637,16.631847,245,0,U12435N627,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6377119999538,49.4060579999426,1340,U12438Z1,"Rájec-Jestřebí, pošta",49.406058,16.637712,245,0,U12438N626,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6325199999197,49.4034170002161,1341,U12436Z1,"Rájec-Jestřebí, MKZ",49.403417,16.63252,245,0,U12436N625,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.630641999953,49.3938229998119,1342,U12002Z2,Spešov,49.393823,16.630642,245,0,U12002N624,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6329700001815,49.3841969997599,1343,U12354Z2,"Blansko, Dolní Lhota",49.384197,16.63297,235,0,U12354N623,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6412920001601,49.3725070002473,1344,U12371Z2,"Blansko, Metra 2, čerpací stanice",49.372507,16.641292,235,0,U12371N622,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6468420003946,49.353522999943,1345,U12342Z20,"Blansko, aut. st.",49.353523,16.646842,235,0,U12342N379,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6508729997892,49.3463550002895,1346,U12389Z1,"Blansko, rozcestí Klepačov",49.346355,16.650873,235,0,U12389N645,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.5761969997396,49.334372000041,1347,U12007Z2,"Svinošice, náves",49.334372,16.576197,226,0,U12007N646,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6508729997892,49.3463550002895,1348,U12389Z2,"Blansko, rozcestí Klepačov",49.346355,16.650873,235,0,U12389N645,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
16.6369379998269,49.3395670000954,1349,U12380Z3,"Blansko, Olešná",49.339567,16.636938,235,0,U12380N603,2,2020/09/22 10:29:25+00,DataBrno,2020/09/22 10:29:25+00,DataBrno
