X,Y,stop_name,zone_id
16.6266640002618,49.1689509998388,Hněvkovského,101.0
16.646787000143,49.156541999979495,Popelova,101.0
16.6477219999283,49.1513489999496,Prodloužená,101.0
16.648636999622198,49.14768700024071,V aleji,101.0
16.6503949999383,49.1436240000282,Holásky,101.0
16.6550389998014,49.145069000026396,Rolencova,101.0
16.6616729997841,49.1476889998378,Holásecká,101.0
16.6665829997859,49.147862999736994,Hanácká,101.0
16.6732589996014,49.14690899981171,Vítězná,101.0
16.6816550000982,49.146238999832,Pratecká,101.0
16.701199999670997,49.140970000268,Vlčkova,101.0
16.7074360001688,49.1434410000951,"Dvorska, smyčka",101.0
16.681003999989997,49.2170489997445,Velká Klajdovka,101.0
16.6684649999506,49.205821000204296,Strnadova,101.0
16.6633690001759,49.2095029998753,Prušánecká,101.0
16.6416589996829,49.202036999759905,Stará osada,100.0
16.6365789998017,49.203333999812,"Židenice, nádraží",100.0
16.6367019998254,49.2033990002341,"Židenice, nádraží",100.0
16.642134000059,49.2024319997184,Stará osada,100.0
16.6634650004354,49.208270000082706,Prušánecká,101.0
16.6690399998858,49.205753999844106,Strnadova,101.0
16.6811339996913,49.2170340000041,Velká Klajdovka,101.0
16.5955229999276,49.23033500003671,"Královo Pole, nádraží",101.0
16.595800999761902,49.230449999830505,"Královo Pole, nádraží",101.0
16.569345000197,49.265818999764605,Mácova,101.0
16.5650319998717,49.2643720002483,Kouty,101.0
16.5699390003988,49.261552999743,Příjezdová,101.0
16.571330000293802,49.25865400023729,Černohorská,101.0
16.5744209998802,49.2542500000959,Díly,101.0
16.5760269998603,49.2521810001258,Žilkova,101.0
16.5793839995855,49.2466740000677,Řečkovice,101.0
16.5773509998081,49.244219999828395,Olšanského,101.0
16.5736760000656,49.24045899987921,Medlánky,101.0
16.5784100003403,49.2381960000986,"Medlánky, škola",101.0
16.585595999793803,49.235569000137794,Vozovna Medlánky,101.0
16.589458999857303,49.23192599984421,Tylova,101.0
16.5934380002717,49.2280550000515,Semilasso,101.0
16.5301360003273,49.2390530001995,U Luhu,101.0
16.5279620000847,49.23596400024779,U památníku,101.0
16.533867999971303,49.227994999757996,Pod Mniší horou,101.0
16.5313690000385,49.2277350001861,Zoologická zahrada,101.0
16.5314729997956,49.2276029999972,Zoologická zahrada,101.0
16.5346360002504,49.2268080000813,Pod Mniší horou,101.0
16.528027000382,49.2359929998954,U památníku,101.0
16.530054000311598,49.239204999780206,U Luhu,101.0
16.530084000448802,49.239246999905994,U Luhu,101.0
16.5954469997596,49.229632999740296,"Královo Pole, nádraží",101.0
16.5934659998608,49.2282479999051,Semilasso,101.0
16.5905390003059,49.2306899997875,Tylova,101.0
16.5874710002857,49.235201999828604,Hudcova,101.0
16.5852180004003,49.2357790000327,Vozovna Medlánky,101.0
16.578023999652697,49.2384309998656,"Medlánky, škola",101.0
16.573722999921202,49.24055500002271,Medlánky,101.0
16.577643999711,49.2443669998463,Olšanského,101.0
16.5791529996068,49.2465010001212,Řečkovice,101.0
16.575487999910003,49.253039000006396,Žilkova,101.0
16.5714469995713,49.25876099997029,Černohorská,101.0
16.568985000346903,49.2621209998886,Příjezdová,101.0
16.565226999865402,49.2648300001571,Kouty,101.0
16.5689049999809,49.2657910000976,Mácova,101.0
16.495966000331,49.215407000205204,Kamechy,101.0
16.5000860003124,49.2149199997556,Chvalovka,101.0
16.5002410001231,49.216871999819205,Kavčí,101.0
16.4975649997401,49.2184609998654,Říčanská,101.0
16.502554000283002,49.2204729998454,Ruda,101.0
16.5097809997443,49.218043999932604,Ečerova,101.0
16.518033000301003,49.217906,Ondrouškova,101.0
16.519454000333198,49.2215899998211,Kubíčkova,101.0
16.518651999718898,49.226307999998205,Rakovecká,101.0
16.5226369999811,49.2281270000729,Přístaviště,101.0
16.5315189998264,49.2276750000906,Zoologická zahrada,101.0
16.5767809998957,49.231508999727794,Technologický park,101.0
16.573154999658698,49.2419860001986,V Újezdech,101.0
16.5703100001196,49.244744000169796,Nadační,101.0
16.5752440004109,49.2466959997429,Renčova,101.0
16.5819029996096,49.2508400001566,Palackého náměstí,101.0
16.582328999582,49.2533559998074,"Řečkovice, hřbitov",101.0
16.5890119999685,49.251441000030695,Kronova,101.0
16.5899540003249,49.25107800002849,"Řečkovice, nádraží",101.0
16.589915999791803,49.2509000002621,"Řečkovice, nádraží",101.0
16.5881809999402,49.251179999790004,Kronova,101.0
16.5817729999133,49.250815999859505,Palackého náměstí,101.0
16.5749680002263,49.247213999977795,Renčova,101.0
16.571097999591903,49.2455949999968,Nadační,101.0
16.573203000237598,49.2418559998655,V Újezdech,101.0
16.5768479998428,49.2319200001122,Technologický park,101.0
16.582495999986598,49.253402000247604,"Řečkovice, hřbitov",101.0
16.508584999843,49.227995999988394,Rakovec,101.0
16.512868000031098,49.2255440002553,Podkomorská,101.0
16.531116000318598,49.2284650002049,Zoologická zahrada,101.0
16.5223640001696,49.2281389998707,Přístaviště,101.0
16.518322,49.2258340002294,Rakovecká,101.0
16.5142749998196,49.225423000254494,Podkomorská,101.0
16.508486999933698,49.227614000270904,Rakovec,101.0
16.567574000360402,49.1762409997862,Nemocnice Bohunice,101.0
16.553380999757,49.1735439997911,Svážná,101.0
16.5486919996881,49.1733330001344,Jemelkova,101.0
16.5343619997157,49.1742780002608,Skalní,101.0
16.5285379998448,49.1736939997237,Hoštická,101.0
16.499684999556102,49.198533000131704,Borovník,101.0
16.4875999999715,49.2068799997445,Křivánkovo náměstí,101.0
16.4922849998424,49.20919099978521,Drdy,101.0
16.4935309999724,49.215544000179,Žebětínský rybník,101.0
16.5228400003707,49.2221079999631,Wollmanova,101.0
16.5262370002789,49.2205490001183,Laštůvkova,101.0
16.5288530003874,49.2214450002075,Vondrákova,101.0
16.569417000167,49.1723379999069,Pod nemocnicí,101.0
16.5640739996218,49.1690250001107,Osová,101.0
16.5648209999845,49.172486999791005,Vltavská,101.0
16.559603999836,49.171510000236104,Labská,101.0
16.5553080001275,49.169617999715605,Dunajská,101.0
16.5533129999849,49.1723089999049,"Starý Lískovec, smyčka",101.0
16.522313000116,49.174212999742295,Tranzitní plynovod,101.0
16.5231330002737,49.174003999710294,Tranzitní plynovod,101.0
16.5315430001158,49.173477999911604,Pražská,101.0
16.5379029995638,49.17420099977279,Skalní,101.0
16.5487200001755,49.173162999915505,Jemelkova,101.0
16.5542700004099,49.170614999837,"Starý Lískovec, smyčka",101.0
16.5536579997664,49.169492000235394,Kurská,101.0
16.5505300003701,49.16869099981621,Kyjevská,101.0
16.5502769997518,49.16849000028171,Kyjevská,101.0
16.5535509996363,49.169424999998796,Kurská,101.0
16.5588489999757,49.1712390002476,Labská,101.0
16.5639830002835,49.1726550002183,Vltavská,101.0
16.5649349997873,49.1687680000646,Osová,101.0
16.5696239998562,49.1724119998148,Pod nemocnicí,101.0
16.555410000234698,49.1635390001402,Pod dálnicí,101.0
16.5614809999778,49.1647449999679,Točná,101.0
16.56468899974,49.1643490000632,Čermákova,101.0
16.567716999577197,49.164923999774,Svah,101.0
16.5680170000512,49.167006000143296,Kosmonautů,101.0
16.5667140000198,49.1689509998388,Osová,101.0
16.5663059995908,49.168617000219896,Osová,101.0
16.5674499996135,49.1671240001276,Kosmonautů,101.0
16.5679690003706,49.1651989998038,Svah,101.0
16.5655159995704,49.164335999708605,Čermákova,101.0
16.561691999865,49.164759999710704,Točná,101.0
16.555151999593598,49.163511999816706,Pod dálnicí,101.0
16.612722999553498,49.188898000187905,Úzká,100.0
16.6130239998524,49.18524499997021,Autobusové nádraží,100.0
16.6321929996816,49.18997300003839,Tržní,100.0
16.6900890002298,49.1822900000147,"Slatina, sídliště",101.0
16.6687849996177,49.1834539999811,Černovičky,101.0
16.6139739997064,49.18934899977489,Úzká,100.0
16.5673929997121,49.177131000229,Nemocnice Bohunice,101.0
16.5719799996738,49.1871169997384,Riviéra,100.0
16.5945119999742,49.1874090000627,Poříčí,100.0
16.593860999870998,49.1906060001421,Mendlovo náměstí,100.0
16.571056999584002,49.187713999928704,Riviéra,100.0
16.6133340003721,49.19189299976129,Hlavní nádraží,100.0
16.6139319998736,49.1890679997911,Úzká,100.0
16.5921179996235,49.155697999868295,Rozhraní,101.0
16.5993750001204,49.156238000034506,Ořechovská,101.0
16.5993750001204,49.156238000034506,Ořechovská,101.0
16.592288000401197,49.155853999972706,Rozhraní,101.0
16.599895999629,49.1704729999685,Heršpická,101.0
16.613467000441503,49.1921299997643,Hlavní nádraží,100.0
16.655080999634198,49.126854999795704,"Chrlice, smyčka",101.0
16.6566380001088,49.132136000071405,"Chrlice, nádraží",101.0
16.6538529999458,49.1354760000803,Chrlické náměstí,101.0
16.6550699997635,49.1389750001448,V rejích,101.0
16.6512650003247,49.14288699999639,Holásky,101.0
16.6213109996709,49.174887000114495,Komárov,101.0
16.6157689998324,49.171349999889095,Kšírova,101.0
16.616562000225898,49.1663420000555,Horní Heršpice,101.0
16.6263539997421,49.166469000217,Sokolova,101.0
16.654757999594,49.139530000155496,V rejích,101.0
16.6538749996871,49.1353040002749,Chrlické náměstí,101.0
16.656596000276,49.13171199999329,"Chrlice, nádraží",101.0
16.6547840004316,49.1264430001936,"Chrlice, smyčka",101.0
16.6161510003221,49.18536399985,Autobusové nádraží,100.0
16.6844720000482,49.1314340002806,Sokolnická,101.0
16.6650970003547,49.143983000222995,Chrlická,101.0
16.670814999920303,49.1590500001527,Za křížem,101.0
16.6753070003457,49.16834800019179,Černovická terasa II,101.0
16.6730910002703,49.171843000115096,Černovická terasa I,101.0
16.6754620001565,49.172976999933006,Pod Tuřankou,101.0
16.6784160003738,49.168676999758205,"Slatina, závod",101.0
16.6780399997319,49.1686140000355,"Slatina, závod",101.0
16.6749819997574,49.1732650002343,Pod Tuřankou,101.0
16.673494999603,49.171172000026,Černovická terasa I,101.0
16.6760799997494,49.167108000225895,Černovická terasa II,101.0
16.670772000262698,49.15981999972361,Za křížem,101.0
16.667509000248803,49.1469539999549,Hanácká,101.0
16.6651299999667,49.1442760001471,Chrlická,101.0
16.6844569999796,49.13137200003899,Sokolnická,101.0
16.670546000306803,49.19936300016721,Zetor - smyčka,101.0
16.595800999761902,49.230449999830505,"Královo Pole, nádraží",101.0
16.597280000418802,49.2259309997377,Mojmírovo náměstí,101.0
16.6045679999795,49.2281289999417,Högrova,101.0
16.6046340001017,49.2306360002361,Firkušného,101.0
16.6079170002071,49.2312980002874,Moskalykova,101.0
16.6039720001278,49.23415899984321,Sadová,101.0
16.603529000437,49.235424999978704,Hamerláky,101.0
16.6092329997589,49.2410750000983,Myslivecký stadion,101.0
16.616402000392302,49.247500000072606,Útěchovská,101.0
16.618901000325,49.251124000246,Dohnalova,101.0
16.6202749996032,49.253213000217706,Na kovárně,101.0
16.6227910001526,49.254485999970896,Rozárka,101.0
16.6227250000304,49.2569419999295,Klarisky,101.0
16.6226039996565,49.25706300012,Klarisky,101.0
16.620776999743498,49.2544260001196,Na kovárně,101.0
16.6177749998456,49.249656999720706,Dohnalova,101.0
16.6158099998402,49.246973999965,Útěchovská,101.0
16.6093590001556,49.2410750000983,Myslivecký stadion,101.0
16.604002000264998,49.2372559998201,Hamerláky,101.0
16.604679000307602,49.2339039998291,Sadová,101.0
16.6083680002938,49.2317360001574,Moskalykova,101.0
16.604259000183,49.229128000223206,Högrova,101.0
16.5973990002444,49.22613400000979,Mojmírovo náměstí,101.0
16.5930199997969,49.1901039999287,Mendlovo náměstí,100.0
16.6141960003625,49.1936809997258,Hlavní nádraží,100.0
16.6189759997697,49.191847000149295,Vlhká,100.0
16.6260399999227,49.190976999791204,Masná,100.0
16.636059999942997,49.1885619998201,Jiránkova,100.0
16.6369289996061,49.1853240001444,Psychiatrická nemocnice,100.0
16.6375720002118,49.182495999774105,Textilní kombinát,100.0
16.6404200001239,49.17678799976561,Faměrovo náměstí,101.0
16.5791390002614,49.2595139999417,Maříkova,101.0
16.5782999998372,49.2628260001402,"Ivanovice, Globus",101.0
16.577679999696,49.2627900002242,"Ivanovice, Globus",101.0
16.553789000186,49.2175900001283,Svratecká,101.0
16.5645220002338,49.2158539997118,Štursova,101.0
16.568313000327198,49.2148809997976,Rosického náměstí,101.0
16.5744040001617,49.218108999793394,Přívrat,101.0
16.582989999730998,49.2151789999594,Náměstí Svornosti,100.0
16.5858820000241,49.21055299981111,Tábor,100.0
16.5906320001923,49.2138000000467,ZŠ Jana Babáka,100.0
16.5904520002673,49.2138209997649,ZŠ Jana Babáka,100.0
16.5833859995661,49.2112969998883,Králova,100.0
16.581999999694,49.2155849999903,Náměstí Svornosti,100.0
16.5741020000379,49.218246999747,Přívrat,101.0
16.5690699998374,49.214881999706705,Rosického náměstí,101.0
16.563714999596602,49.2163649997972,Štursova,101.0
16.555555,49.2089650002697,Optátova,101.0
16.550607000362998,49.211665999913905,Jundrov,101.0
16.552801999623803,49.2182780000875,Svratecká,101.0
16.6367019998254,49.2033990002341,"Židenice, nádraží",100.0
16.6139910003231,49.1918149998835,Hlavní nádraží,100.0
16.609799000371698,49.2087860000891,Zimní stadion,100.0
16.6095359997076,49.2088640002016,Zimní stadion,100.0
16.5993630004249,49.170254999749794,Heršpická,101.0
16.656596000276,49.13171199999329,"Chrlice, nádraží",101.0
16.6566380001088,49.132136000071405,"Chrlice, nádraží",101.0
16.5094359999628,49.217890999932,Ečerova,101.0
16.516792000193902,49.21733500026,Ondrouškova,101.0
16.520292999859098,49.22092100026261,Kubíčkova,101.0
16.522555999790303,49.22851899978271,Přístaviště,101.0
16.531897999943098,49.2277400001908,Zoologická zahrada,101.0
16.5367130004087,49.2218880000179,Kamenolom,101.0
16.542216999714,49.218710000216106,Podlesí,101.0
16.5480780002931,49.2193979998403,Branka,101.0
16.5534920000851,49.2179900000555,Svratecká,101.0
16.5596189999046,49.2132240001066,Vozovna Komín,101.0
16.5684079998634,49.211936999773705,Stránského,100.0
16.5690430000732,49.2048640000413,Bráfova,100.0
16.5696149996354,49.1941629999399,Pisárky,100.0
16.5764250002435,49.191386999916,Lipová,100.0
16.5805550002707,49.190206999796104,Výstaviště - vstup G2,100.0
16.5856989997259,49.18932500012689,Výstaviště - hlavní vstup,100.0
16.593836999581598,49.1900339999364,Mendlovo náměstí,100.0
16.596877999837503,49.1887150001762,Václavská,100.0
16.6033639996823,49.189208999903094,Hybešova,100.0
16.6094029996382,49.19022200004379,Nové sady,100.0
16.6125479996513,49.19139400025661,Hlavní nádraží,100.0
16.6129619999281,49.19607199999329,Malinovského náměstí,100.0
16.6079309995524,49.199959999917496,Moravské náměstí,100.0
16.606677999749802,49.2036849999025,Antonínská,100.0
16.60447199972,49.2074909999539,Pionýrská,100.0
16.602868000288,49.2102539999279,Hrnčířská,100.0
16.600668999931,49.213990999977504,Šumavská,100.0
16.5988960004446,49.21699800013929,Kartouzská,100.0
16.5965830002847,49.22085599999289,Jungmannova,100.0
16.5952400000704,49.22312500000611,Husitská,101.0
16.5926830004114,49.2274169999058,Semilasso,101.0
16.589320999765,49.23242999994989,Tylova,101.0
16.5838800002088,49.2405790000294,Kořískova,101.0
16.581429999781598,49.2442439998133,Filkukova,101.0
16.578802999802402,49.247294999953496,Řečkovice,101.0
16.5794000003773,49.2469779999357,Řečkovice,101.0
16.5818809998683,49.2435169998839,Filkukova,101.0
16.5849639999571,49.238898000122006,Kořískova,101.0
16.5870410001154,49.2357909997316,Hudcova,101.0
16.5895390002232,49.232054999770796,Tylova,101.0
16.5920919996843,49.228228999728096,Semilasso,101.0
16.5950159997644,49.223415000096395,Husitská,101.0
16.5964159998802,49.2210830000842,Jungmannova,100.0
16.5990780000195,49.216650000289896,Kartouzská,100.0
16.6006200004255,49.2140220000533,Šumavská,100.0
16.6026280000885,49.2106200001238,Hrnčířská,100.0
16.6042009995584,49.2079040000961,Pionýrská,100.0
16.606914999576198,49.203166000221394,Antonínská,100.0
16.6080669999949,49.199237000095394,Moravské náměstí,100.0
16.6134099996418,49.195545000199296,Malinovského náměstí,100.0
16.6118790000047,49.1911849999755,Hlavní nádraží,100.0
16.609025000244802,49.190116000152294,Nové sady,100.0
16.6028620004402,49.189322000023296,Hybešova,100.0
16.5972169997713,49.18868099994221,Václavská,100.0
16.5932630003695,49.1900109998585,Mendlovo náměstí,100.0
16.5844989996267,49.1895830001355,Výstaviště - hlavní vstup,100.0
16.5798370002203,49.1903380002409,Výstaviště - vstup G2,100.0
16.5760650003934,49.1915229997309,Lipová,100.0
16.5697410000321,49.1940990000358,Pisárky,100.0
16.5692969996181,49.2050790001027,Bráfova,100.0
16.5686730001773,49.2119539998236,Stránského,100.0
16.559792000157,49.213199999719,Vozovna Komín,101.0
16.5536560001166,49.217898000042,Svratecká,101.0
16.5474199996188,49.219396000204895,Branka,101.0
16.5423919996162,49.218711000047705,Podlesí,101.0
16.5367939997012,49.22165699984279,Kamenolom,101.0
16.5320019997001,49.22767399985379,Zoologická zahrada,101.0
16.521657999814803,49.2281400000982,Přístaviště,101.0
16.5202920000342,49.2205449997672,Kubíčkova,101.0
16.516952000027498,49.2174089997751,Ondrouškova,101.0
16.5089940000969,49.218285999982996,Ečerova,101.0
16.5947809995878,49.1902930001766,Mendlovo náměstí,100.0
16.586528999929303,49.2353139997773,Vozovna Medlánky,101.0
16.6034740001854,49.137216999902705,Modřická cihelna,101.0
16.602594999578198,49.1425779998995,Moravanská,101.0
16.6014460004309,49.149278000065,Moravanské lány,101.0
16.5999609999263,49.15794800020289,Ořechovská,101.0
16.5992289996322,49.1622629998054,Bohunická,101.0
16.5973399997949,49.171208999984295,Ústřední hřbitov,101.0
16.5961530001145,49.175345999765206,Hluboká,100.0
16.595241999720198,49.179607000097796,Celní,100.0
16.5950609999703,49.18386700005671,Nemocnice Milosrdných bratří,100.0
16.614793999864,49.1950459999621,Malinovského náměstí,100.0
16.6199449998903,49.198279999889095,Körnerova,100.0
16.626109000418,49.2002610002435,Tkalcovská,100.0
16.6297170002134,49.2022440002312,Vojenská nemocnice,100.0
16.6343059998249,49.2012970001797,Kuldova,100.0
16.6419480002862,49.2025209998664,Stará osada,100.0
16.641416999833602,49.202140000020506,Stará osada,100.0
16.6345510000473,49.201319000109606,Kuldova,100.0
16.629660000312,49.2023059998351,Vojenská nemocnice,100.0
16.6259339996175,49.1998049998658,Tkalcovská,100.0
16.6195039998493,49.1981520000854,Körnerova,100.0
16.613931000048698,49.195500000175,Malinovského náměstí,100.0
16.5946330003481,49.18718199975061,Poříčí,100.0
16.594980999604303,49.1835150002831,Nemocnice Milosrdných bratří,100.0
16.5953279999339,49.1791090000412,Celní,100.0
16.5960950003881,49.1755239998893,Hluboká,100.0
16.5972729998478,49.171320000280396,Ústřední hřbitov,101.0
16.5992219999595,49.16201100009789,Bohunická,101.0
16.599953000428698,49.157643000183604,Ořechovská,101.0
16.6013379995776,49.1496210001643,Moravanské lány,101.0
16.6024869996232,49.142920999956,Moravanská,101.0
16.603378999750902,49.1375649997575,Modřická cihelna,101.0
16.5979509997152,49.164672999847,Ústřední hřbitov - smyčka,101.0
16.598597999620498,49.16478999977,Ústřední hřbitov - smyčka,101.0
16.5942349999648,49.190203999745904,Mendlovo náměstí,100.0
16.586291000278,49.2354019998941,Vozovna Medlánky,101.0
16.5993020003255,49.1914709998285,Nemocnice u sv. Anny,100.0
16.604367000137998,49.192270999955596,Šilingrovo náměstí,100.0
16.6064629996646,49.19770199999889,Česká,100.0
16.6090469999861,49.1993089998403,Moravské náměstí,100.0
16.6137939997813,49.2009610000877,Náměstí 28. října,100.0
16.618608000422,49.202836000244595,Dětská nemocnice,100.0
16.6244080000034,49.20384299992929,Jugoslávská,100.0
16.6240749999175,49.204196999717105,Jugoslávská,100.0
16.6190519999377,49.2030289999862,Dětská nemocnice,100.0
16.6131739996402,49.2007870000757,Náměstí 28. října,100.0
16.6087039998544,49.199159000057705,Moravské náměstí,100.0
16.605583999955698,49.197618000100604,Česká,100.0
16.6053549996268,49.191710000260294,Šilingrovo náměstí,100.0
16.6256420004378,49.19124399995339,Masná,100.0
16.633967999716102,49.19103600001701,Životského,100.0
16.635345000265602,49.1927800000463,Geislerova,100.0
16.6412279996877,49.194158999801594,Buzkova,100.0
16.645949000442,49.195229999756606,Otakara Ševčíka,100.0
16.650177000378402,49.19555900028979,Dělnický dům,100.0
16.6543919998961,49.1961239997555,Juliánov,100.0
16.653950000030196,49.196172999775,Juliánov,100.0
16.649559999712,49.19555900028979,Dělnický dům,100.0
16.645381000179402,49.1952680002351,Otakara Ševčíka,100.0
16.641026999846197,49.194140000020596,Buzkova,100.0
16.6347569999116,49.192754000175505,Geislerova,100.0
16.633889000073303,49.1906870001858,Životského,100.0
16.6245000000649,49.1912829997707,Masná,100.0
16.619157000418,49.191852000262394,Vlhká,100.0
16.6052340001513,49.192026999791004,Šilingrovo náměstí,100.0
16.604239999916402,49.1923,Šilingrovo náměstí,100.0
16.5987569996291,49.1915229997309,Nemocnice u sv. Anny,100.0
16.613922999652697,49.192074000193,Hlavní nádraží,100.0
16.6138230000936,49.1922140001765,Hlavní nádraží,100.0
16.5769390000794,49.23145300016439,Technologický park,101.0
16.5820959999535,49.228604999835795,Technické muzeum,101.0
16.5831079997318,49.22460799976871,Červinkova,101.0
16.585163000148803,49.221651000037205,Skácelova,101.0
16.5874229997068,49.2183510001122,Dobrovského,100.0
16.5892379999243,49.2156749998289,Tererova,100.0
16.592875000032002,49.211903000243105,Klusáčkova,100.0
16.5951739999481,49.2059830002184,Nerudova,100.0
16.5954619998282,49.2045090002143,Konečného náměstí,100.0
16.5976760002539,49.202866000120004,Grohova,100.0
16.5973039998099,49.203119999940604,Grohova,100.0
16.5954259998432,49.204484000171796,Konečného náměstí,100.0
16.5936020003032,49.205907999941,Rybkova,100.0
16.5872279997132,49.2102709999697,Tábor,100.0
16.5783709999823,49.212482000190704,Burianovo náměstí,100.0
16.5746279995694,49.2137120001806,Mozolky,100.0
16.5679960001348,49.2144379999662,Rosického náměstí,101.0
16.5187389997576,49.225877000264795,Rakovecká,101.0
16.519315000416,49.226176999784094,Rakovecká,101.0
16.568749000345303,49.214707999974394,Rosického náměstí,101.0
16.5750610001128,49.213519999822,Mozolky,100.0
16.5788349995895,49.21227399977679,Burianovo náměstí,100.0
16.59316700011,49.2062439998748,Rybkova,100.0
