id,date,city,city_district,price,type,area,ownership,building_type,penb,equipment,floor,balcony,terace,lift,garage,coordinates
628794,2020-11-25 16:11:19.88077 UTC,Brno,Jundrov,12000,3+1,76,1,2,C,2,1,true,false,true,false,"49.205368,16.55392"
238892,2020-11-25 16:02:19.187443 UTC,Brno,Řečkovice,14000,2+kk,69,1,1,"",2,3,false,false,false,false,"49.2434715,16.5800392"
626270,2020-11-25 16:04:15.769132 UTC,Brno,Stránice,20000,3+kk,78,1,1,G,0,2,true,false,false,false,"49.200757,16.58334"
628927,2020-11-25 16:12:58.295829 UTC,Brno,Žebětín,17000,3+kk,66,1,1,A,0,4,true,false,true,false,"49.219061443387,16.49560654736"
639390,2020-11-25 16:06:37.319404 UTC,Brno,Stránice,8500,2+1,66,1,1,G,3,1,true,false,false,false,"49.200498,16.579143"
638345,2020-11-25 16:06:28.658104 UTC,Brno,Černá Pole,12850,2+kk,67,1,1,C,2,3,true,false,false,false,"49.215295,16.626163"
635064,2020-11-25 16:08:31.464018 UTC,Brno,Zábrdovice,15000,3+kk,110,1,1,C,1,5,false,false,true,false,"49.1980928,16.6189889"
639120,2020-11-25 16:00:53.251618 UTC,Brno,Štýřice,18375,2+kk,50,0,0,"",3,1,false,true,false,false,"49.183649,16.5956969"
638351,2020-11-25 16:03:08.93873 UTC,Brno,Maloměřice,16000,3+1,90,1,1,G,2,2,false,true,false,false,"49.208764,16.63689"
24203,2020-11-25 16:12:16.921012 UTC,Brno,Staré Brno,9300,1+kk,34,0,1,"",2,3,true,false,false,false,"49.1935820443,16.5956640244"
614855,2020-11-25 16:09:13.160536 UTC,Brno,Bohunice,9200,1+kk,24,1,1,B,2,1,false,true,false,false,"49.167555,16.579169"
640744,2020-11-25 15:59:42.11845 UTC,Brno,Trnitá,13000,1+kk,33,1,2,B,3,2,false,true,true,false,"49.184512,16.623095"
315242,2020-11-25 16:03:27.741867 UTC,Brno,Černovice,10000,1+1,56,1,1,"",2,1,true,false,false,false,"49.1909353,16.6297317"
640515,2020-11-25 16:01:12.463175 UTC,Brno,Zábrdovice,10500,Garsoniéra,20,1,0,G,3,4,false,false,false,false,"49.198929,16.618198"
588218,2020-11-25 16:00:11.700092 UTC,Brno,Slatina,9000,1+kk,29,1,1,B,1,1,true,false,false,false,"49.171773,16.689581"
639885,2020-11-25 16:03:33.161396 UTC,Brno,Zábrdovice,10800,1+kk,22,0,0,"",3,5,false,false,true,false,"49.1952801,16.6177389"
392742,2020-11-25 16:10:12.987803 UTC,Brno,Staré Brno,16000,2+kk,63,1,1,A,3,3,true,true,true,false,"49.1899108,16.6025369"
217692,2020-11-25 16:03:43.742758 UTC,Brno,Obřany,14500,3+kk,72,1,1,"",2,1,false,false,false,false,"49.2289698652,16.6489921111"
614352,2020-11-25 16:04:12.986097 UTC,Brno,Zábrdovice,7900,1+kk,24,1,1,G,2,3,false,false,false,false,"49.19742,16.624124"
631944,2020-11-25 16:01:32.678809 UTC,Brno,Zábrdovice,16500,1+1,52,0,0,"",3,2,false,false,true,true,"49.1988792,16.6216856"
638883,2020-11-25 16:03:19.525507 UTC,Brno,Štýřice,26250,2+kk,0,0,0,"",3,6,false,false,true,true,"49.1834133,16.5953083"
546561,2020-11-25 16:09:40.916556 UTC,Brno,Medlánky,12900,2+kk,49,1,1,C,2,1,false,false,true,false,"49.2454624,16.5732889"
265915,2020-11-25 16:11:22.29813 UTC,Brno,Štýřice,11000,1+kk,30,1,1,"",2,2,false,false,true,false,"49.1847061,16.5949664"
