id,date,city,city_district,price,type,area,ownership,building_type,penb,equipment,floor,balcony,terace,lift,garage,coordinates
623448,2020-08-26 19:00:11.320314 UTC,Ostrava,Poruba-sever,1750000,2+1,56,1,2,B,0,7,true,false,true,false,""
623474,2020-08-26 21:30:08.10794 UTC,Zbuzany,"",5500000,2+kk,60,1,3,B,0,0,false,true,false,false,""
417941,2020-05-21 07:00:11.357419 UTC,Bohdalice-Pavlovice,Bohdalice,2595000,3+kk,114,1,1,B,3,3,false,false,false,false,""
568323,2020-05-21 06:00:10.518764 UTC,Chomutov,Chomutov II,1450000,2+1,64,1,1,"",1,3,false,false,false,false,""
108539,2020-05-21 06:30:08.287559 UTC,Praha,Žižkov,5390000,2+kk,57,1,1,"",3,0,false,false,false,false,""
609253,2020-05-21 09:00:09.223458 UTC,Praha,Ruzyně,3900000,2+kk,36,1,2,B,0,3,true,false,false,false,""
609298,2020-05-21 13:00:11.723785 UTC,Lanškroun,"",1490000,2+1,51,1,0,G,0,3,false,false,false,false,""
609294,2020-05-21 12:30:16.157886 UTC,Hostouň,Hostouň u Horšovského Týna,1000000,3+1,76,1,2,A,1,2,true,false,false,false,""
555239,2020-05-21 14:00:13.270884 UTC,Mělník,"",2200000,2+1,49,1,1,B,1,2,false,false,false,false,""
609340,2020-05-21 17:30:10.994767 UTC,Nejdek,"",1290000,2+1,62,1,1,G,0,1,false,false,false,false,""
609358,2020-05-21 20:30:10.480455 UTC,Brno,Černá Pole,12800000,6+kk,167,1,1,G,0,2,true,false,false,false,""
609289,2020-05-21 13:30:10.842612 UTC,Praha,Hostivař,4950000,2+1,65,1,2,D,0,3,true,false,true,false,""
609334,2020-05-21 16:30:08.744664 UTC,Praha,Černý Most,5800000,4+1,86,1,2,D,0,6,true,false,true,false,""
609336,2020-05-21 17:00:09.107301 UTC,Liberec,Rochlice u Liberce,2600000,3+1,66,1,2,G,0,0,true,false,true,false,""
609345,2020-05-21 18:30:08.725987 UTC,Praha,Vinohrady,7990000,4+kk,105,2,1,G,0,4,false,false,true,false,""
609355,2020-05-21 19:30:08.380406 UTC,Praha,Žižkov,4990000,2+kk,41,1,1,D,0,3,false,false,true,false,""
609325,2020-05-21 16:00:09.25394 UTC,Praha,Uhříněves,4790000,2+kk,53,1,1,B,0,3,true,false,true,true,""
609351,2020-05-21 19:30:12.189624 UTC,Praha,Žižkov,4999999,1+kk,51,1,0,B,0,2,false,false,true,true,""
608641,2020-05-17 17:00:09.277464 UTC,Praha,Bubeneč,9750000,2+1,81,1,1,F,0,1,false,false,false,false,""
608600,2020-05-17 08:30:11.676222 UTC,Lubenec,"",820000,2+1,57,1,0,G,0,3,false,false,false,false,""
608649,2020-05-17 16:30:10.879708 UTC,Prostějov,"",2700000,3+1,80,1,2,C,0,4,true,false,false,false,""
608640,2020-05-17 15:00:09.080093 UTC,České Budějovice,České Budějovice 7,2970000,3+1,67,1,2,G,0,5,true,false,true,false,""
608661,2020-05-17 18:00:11.093249 UTC,Nové Město pod Smrkem,"",1300000,3+1,74,2,2,G,0,2,true,false,true,false,""
608697,2020-05-17 20:30:10.686922 UTC,Teplice,Teplice-Trnovany,800000,3+1,53,2,2,G,0,5,false,false,true,false,""
608691,2020-05-17 20:30:16.870199 UTC,Potštejn,"",2900000,3+1,78,1,1,G,0,1,true,false,false,false,""
608614,2020-05-17 10:30:09.481673 UTC,Nymburk,"",4199000,4+1,99,2,1,B,0,2,true,false,false,false,""
561983,2020-05-17 11:30:13.625401 UTC,Praha,Střížkov,4390000,1+kk,41,1,1,B,1,3,true,false,false,false,""
608673,2020-05-17 19:00:15.460233 UTC,České Budějovice,České Budějovice 7,2150000,1+kk,39,1,1,B,0,1,false,false,false,false,""
593293,2020-05-17 07:30:08.99191 UTC,Praha,Vinohrady,8595000,2+kk,67,0,1,"",3,5,true,false,true,false,""
608618,2020-05-17 11:30:09.459325 UTC,Praha,Prosek,5800000,3+kk,69,1,2,C,3,4,false,false,true,false,""
601904,2020-05-17 07:00:25.258262 UTC,Praha,Nusle,5290000,3+kk,60,1,1,F,2,3,true,false,false,false,""
608615,2020-05-17 11:00:10.18742 UTC,Praha,Michle,14137000,3+kk,130,1,0,G,0,6,false,true,true,false,""
608625,2020-05-17 13:30:09.607975 UTC,Brandýs nad Labem-Stará Boleslav,Brandýs nad Labem,5990000,3+kk,92,1,1,G,0,1,false,true,true,true,""
608688,2020-05-17 20:00:09.585329 UTC,Praha,Libuš,7495000,3+kk,90,1,1,G,0,1,true,false,true,true,""
608702,2020-05-17 21:00:10.656432 UTC,Jihlava,"",5850000,4+kk,102,1,1,B,2,3,true,false,true,true,""
608677,2020-05-17 19:00:11.170862 UTC,Opava,Opava-Předměstí,2900000,4+kk,74,1,1,D,0,5,true,false,true,false,""
608631,2020-05-17 14:00:08.219054 UTC,Praha,Žižkov,5550000,Garsoniéra,41,1,1,G,0,4,false,false,false,false,""
629707,2020-10-07 14:00:12.522712 UTC,Ústí nad Labem,"",1250000,2+1,60,1,2,D,0,12,false,false,true,false,""
629656,2020-10-07 15:00:12.852677 UTC,Mladá Boleslav,"",3189988,3+1,84,1,2,G,0,2,false,false,true,false,""
629702,2020-10-07 13:30:14.623918 UTC,Praha,Řepy,5700000,3+kk,67,1,2,C,0,6,false,false,true,false,""
629693,2020-10-07 12:30:08.115215 UTC,Brno,Bystrc,5100000,3+1,76,1,2,B,0,4,false,false,false,false,""
629725,2020-10-07 15:00:09.252295 UTC,Brno,Ponava,7800000,3+kk,83,1,1,D,0,4,false,false,true,false,""
629730,2020-10-07 16:00:08.016783 UTC,Praha,Bohnice,4490000,3+kk,57,1,2,C,0,8,false,false,true,false,""
629701,2020-10-07 13:30:17.925548 UTC,Praha,Zbraslav,8000000,3+kk,75,1,1,C,0,5,false,true,true,true,""
629705,2020-10-07 13:30:11.344335 UTC,Praha,Malešice,5400000,3+kk,58,1,2,C,0,2,false,false,true,false,""
629706,2020-10-07 14:00:15.55193 UTC,Praha,Malešice,5400000,3+kk,54,1,2,C,0,3,false,false,true,false,""
629685,2020-10-07 12:00:07.604753 UTC,Praha,Střížkov,5500000,2+kk,54,1,1,C,0,3,false,false,true,false,""
629677,2020-10-07 11:00:08.30771 UTC,Praha,Dolní Měcholupy,3149000,1+kk,31,2,0,B,0,2,false,false,true,false,""
629657,2020-10-07 09:30:07.805359 UTC,Bohumín,Záblatí u Bohumína,1390000,3+1,78,2,2,G,0,11,false,false,true,false,""
629749,2020-10-07 17:30:07.862763 UTC,Třebíč,"",1750000,1+1,34,1,2,G,0,2,false,false,true,false,""
629763,2020-10-07 19:00:08.210655 UTC,Svitavy,Čtyřicet Lánů,2499000,2+1,53,1,1,G,0,3,false,false,false,false,""
629320,2020-10-07 21:00:07.51479 UTC,Praha,Vinohrady,6300000,1+kk,45,1,1,G,0,3,false,false,false,false,""
629647,2020-10-07 08:30:08.256483 UTC,Praha,Strašnice,3900000,2+1,65,1,1,C,1,3,false,false,false,false,""
629703,2020-10-07 13:30:08.347353 UTC,České Budějovice,České Budějovice 3,1850000,1+kk,21,1,2,D,1,7,false,false,true,false,""
629711,2020-10-07 14:00:08.472248 UTC,Dolní Břežany,"",4765000,2+kk,58,1,1,C,2,4,false,false,false,false,""
629682,2020-10-07 11:30:08.011779 UTC,Praha,Letňany,3300000,1+1,35,1,2,G,2,4,false,false,true,false,""
465932,2020-10-07 11:00:11.642117 UTC,Praha,Vinohrady,11000000,4+kk,99,1,1,"",2,5,false,false,true,false,""
626910,2020-10-07 16:30:07.940329 UTC,Praha,Kobylisy,3420000,1+kk,33,1,2,"",2,1,false,false,true,false,""
629687,2020-10-07 12:30:11.233806 UTC,Praha,Suchdol,4500000,2+kk,46,1,2,G,3,1,false,false,false,false,""
629658,2020-10-07 10:00:09.651163 UTC,Ostrava,Moravská Ostrava,950000,Garsoniéra,25,1,2,G,3,8,false,false,true,false,""
629645,2020-10-07 08:30:12.406844 UTC,Vratimov,"",2190000,2+kk,50,1,3,A,0,2,true,false,false,false,""
629779,2020-10-07 21:00:10.742363 UTC,Plzeň,"",3300000,2+1,64,1,1,B,0,2,true,false,false,false,""
629678,2020-10-07 11:30:11.533589 UTC,Prachatice,"",1200000,1+1,43,2,2,D,3,5,true,false,true,false,""
635795,2020-11-11 15:30:07.440196 UTC,Most,Most II,750000,2+1,54,1,1,B,1,1,false,false,false,false,""
635119,2020-11-11 11:00:08.210122 UTC,Praha,Chodov,5600000,3+kk,66,1,2,B,3,5,false,false,true,true,""
635080,2020-11-11 00:00:08.107632 UTC,Praha,Žižkov,12280000,3+kk,101,1,1,B,3,12,false,false,true,true,""
628135,2020-11-11 09:30:08.015331 UTC,Praha,Štěrboholy,7120010,3+kk,76,1,1,C,1,3,true,false,true,true,""
635828,2020-11-11 16:00:12.29278 UTC,Brno,Bohunice,4950000,3+1,75,1,2,C,3,5,true,false,true,false,""
635929,2020-11-11 16:00:08.589752 UTC,České Budějovice,České Budějovice 5,3500000,3+1,71,1,1,G,2,3,true,false,false,false,""
635116,2020-11-11 10:30:08.225028 UTC,Praha,Žižkov,6690000,2+kk,50,1,1,G,2,5,false,true,false,false,""
635661,2020-11-11 14:30:08.220176 UTC,Praha,Strašnice,5490000,3+kk,68,1,0,G,2,16,false,false,true,false,""
635249,2020-11-11 11:30:08.716841 UTC,Praha,Háje,2490000,Garsoniéra,27,1,2,G,1,18,false,false,false,false,""
634447,2020-11-11 18:00:08.356578 UTC,Praha,Řepy,5900000,3+1,74,1,2,B,2,7,false,false,true,false,""
636065,2020-11-11 17:30:08.097058 UTC,Praha,Stodůlky,6980000,2+kk,66,1,1,B,1,1,false,true,true,false,""
636253,2020-11-11 19:00:08.259481 UTC,Praha,Strašnice,4190000,2+kk,35,1,2,D,3,2,false,false,false,false,""
636482,2020-11-11 21:00:07.555459 UTC,Karlovy Vary,"",3875000,3+1,85,1,1,G,2,4,false,true,false,false,""
636668,2020-11-11 22:00:07.523449 UTC,Pardubice,"",5900000,6+kk,145,1,1,B,2,4,true,false,false,false,""
636885,2020-11-11 23:30:08.780848 UTC,Most,Most II,650000,2+1,57,1,1,G,2,4,true,false,true,false,""
635438,2020-11-11 13:00:07.669397 UTC,Praha,Vršovice,6690000,2+1,57,2,1,G,3,5,true,false,false,false,""
636207,2020-11-11 18:30:08.618383 UTC,Moravský Krumlov,"",2820000,2+1,61,2,2,G,1,3,false,false,false,false,""
633004,2020-10-28 15:30:08.215211 UTC,Osek,Osek u Duchcova,649000,2+kk,43,2,2,G,2,2,false,false,false,false,""
632982,2020-10-28 12:30:07.429307 UTC,Praha,Žižkov,4200000,2+kk,43,1,1,G,2,5,false,false,false,false,""
632993,2020-10-28 13:30:10.988152 UTC,Praha,Vinohrady,4150000,2+kk,47,1,1,G,1,1,false,false,false,false,""
633035,2020-10-28 18:30:07.996527 UTC,Praha,Holešovice,16300000,5+kk,170,1,1,G,3,5,false,false,false,false,""
633063,2020-10-28 20:30:08.261211 UTC,Praha,Žižkov,5970000,2+1,50,1,1,E,2,0,false,false,false,false,""
632998,2020-10-28 14:30:08.190786 UTC,Kladno,Kročehlavy,3500000,2+1,53,1,2,D,2,1,false,false,false,false,""
633065,2020-10-28 21:00:11.637684 UTC,Plzeň,"",2600000,2+1,52,1,2,G,1,3,true,false,false,false,""
633064,2020-10-28 21:00:08.410887 UTC,Břeclav,"",2850000,3+kk,70,1,1,G,2,3,true,false,false,false,""
633026,2020-10-28 18:00:08.350683 UTC,Horoměřice,"",6400000,3+kk,70,2,1,G,1,1,true,false,false,true,""
632994,2020-10-28 13:30:07.441753 UTC,Praha,Michle,6990000,2+1,67,1,1,F,3,4,false,false,true,false,""
632962,2020-10-28 10:00:07.468807 UTC,Praha,Malešice,6200000,3+1,61,1,2,A,2,6,false,false,true,false,""
632974,2020-10-28 11:30:07.938062 UTC,Praha,Vršovice,9500000,3+1,110,1,2,G,2,8,false,false,true,false,""
632527,2020-10-28 08:30:07.635744 UTC,Praha,Nové Město,7200000,2+kk,54,1,1,F,1,2,false,false,true,false,""
633022,2020-10-28 17:00:07.817016 UTC,Praha,Kobylisy,6800000,3+kk,63,1,2,G,3,4,false,false,true,false,""
633045,2020-10-28 19:00:11.430423 UTC,Praha,Holešovice,11990000,3+kk,100,1,1,G,1,4,false,true,true,true,""
633061,2020-10-28 20:30:12.130354 UTC,Ústí nad Labem,"",2799000,3+kk,81,1,2,D,3,6,false,false,true,false,""
632952,2020-10-28 08:30:10.957007 UTC,České Budějovice,České Budějovice 3,3600000,3+1,66,1,2,C,2,2,true,false,true,false,""
633046,2020-10-28 19:00:08.371342 UTC,Rychnov nad Kněžnou,"",2900000,3+1,81,1,2,C,1,1,true,false,true,false,""
610607,2020-05-30 12:00:09.815166 UTC,Praha,Žižkov,8490000,3+kk,76,1,3,B,0,13,false,false,true,true,""
610599,2020-05-30 10:30:12.856552 UTC,Příbram,Březové Hory,3890000,4+kk,88,1,2,C,0,4,true,false,true,false,""
610580,2020-05-30 07:00:13.541431 UTC,Hulín,"",1200000,2+kk,42,2,2,D,0,3,true,false,true,false,""
610626,2020-05-30 18:00:13.130015 UTC,Kralupy nad Vltavou,Lobeček,1890000,1+1,37,1,2,E,0,4,false,false,true,false,""
610576,2020-05-30 06:00:13.093739 UTC,Liberec,Rochlice u Liberce,3800000,4+1,100,1,2,G,0,1,true,false,true,false,""
610592,2020-05-30 10:00:09.556717 UTC,Praha,Podolí,6490000,2+kk,58,1,1,G,0,2,true,false,true,false,""
610641,2020-05-30 21:00:10.726937 UTC,Praha,Veleslavín,6200000,2+1,55,1,1,G,0,2,false,false,false,false,""
595216,2020-05-30 15:30:10.253403 UTC,Ostrava,Zábřeh nad Odrou,1699000,2+1,59,1,2,G,2,3,false,false,false,false,""
610639,2020-05-30 20:30:14.979522 UTC,Chomutov,Chomutov I,1400000,3+1,78,1,2,B,3,1,true,false,true,true,""
610634,2020-05-30 19:30:10.459804 UTC,Praha,Dubeč,5390000,2+kk,52,1,1,B,3,4,true,false,true,true,""
547342,2020-08-15 18:00:09.05428 UTC,Plzeň,"",4490000,3+kk,100,1,1,"",1,1,false,true,false,false,""
621654,2020-08-15 19:00:08.397546 UTC,Praha,Kamýk,4190000,2+kk,45,1,2,C,0,7,false,false,true,false,""
621647,2020-08-15 16:30:08.107739 UTC,Brno,Nový Lískovec,4220000,3+1,74,1,2,B,0,2,true,false,true,false,""
621617,2020-08-15 09:30:08.507027 UTC,Brno,Bohunice,3000000,2+kk,45,1,2,G,0,2,true,false,true,false,""
621655,2020-08-15 18:30:09.971811 UTC,Lanškroun,"",2650000,3+1,70,2,2,G,0,4,true,false,false,false,""
621664,2020-08-15 21:00:07.61836 UTC,Praha,Holešovice,6000000,2+1,54,2,1,G,0,6,true,false,true,false,""
621627,2020-08-15 12:30:08.676906 UTC,Praha,Černý Most,6300000,4+1,87,1,2,G,0,7,true,true,true,true,""
603835,2020-06-06 21:30:13.237224 UTC,Ostrava,Moravská Ostrava,990000,1+kk,27,2,2,G,3,8,false,false,true,false,""
557900,2020-06-06 14:30:09.094874 UTC,Praha,Nusle,3290000,1+kk,28,1,1,"",1,4,false,false,false,false,""
166361,2020-06-06 13:00:09.470236 UTC,Praha,Žižkov,4640000,2+kk,47,1,1,"",2,3,false,false,true,false,""
586053,2020-06-06 03:30:10.589225 UTC,Praha,Žižkov,4680000,2+kk,50,1,1,G,1,3,false,false,true,false,""
611675,2020-06-06 13:30:10.608575 UTC,Praha,Žižkov,7200000,2+kk,57,1,1,F,0,3,false,false,true,false,""
611657,2020-06-06 11:00:13.588314 UTC,Litoměřice,"",2200000,2+1,60,1,1,G,2,1,false,false,false,false,""
611667,2020-06-06 11:30:12.310236 UTC,Jihlava,"",4750000,3+kk,105,1,1,D,0,1,false,true,false,true,""
530253,2020-06-06 08:00:19.778098 UTC,Praha,Horní Měcholupy,4390000,2+kk,60,1,2,C,3,8,true,false,false,false,""
609695,2020-06-06 08:00:14.47725 UTC,Frýdek-Místek,Místek,1900000,3+1,66,1,2,"",0,11,true,false,true,false,""
611648,2020-06-06 09:00:14.296736 UTC,Karviná,Karviná-město,1200050,3+1,67,2,2,E,0,5,true,false,true,false,""
586229,2020-06-06 08:30:14.79483 UTC,Písek,Hradiště u Písku,2750000,3+1,72,1,2,G,2,1,true,false,true,false,""
610919,2020-06-06 16:00:14.369484 UTC,Brandýs nad Labem-Stará Boleslav,Brandýs nad Labem,4100000,3+1,83,1,1,G,2,2,true,false,false,false,""
630850,2020-10-14 15:30:08.199304 UTC,Praha,Holešovice,4399000,1+kk,25,1,1,G,3,1,false,false,false,false,""
630825,2020-10-14 14:30:10.392229 UTC,Brno,Štýřice,4774000,1+kk,43,1,1,B,0,1,false,true,false,false,""
630821,2020-10-14 14:30:07.305818 UTC,Brno,Štýřice,4094000,1+kk,35,1,1,B,0,1,false,true,false,false,""
630840,2020-10-14 15:30:14.450066 UTC,Praha,Vysočany,3300000,1+kk,28,1,1,G,0,2,false,false,true,false,""
630844,2020-10-14 15:00:07.940771 UTC,Praha,Horní Měcholupy,3478259,1+kk,37,1,1,C,0,2,true,false,false,false,""
630829,2020-10-14 14:30:16.726066 UTC,Brno,Štýřice,5567000,2+kk,58,1,1,B,0,2,true,false,false,false,""
630827,2020-10-14 14:30:13.629957 UTC,Brno,Štýřice,6422000,2+kk,67,1,1,B,0,2,true,false,false,false,""
630849,2020-10-14 15:30:11.485632 UTC,Praha,Suchdol,10100000,4+kk,94,1,1,C,2,2,true,false,true,true,""
