,nazev,kategorie,adresa,lat,lon
1284,"Ateliér DPK, s.r.o.",firma,Šumavská 416/15,49.21213100210221,16.59850876637
1285,"Atelier FONTES, s.r.o.",firma,Křídlovická 314/19,49.188414783837395,16.598432323332602
1286,"Atelier Habina, s.r.o.",firma,Kopečná 987/11,49.1902737640734,16.6047936010833
1287,"ATEMIT, s.r.o.",firma,Olomoucká 1181/89,49.1855097000824,16.6599666400204
1288,Ateq PL Spółka Z Ograniczoną,firma,Mezírka 775/1,49.2009682761215,16.6040807196334
1289,"Atex, s.r.o.",firma,Vážného 21/3,49.2499801137726,16.5819010314008
1290,"Atlas Copco Services, s.r.o.",firma,Holandská 1006/10,49.18191822178621,16.6060751942615
1291,"Atom Service, s.r.o.",firma,Libušino údolí 511/58,49.196742330278504,16.5534717107361
1292,"Atoma - Tepelná technika, s.r.o.",firma,Sladkovského 2946/15,49.225256684977296,16.6012972582845
1293,"Atoma Autocentrum, s.r.o.",firma,Sladkovského 2946/15,49.225256684977296,16.6012972582845
1294,"Atomtrace, a.s.",firma,Kolejní 3094/9,49.2282284887624,16.5738761132699
1295,"Aton Benu Consult, s.r.o.",firma,Rezkova 415/10,49.199733077150405,16.5763709863421
1296,"ATT - Auto Truck Team, s.r.o.",firma,Záhumenice 738/2a,49.163704472180996,16.613273739586198
1297,"Atta Creative, s.r.o.",firma,Lazaretní 1/7,49.203460173744,16.630986043028802
1298,"Atta process, s.r.o.",firma,Lazaretní 1/7,49.203460173744,16.630986043028802
1299,"Attack Art, s.r.o.",firma,Cacovická 16/12,49.2153918550282,16.6380388268172
1300,"ATW Brno, s.r.o.",firma,Kuřimská 1503/42,49.238333501133795,16.585708175118302
1301,"ATX Realizace Staveb, s.r.o.",firma,Lazaretní 1/7,49.203460173744,16.630986043028802
1302,"Atype Construct, s.r.o.",firma,Botanická 606/24,49.205387551025,16.6016097345611
1303,"Audacio, a.s.",firma,Soběšická 507/152,49.2228369132244,16.6332959269329
1304,"Audified, s.r.o.",firma,Purkyňova 649/127,49.233292582884104,16.5727126207037
1305,"Audio Fon centr, s.r.o.",firma,Obilní trh 310/4,49.198716142859105,16.5984220142664
1306,"Audit - DANĚ, s.r.o.",firma,Vídeňská 291/89,49.1754127758734,16.5971564299649
1307,"Audit Brno, s.r.o.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
1308,"Audit CONSULT, a.s.",firma,Veveří 456/9,49.1992309588271,16.6024072732434
1309,"Audy - Therm, s.r.o.",firma,Vitáskova 1603/20,49.244950427142896,16.5750666783637
1310,"Audy, s.r.o.",firma,Živného 859/1a,49.2253046288585,16.5282450322812
1311,"Aukční dům Zezula, s.r.o.",firma,Hlinky 59/142c,49.1931266292435,16.5735251630479
1312,"Aukční Poradenské CENTRUM, s.r.o.",firma,Jakubské náměstí 580/4,49.196911937804096,16.6081087276381
1313,"Aullo Gold, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
1314,"AURA, s.r.o.",firma,Úvoz 499/56,49.1968208272204,16.5944435429597
1315,"Austerlitz Golf, s.r.o.",firma,Rašínova 103/2,49.1957211208029,16.6081961507833
1316,"Austro Baumaschinen, s.r.o.",firma,Vídeňská 264/120b,49.140500430974704,16.601810398432697
1317,"Authentica, s.r.o.",firma,Lazaretní 1/7,49.203460173744,16.630986043028802
1318,"Auto - Spektrum - ACC, s.r.o.",firma,Hviezdoslavova 1147/3,49.1833651058575,16.6745099126177
1319,"Auto - Textil Recyklace, s.r.o.",firma,Vranovská 1392/69,49.210100610788295,16.628545818966803
1320,"Auto Balvin, s.r.o.",firma,U Červeného mlýna 570/3,49.2161756890071,16.6035411771007
1321,"Auto Cardion, s.r.o.",firma,Heršpická 788/9,49.17552065128611,16.6040815577616
1322,"Auto COM Brno, s.r.o.",firma,Kolískova 473/15,49.1886149861941,16.6239050108179
1323,"Auto Fit, s.r.o.",firma,Vídeňská 296/112a,49.144310928210004,16.6012348963392
1324,"Auto Palace Brno, s.r.o.",firma,Řípská 1150/22,49.1801103288062,16.674037677256
1325,"Auto Pokorný Motors, s.r.o.",firma,Maříkova 564/46,49.258519932186296,16.5830252118935
1326,"Auto POKORNÝ, s.r.o.",firma,Okružní 872/25a,49.2281404787994,16.6159401073344
1327,"Auto Pospíšil, s.r.o.",firma,Karlova 244/27,49.2128072951756,16.6436878950578
1328,"Auto Unger, s.r.o.",firma,Podruhova 2684/5,49.2093599437147,16.6736359317964
1329,"Auto ZM, s.r.o.",firma,Křivánky 791/12d,49.1766643610924,16.5364014619732
1330,"Autobusy Čech, s.r.o.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
1331,"Autocentrum Červená Hospoda, s.r.o.",firma,Pekárenská 330/12,49.2017562590854,16.601006573339998
1332,"Autocentrum ROS, a.s.",firma,Poříčí 805/1c,49.1856985018106,16.5878593913904
1333,"Autocentrum Šerý, s.r.o.",firma,Šoustalova 513/35,49.1628392502683,16.5657050976326
1334,"AutoCorp, a.s.",firma,Holandská 878/2,49.1802669872021,16.6057337149776
1335,"AUTODOPLŇKY. CZ, s.r.o.",firma,Bohunická 238/67,49.1626323427818,16.5973901168046
1336,"Autodoprava Fráňa, s.r.o.",firma,Kšírova 379/13,49.174764184166406,16.620233067144
1337,"Autodoprava Jarní, s.r.o.",firma,Jarní 898/52,49.22019397326761,16.6537029282928
1338,"Autodoprava Kotlán, s.r.o.",firma,Havránkova 30/11,49.1576065957802,16.6218718134112
1339,"Autodoprava Krejzl, s.r.o.",firma,Jílkova 2503/203,49.1957774062373,16.6350382741051
1340,"Autodoprava Liova Group, s.r.o.",firma,Kopečná 940/14,49.1901378940948,16.6059990862957
1341,"Autodoprava MF, s.r.o.",firma,Vídeňská 255/42,49.181659096085504,16.593915399149598
1342,"Autodoprava RÁB, s.r.o.",firma,Úvoz 129/88,49.200125894937294,16.5932539004357
1343,"Autodoprava Richard Kubica, s.r.o.",firma,Mojmírovo náměstí 33/18,49.2247065387969,16.5964674383117
1344,"Autodoprava Tomášů, s.r.o.",firma,U Pošty 287/4,49.1669094189298,16.5655403097786
1345,"Autodoprava Trepeš, s.r.o.",firma,Tuřanská 398/34a,49.1512760802171,16.6586847117707
1346,"Autoelegance BRNO, s.r.o.",firma,Hapalova 2019/21,49.251342382980006,16.5872808718559
1347,"AUTOFRÁŇA, s.r.o.",firma,Kšírova 215/125,49.1709456822886,16.6161921512469
1348,"Autokarem. cz, s.r.o.",firma,Okružní 783/39,49.2345928677911,16.6282909246999
1349,"Autolakovna O+U, s.r.o.",firma,Pratecká 902/12b,49.14660463519171,16.672484761421
1350,"Autolaky Hrubý, s.r.o.",firma,Zvěřinova 1174/13,49.18950091097079,16.6296593553216
1351,"Autolift Production, s.r.o.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
1352,"Autonapůl, Družstvo",firma,Údolní 567/33,49.1977023522019,16.5987683543343
1353,"Autonova Brno, s.r.o.",firma,Masná 418/20,49.18761141994951,16.623040082319697
1354,"Autoparadise, s.r.o.",firma,Kopečná 940/14,49.1901378940948,16.6059990862957
1355,"Autopark Brno, a.s.",firma,Božetěchova 2907/50,49.2305453301561,16.5941564629545
1356,"Autopark Kyjov, s.r.o.",firma,Jakubské náměstí 580/4,49.196911937804096,16.6081087276381
1357,"Autopneu Urban, s.r.o.",firma,Opavská 801/8a,49.179437387852,16.6013606254447
1358,"AUTOPROCHOR, s.r.o.",firma,Mlýnská 326/13,49.1910094438478,16.616220062801194
1359,"Autosalon Hora CZ, a.s.",firma,Štouračova 1154/1a,49.21723226988111,16.519960945699196
1360,"Autoservis - Lakovna ŽEBĚTÍN, s.r.o.",firma,Ríšova 915/7a,49.2068724047221,16.484126466296
1361,"Autoservis DS, s.r.o.",firma,Bratislavská 208/23,49.1994827097995,16.6188384021227
1362,"Autoskla Benone, s.r.o.",firma,Skryjova 1606/8,49.2180760759373,16.6368318333334
1363,"Autosklo ROGER, s.r.o.",firma,Přízova 279/8,49.189814813034296,16.6160389301005
1364,"Autosklo Servis VYSOČINA, Družstvo",firma,Palackého třída 200/77,49.225757629094105,16.593033790733198
1365,"AV Equen, s.r.o.",firma,Vídeňská 117/113a,49.1575603698394,16.6023779369612
1366,"AV Motors Brno, s.r.o.",firma,Pekařská 403/12,49.1923879739909,16.6031887177091
1367,"Avanta Systeme, s.r.o.",firma,Horova 95/62,49.214739240189715,16.5707766533501
1368,"Avanzo, a.s.",firma,Barvičova 14/14,49.1956893120664,16.584360280882198
1369,"Aveko Energie, s.r.o.",firma,Lipová 234/22,49.194752089280385,16.5775363222512
1370,"Aveko Servomotory, s.r.o.",firma,Lipová 234/22,49.194752089280385,16.5775363222512
1371,"Avenier, a.s.",firma,Bidláky 837/20,49.1770303150953,16.6055935697084
1372,"Aves PLUS, s.r.o.",firma,Uzavřená 3673/5,49.1959252618899,16.6314305348212
1373,"Aves Servisní, a.s.",firma,Mostecká 973/9,49.2070832519948,16.6281039251021
1374,"Aves Utility, s.r.o.",firma,Mostecká 973/9,49.2070832519948,16.6281039251021
1375,"Avori, s.r.o.",firma,Údolní 527/27,49.197387987727204,16.599543345302994
1376,"AVRIOINVEST, a.s.",firma,Sochorova 3178/23,49.21290016670979,16.5673129993462
1377,"AW Elektro BRNO, s.r.o.",firma,Potocká 58/7,49.1919146892028,16.539218535585
1378,"AW Point, s.r.o.",firma,Mlýnská 326/13,49.1910094438478,16.616220062801194
1379,"AW Tools International, s.r.o.",firma,Řípská 1153/20a,49.1779444462883,16.6771122430626
1380,"Awec Aluminium Products, s.r.o.",firma,Haškova 153/17,49.232117189004406,16.6269826776089
1381,"AXA Penzijní Společnost, a.s.",firma,Úzká 488/8,49.18846662608271,16.613437605768798
1382,"Axenta, a.s.",firma,Mlýnská 326/13,49.1910094438478,16.616220062801194
1383,"AXIMA, s.r.o.",firma,Vídeňská 204/125,49.1478652737345,16.6025293138663
1384,"AXIMA, s.r.o.",firma,Štefánikova 836/1,49.2079584898887,16.6037942271263
1385,"AZ Fitness, s.r.o.",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
1386,"AZ Foto, s.r.o.",firma,Solniční 133/5,49.1968436679862,16.6060372242711
1387,"AZ Ingredients Group, s.r.o.",firma,Dřevařská 859/16,49.20933517617661,16.6015208031446
1388,"AZ Klima, a.s.",firma,Tuřanka 1519/115a,49.1682956599376,16.6800619178919
1389,"AZ Servis STK, s.r.o.",firma,Kulkova 946/30,49.217029470096904,16.6547677651794
1390,"AZ SERVIS, a.s.",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
1391,"Azcon11 Brno, s.r.o.",firma,Pivoňkova 738/13,49.2108561557104,16.5520909597202
1392,"AZM Autoservis Brno, s.r.o.",firma,Vídeňská 51/122,49.1392478810299,16.602579856677494
1393,"AZW, a.s.",firma,Ponávka 185/2,49.1983197631264,16.6149753499569
1394,"Azzurro Tour Operator, s.r.o.",firma,Starobrněnská 334/3,49.19247950427361,16.6074138681895
1395,"B Smile, s.r.o.",firma,Zderadova 478/4,49.1904491971743,16.6266962677468
1396,"B&B STYLE, s.r.o.",firma,Kuřimská 1273/26,49.2378274438925,16.585927194266
1397,"B&S Laguna, s.r.o.",firma,Sokolova 671/5,49.1654467347135,16.6154664463464
1398,"B+R automatizace, s.r.o.",firma,Stránského 3140/39,49.212522436251604,16.5695114876635
1399,"B+S Nevrly, s.r.o.",firma,Markůvky 1393/11,49.22262216874501,16.5128193966826
1400,"B- Move, s.r.o.",firma,Vídeňská 264/120b,49.140500430974704,16.601810398432697
1401,"B. Aerospace, s.r.o.",firma,Technická 2935/23,49.225882520247495,16.576974482634803
1402,"B. Trade Obalové Materiály, s.r.o.",firma,Cejl 825/20,49.1968169711158,16.618758355044402
1403,"B.A.W.D.F., s.r.o.",firma,Letiště Brno-Tuřany 904/1,49.155575954123705,16.690755465729
1404,"B.H.F. Gastro, s.r.o.",firma,Václavkova 1209/41,49.1994853500528,16.6365037658967
1405,"B.I.B.S., a.s.",firma,Lidická 960/81,49.207247998048,16.604143583737
1406,"B.K.D., s.r.o.",firma,Olomoucká 3416/3c,49.19113161009261,16.6303266382877
1407,"B.O.I.S. - FILTRY, s.r.o.",firma,Staňkova 103/18,49.2122265127196,16.6038715082919
1408,"B.R.K. - Chlazení KLIMATIZACE, s.r.o.",firma,Podnásepní 378/6,49.1942289751718,16.6230322867396
1409,"B.S.G. Logistika, s.r.o.",firma,Křenová 479/71,49.1914689397685,16.6251783898012
1410,"B.Z. Agency, s.r.o.",firma,ulice Kosmonautů 412/13,49.1661827501236,16.565396727555097
1411,"Babycar, s.r.o.",firma,Božetěchova 2843/97a,49.2317776798981,16.592146062993
1412,"Babyplace CZ. SK, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
1413,"Bacom, s.r.o.",firma,Veveří 268/52,49.2048776799705,16.595259940873106
1414,"Badfly Interactive, a.s.",firma,Přívrat 1454/12,49.2180637967434,16.5740231324476
1415,"Badger Meter Czech Republic, s.r.o.",firma,Maříkova 2082/26,49.256253256076,16.5868510477553
1416,"Bagira Tech, s.r.o.",firma,Čechyňská 417/9,49.1901725949053,16.621368394831
1417,"Baierová, s.r.o.",firma,Hlavní 168/88,49.2178184158319,16.557602647706098
1418,"Bakof Group, s.r.o.",firma,Rašínova 103/2,49.1957211208029,16.6081961507833
1419,"Baljer - ZEMBROD, s.r.o.",firma,Svatopetrská 35/7,49.18049782494021,16.6218592396921
1420,"Balmat, s.r.o.",firma,Vídeňská 494/103,49.164506410873,16.5994057970633
1421,"Balóny Kubíček, s.r.o.",firma,Jarní 1003/2a,49.2148858397327,16.6589092627439
1422,"Baltica TIR, s.r.o.",firma,Drážní 254/9,49.1678476472538,16.6866016468721
1423,"Balun geo, s.r.o.",firma,Gromešova 792/3,49.2528158800288,16.588807384408
1424,"Bamarmi, s.r.o.",firma,Kobylín 368/16,49.25658719120279,16.620307916570102
1425,"Bamboolik, s.r.o.",firma,Ječná 1321/29a,49.2414519469661,16.5788809466196
1426,"Bar, Který Neexistuje, s.r.o.",firma,Dvořákova 24/1,49.1958947940532,16.6098226593013
1427,"Baraba Brno, s.r.o.",firma,Petlákova 552/25,49.1561863237769,16.6531931406573
1428,"BARNEX, s.r.o.",firma,Bratislavská 193/7,49.198810396814785,16.6157489997409
1429,"Bartgastro, s.r.o.",firma,Nálepkova 258/2,49.209746183189104,16.5562776371536
1430,"Bartolini, s.r.o.",firma,Poděbradova 285/109,49.2172057412724,16.6006505943491
1431,"Barvič a Novotný, s.r.o.",firma,Česká 167/13,49.196104342088496,16.6062416592701
1432,"BAS Elektra BRNO, s.r.o.",firma,Maříkova 1988/11,49.2562112627924,16.5855171519664
1433,"Bascotrans, s.r.o.",firma,Bystrc č.ev 1149,49.2159654708193,16.5264186989181
1434,"BASPELIN, s.r.o.",firma,Hálkova 369/10,49.213151288854505,16.6342679768338
1435,"Basta GEAR, s.r.o.",firma,Havlíčkova 168/70,49.2022131571161,16.5789662748935
1436,"Baštírna, s.r.o.",firma,Tuřanka 1222/115,49.1684966579117,16.6789671581231
1437,"Baucom, s.r.o.",firma,Trnkova 2807/158,49.202469391280786,16.6789581049017
1438,"Bauhaus, k.s.",firma,Strážní 852/7,49.1771316520755,16.6008563696346
1439,"Baukra, s.r.o.",firma,Cejl 42/109,49.201348395747786,16.625944244005
1440,"Bauma servis, s.r.o.",firma,Jakubské náměstí 580/4,49.196911937804096,16.6081087276381
1441,"BAUMAT, s.r.o.",firma,Kabátníkova 105/2,49.211278311262795,16.6017844137648
1442,"BAUMER, s.r.o.",firma,Holandská 859/3,49.1809016229462,16.6042953810537
1443,"Bauntica, s.r.o.",firma,Palackého třída 441/91,49.2265032002094,16.5920087680783
1444,"Bavaria Stav, s.r.o.",firma,Dřevařská 862/19,49.2089304558388,16.601657595901198
1445,"Bazzart, s.r.o.",firma,Terasová 2947/1,49.2218935720774,16.5773454670843
1446,"BB - Brno, s.r.o.",firma,Edisonova 2979/7,49.229247350932106,16.5751072471802
1447,"BBG - BENDA, s.r.o.",firma,Kroftova 1959/13,49.2175701861114,16.571289290441698
1448,"Bbpress media, s.r.o.",firma,Zelný trh 332/12,49.1923420411779,16.6080981661454
1449,"Bc Logia service, s.r.o.",firma,Baarovo nábřeží 749/38,49.2090665781986,16.6371705458062
1450,"BD - TOVA, s.r.o.",firma,Jílkova 1537/124,49.19612965514179,16.6365018381121
1451,"BDI Group, s.r.o.",firma,Rooseveltova 564/6,49.19766232783781,16.6108117241921
1452,"BDO CA, s.r.o.",firma,Marie Steyskalové 315/14,49.2112116328463,16.5783653756303
1453,"BEA servis, s.r.o.",firma,Klíny 2035/85,49.194531854864394,16.639379429428
1454,"Bebidos, s.r.o.",firma,Staré náměstí 26/27,49.143726164035904,16.6237382951793
1455,"Bebridge, a.s.",firma,Bidláky 837/20,49.1770303150953,16.6055935697084
1456,"Beckhoff Automation, s.r.o.",firma,Sochorova 3178/23,49.21290016670979,16.5673129993462
1457,"Becomes, s.r.o.",firma,Holandská 1006/10,49.18191822178621,16.6060751942615
1458,"Bedenika, s.r.o.",firma,Lidická 1869/28,49.20246901387299,16.608103950397506
1459,"Beech, s.r.o.",firma,Molákova 2510,49.213252835883104,16.6863901708778
1460,"Beer Wellness, s.r.o.",firma,Šumavská 416/15,49.21213100210221,16.59850876637
1461,"Beez Bee, s.r.o.",firma,Mlýnská 264/56,49.1892132440906,16.6234820597276
1462,"BEG BOHEMIA, s.r.o.",firma,Ledárenská 386/25,49.1514628280091,16.645395790940498
1463,"Beghelli - ELPLAST, a.s.",firma,Poříčí 185/3a,49.1870342001629,16.590921719447902
1464,"Belief, s.r.o.",firma,Potocká 58/7,49.1919146892028,16.539218535585
1465,"Belt PLAST, s.r.o.",firma,Rotalova 551/59,49.2110324271875,16.627283168563
1466,"Belu, s.r.o.",firma,náměstí 3. května 3/8,49.2708717137411,16.5964452247713
1467,"Bender Robotics, s.r.o.",firma,U Vodárny 2965/2,49.224005014711295,16.5747090231164
1468,"Benefit CZ, s.r.o.",firma,Hrubého 1060/11,49.219259013841494,16.600359322804803
1469,"Benefit Investment, a.s.",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
1470,"Benefit Print, s.r.o.",firma,Božetěchova 3003/133,49.2343721298028,16.5905389167626
1471,"Benna - Družstvo invalidů, Družstvo",firma,Palackého třída 200/77,49.225757629094105,16.593033790733198
1472,"Bensen, s.r.o.",firma,Šelepova 543/1,49.2126810641125,16.5937837196037
1473,"Bentglass, a.s.",firma,Srbská 2741/53,49.2287555432729,16.5852266350068
1474,"Berger Positec, s.r.o.",firma,Palackého třída 2203/186,49.2365374271232,16.586827158856998
1475,"Bertel Montage, s.r.o.",firma,Zvonařka 408/16,49.1874558099259,16.6210564207126
1476,"Berza, s.r.o.",firma,Cihlářská 1021/15,49.20377084890021,16.6050308093189
1477,"Beskom CZ, s.r.o.",firma,U Svitavy 1077/2,49.1740336171313,16.6336733648793
1478,"Best TRANSPORT, a.s.",firma,Svážná 394/3,49.174666367183896,16.556407640443197
1479,"Besteto marketing, s.r.o.",firma,Pavlovská 502/12,49.190218610751494,16.5289407298581
1480,"BESTEX, s.r.o.",firma,Křenová 307/42,49.19104590471189,16.6213709936571
1481,"Bestr - Betonové Stropy, s.r.o.",firma,Rybízová 477/7,49.2367882139095,16.5827819687758
1482,"Beta Brno, a.s.",firma,Palackého třída 318/159,49.2357097562348,16.5866485414391
1483,"Beta Control, s.r.o.",firma,Černého 829/58,49.2164532560586,16.523702375857
1484,"Beta Hanak Group, s.r.o.",firma,Štefánikova 123/63,49.216267554918794,16.5989320516336
1485,"Betanie - Křesťanská pomoc, z. ú.",firma,Joštova 141/7,49.197300857946786,16.6050183200415
1486,"Beva, s.r.o.",firma,Dominikánské náměstí 187/5,49.1939696808792,16.607472290124
1487,"Beveden, s.r.o.",firma,Jílkova 4357/126,49.196434924108296,16.6365816336622
1488,"BEVEL, s.r.o.",firma,Trnkova 3069/117l,49.197568240752105,16.6704724336749
1489,"Bexim Paletten, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
1490,"Bezpečnostně Právní Akademie Brno,",firma,Zoubkova 149/20,49.1830809181534,16.5614716512106
1491,"Bhit CZ, s.r.o.",firma,Dřevařská 855/12,49.2094202941066,16.6019570807422
1492,"Bibby Financial Services, a.s.",firma,Hlinky 505/118,49.1908446560235,16.579304065694803
1493,"Bibetus, s.r.o.",firma,Loosova 262/1,49.23203961391111,16.618123677329802
1494,"Bibus Metals, s.r.o.",firma,Vídeňská 204/125,49.1478652737345,16.6025293138663
1495,"Bibus, s.r.o.",firma,Vídeňská 204/125,49.1478652737345,16.6025293138663
1496,"BIC Brno, s.r.o.",firma,Purkyňova 648/125,49.2328454918004,16.5727867173416
1497,"BIG Food Point, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
1498,"Bílovická Pekárna, s.r.o.",firma,Palackého třída 1891/162,49.2317933538601,16.590373375222
1499,"Bio - Circle, s.r.o.",firma,Trnkova 3069/117l,49.197568240752105,16.6704724336749
1500,"Bioferm CZ, s.r.o.",firma,Banskobystrická 461/55,49.2443172582232,16.5818399270969
1501,"Biofyzikální Ústav AV ČR, v. v. i.",firma,Královopolská 2590/135,49.2206807521888,16.5799882810057
1502,"Biokont CZ, s.r.o.",firma,Měřičkova 159/34,49.244487368760296,16.584572008404802
1503,"Biology Park Brno, a.s.",firma,Studentská 812/6,49.1784737211915,16.572395031216498
1504,"Biovendor - Laboratorní Medicína, a.s.",firma,Karásek 1767/1,49.2514117010248,16.5922044022825
1505,"Biovendor Instruments, a.s.",firma,Karásek 1767/1,49.2514117010248,16.5922044022825
1506,"Birat Trade, s.r.o.",firma,Štěpánská 372/12,49.1905900131135,16.619096648004
1507,Biskupské Gymnázium Brno a Mateřská,firma,Barvičova 666/85,49.202169696277,16.5734437738866
1508,Biskupství Brněnské,firma,Petrov 269/8,49.19096627727329,16.606618508820002
1509,"Bistro Patizon, s.r.o.",firma,Lidická 1005/23b,49.20185763817221,16.6059202133154
1510,"Bizap Brno, s.r.o.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
1511,"bizbuzz, s.r.o.",firma,Jakubská 121/1,49.19617013979821,16.6067497697511
1512,"BK Kosmetika, s.r.o.",firma,Cejl 40/107,49.2010323980311,16.6259752574419
1513,"BK Serv, s.r.o.",firma,Nové sady 988/2,49.1888920909307,16.6070371848279
1514,"Blackboard Czech, s.r.o.",firma,Kotlářská 989/51a,49.2082432231089,16.6027529431681
1515,"Blackwell Czech, s.r.o.",firma,Dvořákova 588/13,49.1967893109381,16.6131913461083
1516,"Blapic, s.r.o.",firma,Vnitřní 444/9,49.210506881989296,16.6055921449804
1517,"Blažková Alena, JUDr., Ph. D. - Soudní",firma,Konečného náměstí 541/2,49.204362737900894,16.5946671722615
1518,"Blickle, a.s.",firma,Maříkova 2083/32,49.257043920736294,16.5864855969281
1519,"BLT - Brno Legal Taxi, a.s.",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
1520,"Blue Sky Service, s.r.o.",firma,Letiště Brno-Tuřany 904/1,49.155575954123705,16.690755465729
1521,"Blue Tobacco, s.r.o.",firma,Merhautova 1022/153,49.214614391876296,16.6259452501182
1522,"Bluesoft, s.r.o.",firma,Botanická 554/68a,49.2099833071594,16.5989162942852
1523,"BM Holding, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
1524,"BMC - Tech, s.r.o.",firma,Hviezdoslavova 1206/29b,49.1837119067111,16.6786468853681
1525,"BMC Brno, s.r.o.",firma,Holzova 1828/39,49.197781141122206,16.6960846798295
1526,"BMC KAP, s.r.o.",firma,Kaštanová 435/127,49.1606650257691,16.6371754910319
1527,"BMS 1, s.r.o.",firma,bratří Mrštíků 40/1,49.213015041011495,16.6357270151284
1528,"BMS SERVIS, s.r.o.",firma,Vídeňská 186/118,49.1435430128671,16.601993255898698
1529,"BMT Medical Technology, s.r.o.",firma,Cejl 157/50,49.1985481281678,16.6221540308358
1530,"Bobst Central Europe, s.r.o.",firma,Technická 2851/15,49.223709636905696,16.5785840597064
1531,"Body Klinika Plastické Chirurgie, s.r.o.",firma,Údolní 998/8a,49.197671631873504,16.600977907201
1532,"BOGGES, s.r.o.",firma,Hněvkovského 30/65,49.169028238144996,16.62727327901
1533,"Bohemia - Systech group, s.r.o.",firma,Tuřanka 1222/115,49.1684966579117,16.6789671581231
1534,"Bohemia Camion CZ International, s.r.o.",firma,Josefy Faimonové 2243/28,49.2047465448876,16.6835054550233
1535,"Bohemia MEDICA, s.r.o.",firma,Milady Horákové 1958/17,49.20100674880771,16.613308608592302
1536,"Bohrtrade, s.r.o.",firma,Kubelíkova 2873/77,49.212972712260196,16.6917589476817
1537,"BOMAR, s.r.o.",firma,Těžební 1236/1,49.182636969878395,16.658077442553694
1538,"BOMASO, a.s.",firma,Kikrleho 1129/17,49.1746878668517,16.6922896903179
1539,"Bon Ami Restaurant, s.r.o.",firma,Komárovská 352/7,49.1811960369382,16.6196694668297
1540,"Bonaldo, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
1541,"BONDY, s.r.o.",firma,náměstí 28. října 1109/13,49.20409078678221,16.6136919134358
1542,"Bonera, s.r.o.",firma,Svitavské nábřeží 920/33,49.2053451388571,16.6298450981763
1543,"Bonmoto, s.r.o.",firma,Hlavní 896/116,49.218479245706796,16.554836704403602
1544,"Bono BIJOU, s.r.o.",firma,Šmahova 1244/112,49.170980467037204,16.6828195643545
1545,"Bonus Trans, s.r.o.",firma,Palackého třída 2203/186,49.2365374271232,16.586827158856998
1546,"Boos plan, a.s.",firma,Horova 3121/68,49.2148070921465,16.5704397842202
1547,"Bopal Czech, s.r.o.",firma,Potocká 58/7,49.1919146892028,16.539218535585
1548,"Borro CZECH, s.r.o.",firma,Kaštanová 529/75,49.1579825238441,16.6429105567913
1549,"Bosch Rexroth, s.r.o.",firma,Těžební 1238/2,49.1835171957242,16.6550697653032
1550,"Bosono, s.r.o.",firma,Kotlanova 2508/3a,49.211193569764994,16.680644711610597
1551,"Boss TIMER, s.r.o.",firma,Krkoškova 740/19a,49.2171319380224,16.625100354050698
1552,"Bossard CZ, s.r.o.",firma,Tuřanka 1519/115a,49.1682956599376,16.6800619178919
1553,"Bottling Printing, s.r.o.",firma,Sochorova 3214/44,49.2134933958687,16.5653212070875
1554,"Bovron, s.r.o.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
1555,"Bowling Centrum Brno, s.r.o.",firma,Líšeňská 4515/80,49.1967492030658,16.663900603398098
1556,"Bowling City, s.r.o.",firma,Jaselská 206/27,49.1994360639315,16.5992946530048
1557,"BP - Izol, s.r.o.",firma,Pavlovská 517/21,49.1884356129191,16.5326730241494
1558,"BP Logistics, a.s.",firma,Ječná 2100/26a,49.2425236568099,16.5791553711591
1559,"BPP Energy, s.r.o.",firma,Heršpická 813/5,49.1772953510104,16.6041152535678
1560,"BPP, s.r.o.",firma,Tuřanka 877/125,49.165349002113295,16.6793797992489
1561,"Brabenec, s.r.o.",firma,Klobouček 774/12a,49.209225288746396,16.4830490556904
1562,"Brainpool, s.r.o.",firma,Rygle 443/9,49.25866166996821,16.6212588443838
1563,"Bralo CZ, s.r.o.",firma,Řípská 1258/11b,49.176718760220496,16.6775156638803
1564,"Brána ke Zdraví, s.r.o.",firma,Orlí 469/17,49.1938082872657,16.611685033972
1565,"Brand Promotion CZ, s.r.o.",firma,Železná 690/7a,49.1688640778203,16.6138281186941
1566,"Brandmaster Research, s.r.o.",firma,Křenová 531/69a,49.191828732736596,16.6246934962788
1567,"Brapro, s.r.o.",firma,Fryčajova 607/165,49.23819461296871,16.6468402450865
