,nazev,kategorie,adresa,lat,lon
997,"A.M.O.S. Design, s.r.o.",firma,Beethovenova 641/9,49.19648563498139,16.6099198893544
998,"A1 Czech, s.r.o.",firma,Fučíkova 924/29,49.201416246714295,16.690412059558803
999,"a1 Nábytek, s.r.o.",firma,Kotlářská 260/15,49.2061250331972,16.597921529584
1000,"A2B Eco Energy, s.r.o.",firma,třída Kpt. Jaroše 1922/3,49.2004159929964,16.6106142457465
1001,"AAA, s.r.o.",firma,Jílová 108/2,49.181765000766895,16.5927597030619
1002,"AAJ, s.r.o.",firma,Solniční 636/3a,49.1969146198726,16.6064476016423
1003,"AB - Welding, s.r.o.",firma,Cejl 82/58,49.198984950268496,16.623614996915
1004,"AB Klimatizace, s.r.o.",firma,Bráfova 3070/9a,49.2117543191414,16.5756530761233
1005,"AB Komponenty, s.r.o.",firma,Vídeňská 101/119,49.1516981079906,16.6045824610589
1006,"AB PORTAFER, s.r.o.",firma,Palackého třída 320/161,49.235915825050895,16.586708555188302
1007,"AB Support, s.r.o.",firma,Vídeňská 100/117,49.156098733102105,16.6021869973526
1008,"AB- NET, s.r.o.",firma,Olomoucká 1158/164a,49.18371366822411,16.6575944777143
1009,"AB- tex Pletárna, s.r.o.",firma,Vídeňská 260/150,49.1476366571387,16.600760062151302
1010,"Abatec CZ, s.r.o.",firma,Hrnčířská 896/31,49.2093974949479,16.5992959950878
1011,"ABBAS, a.s.",firma,Edisonova 3023/5,49.2289420821352,16.575296929147402
1012,"ABC - American Bohemian Corporation,",firma,Ledárenská 408/57,49.15011334184871,16.645536440164598
1013,"Abcentrum Brno, s.r.o.",firma,Tuřanka 1222/115,49.1684966579117,16.6789671581231
1014,"Abclinic, s.r.o.",firma,Jemelkova 703/42,49.1676661787642,16.5571525396465
1015,"Abex United, s.r.o.",firma,Plachty 514/8,49.179181908159286,16.550008979302
1016,"Abirail CZ, s.r.o.",firma,Peroutková 290/5,49.192275572052296,16.6073798373115
1017,"Abrico Group, s.r.o.",firma,Božetěchova 3003/133,49.2343721298028,16.5905389167626
1018,"AC Euro, a.s.",firma,Houbalova 2553/4,49.211298468757896,16.675823357361
1019,"AC Jobs, s.r.o.",firma,Orlí 708/36,49.194550839818795,16.6140187241294
1020,"AC Marketing, s.r.o.",firma,Mariánské náměstí 617/1,49.1739847508144,16.622173896179998
1021,"ACARE, s.r.o.",firma,Hilleho 1842/5,49.2032522609776,16.6117504133583
1022,"AccArt, s.r.o.",firma,Křižíkova 2697/70,49.2223583067359,16.6185723597631
1023,"ACE Design, s.r.o.",firma,Drážní 253/7,49.1682889958197,16.6850390076724
1024,"ACE, s.r.o.",firma,Roubalova 472/22,49.197144913277796,16.5869222940388
1025,"Acer Woodway, s.r.o.",firma,Karáskovo náměstí 2146/21,49.1976229749761,16.6407441697706
1026,"Acmark, s.r.o.",firma,Lidická 2030/20,49.20178123702871,16.6077959153916
1027,"Act -in CZ, s.r.o.",firma,Hviezdoslavova 1188/5,49.1836362608251,16.674993883570306
1028,"ActaNet, s.r.o.",firma,Mlýnská 529/15,49.190857898929,16.6164521578262
1029,"Activenergy, s.r.o.",firma,Vážného 102/16,49.24831747988271,16.5806523794441
1030,"Activent 365, s.r.o.",firma,Příkop 27/2a,49.2005751650834,16.6139999484417
1031,"Activity Promotion, s.r.o.",firma,Příkop 147/13,49.2002034279786,16.6145966561658
1032,"AD Aqua Europe, s.r.o.",firma,Železná 750/8a,49.1730387267156,16.61358387126
1033,"AD Economy, s.r.o.",firma,Sochorova 3178/23,49.21290016670979,16.5673129993462
1034,"Adacta Software, s.r.o.",firma,Moravské náměstí 754/13,49.199889189752795,16.606043007624802
1035,"Adagma, s.r.o.",firma,Běhounská 2/22,49.1971962521117,16.6091162322467
1036,"Adam & Eva - Body FASHION, s.r.o.",firma,Sedlákova 811/32a,49.2017450687514,16.5777502290867
1037,"ADAPTA, s.r.o.",firma,Holzova 2887/10b,49.1994224441304,16.6921018507954
1038,"ADATE, s.r.o.",firma,Midlochova 134/10,49.2855744529983,16.6302520385933
1039,"Adbros, s.r.o.",firma,Srbská 2741/53,49.2287555432729,16.5852266350068
1040,"ADC služby, s.r.o.",firma,Bohunická 576/52,49.1642602760406,16.5954941307693
1041,"Addent, s.r.o.",firma,Rybnická 261/51,49.1818060297639,16.5626646471456
1042,"Ademco CZ, s.r.o.",firma,Tuřanka 1236/96,49.1703020778045,16.6767545869171
1043,"ADI Interiér, s.r.o.",firma,Výstaviště 405/1,49.1877267551855,16.5822648050735
1044,"Aditis Group, s.r.o.",firma,Rokytova 2667/20,49.2060969949759,16.643490082438902
1045,"Aditis, s.r.o.",firma,Rokytova 2667/20,49.2060969949759,16.643490082438902
1046,"Adler Česko, s.r.o.",firma,Pražská 675/10,49.1745605870849,16.5374540611107
1047,"ADM, a.s.",firma,U Vodárny 2965/2,49.224005014711295,16.5747090231164
1048,"Admin KaH, s.r.o.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
1049,"Admio, s.r.o.",firma,Lidická 2030/20,49.20178123702871,16.6077959153916
1050,Adolf Zeman,firma,Josefská 493/4,49.1930927242098,16.611779331025602
1051,"ADOMI, s.r.o.",firma,Olomoucká 1129/63,49.1868200011796,16.653535540714298
1052,"Ados Trans, s.r.o.",firma,Sokolova 468/63a,49.1639917199171,16.6081793028801
1053,"Adria Bus, s.r.o.",firma,Lidická 716/73,49.20638252477779,16.6047161519327
1054,"Adria Databanka, s.r.o.",firma,Panská 397/2,49.193866121754894,16.608804090143398
1055,"Adtec, s.r.o.",firma,Vídeňská 137/117a,49.1538510000393,16.604685725994102
1056,"Aducid, s.r.o.",firma,Vídeňská 204/125,49.1478652737345,16.6025293138663
1057,"Advanced Consulting, s.r.o.",firma,Střední 404/31,49.2106085970079,16.6060381459425
1058,"Advantage Consulting, s.r.o.",firma,Orlí 708/36,49.194550839818795,16.6140187241294
1059,"Advokáti KJM legal, s.r.o.",firma,Hlinky 57/142a,49.1925288307898,16.575112694564098
1060,"Advokátní Kancelář Coufal, Georges &",firma,Lidická 693/5a,49.2008003447999,16.6073739704144
1061,"Advokátní Kancelář Coufalová & Kubíková,",firma,Bohunická 517/55,49.162615328127,16.6013416817719
1062,"Advokátní Kancelář Halva & Olejár,",firma,Vinohrady 794/45,49.181080617776786,16.5900467316151
1063,"Advokátní Kancelář Kučera a Truschinger,",firma,Bašty 413/2,49.1910601960951,16.6106759366504
1064,"Advokátní Kancelář Solvia, s.r.o.",firma,Durďákova 335/27,49.20590639122721,16.6186265066152
1065,Advokátní Kancelář Stejskalová &,firma,Heršpická 813/5,49.1772953510104,16.6041152535678
1066,"Advokátní Kancelář Zrůstek, Vodka,",firma,Orlí 542/27,49.194552893293,16.6131469217226
1067,"AEF, s.r.o.",firma,Pekařská 441/86,49.1918021200466,16.5965692776205
1068,"AEOLUS, Řecká Cestovní kancelář, s.r.o.",firma,Minoritská 469/1,49.193902163708,16.6113163977187
1069,"Aeron Plasty CZ, s.r.o.",firma,Svitavské nábřeží 1590/27,49.2048062658626,16.629428935654598
1070,"AEROSERVIS, s.r.o.",firma,Letiště Brno-Tuřany 904/1,49.155575954123705,16.690755465729
1071,"AETNA, s.r.o.",firma,Hlinky 162/92,49.1900444772503,16.5828519583162
1072,"Affidea Brno, s.r.o.",firma,Křižíkova 3011/68,49.22324850674379,16.614555082134398
1073,"AFK Consult, s.r.o.",firma,Vídeňská 149/125a,49.1453485227907,16.603913082323302
1074,"AG Foods Group, a.s.",firma,Škrobárenská 506/2,49.186405809198206,16.6247571149672
1075,"AG Systems, s.r.o.",firma,Jundrovská 618/31,49.215831820823,16.5578018859513
1076,"Agachi Trans, s.r.o.",firma,Dusíkova 906/33,49.2355293777148,16.6249752959868
1077,"AGAPO, o.p.s.",firma,Masarykova 506/37,49.1914114400475,16.6111512747931
1078,"Agency Worker Company, s.r.o.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
1079,"Agentura Basspro, s.r.o.",firma,Nové sady 988/2,49.1888920909307,16.6070371848279
1080,"Agentura Domácí Péče Pomoc, s.r.o.",firma,Halasovo náměstí 597/1,49.223150898838995,16.6271913041471
1081,"Agentura Dvorek, s.r.o.",firma,Kytnerova 403/5,49.2425034152815,16.5744915122401
1082,"Agentura Motiv P, s.r.o.",firma,Řehořova 726/14,49.1846401190739,16.635900185162402
1083,"Ager, s.r.o.",firma,Kotlářská 989/51a,49.2082432231089,16.6027529431681
1084,"Ageris, s.r.o.",firma,Jeřábkova 1848/5,49.2039586882201,16.611655864776303
1085,"AGICO, s.r.o.",firma,Ječná 1321/29a,49.2414519469661,16.5788809466196
1086,"Agir - Steel, s.r.o.",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
1087,"Agora DMT, a.s.",firma,Řípská 1321/11c,49.1764002479041,16.6779739861349
1088,"Agora plus, a.s.",firma,Řípská 1321/11c,49.1764002479041,16.6779739861349
1089,"Agro Brno - Tuřany, a.s.",firma,Dvorecká 521/27,49.1460991647684,16.6684626212117
1090,"Agroing Brno, s.r.o.",firma,Kosmákova 899/31,49.2053909879919,16.639235512133
1091,"Agromeli, s.r.o.",firma,Olomoucká 1177/178,49.1835390309336,16.664781625214697
1092,"Agroplast ve Olešnice, a.s.",firma,Slovinská 874/40,49.220895705766104,16.5937633521013
1093,"Agroprojekt Brno Reality, s.r.o.",firma,Slavíčkova 827/1a,49.2256426301114,16.6219130523709
1094,"Agroprojekt Brno, s.r.o.",firma,Slavíčkova 827/1a,49.2256426301114,16.6219130523709
1095,"Agroprojekt PSO, s.r.o.",firma,Slavíčkova 840/1b,49.22559770323521,16.6222357550688
1096,"Agrorail, s.r.o.",firma,Kamenomlýnská 127/5,49.195558805982714,16.5696770310007
1097,"Agroservis Sedláček, s.r.o.",firma,Pisárecká 480/11,49.192036856147496,16.564190405113
1098,"Ahes, s.r.o.",firma,Křídlovická 344/43,49.1866793107256,16.6025105381786
1099,"Ahifi, s.r.o.",firma,Rybnická 531/107,49.178999811188405,16.5628861806778
1100,"AiD Team, a.s.",firma,Netroufalky 797/7,49.17970192113751,16.5676890107679
1101,"Aidano, s.r.o.",firma,Hviezdoslavova 1092/4,49.181880838762105,16.685847442919098
1102,"AIFE, s.r.o.",firma,Štefánikova 75/8,49.2084181540834,16.604220279200998
1103,"AIS Servis, s.r.o.",firma,Provazníkova 1578/84,49.2145677890349,16.6304216890279
1104,"AIS Software, a.s.",firma,Provazníkova 1578/84,49.2145677890349,16.6304216890279
1105,"AIS, s.r.o.",firma,Palackého třída 258/73,49.2252850989531,16.5933538964015
1106,"Aiseco, s.r.o.",firma,Hájecká 1304/14a,49.173049288087995,16.6391486746894
1107,"Aisoft, s.r.o.",firma,Lazaretní 4298/11a,49.204174731080506,16.6373166433125
1108,"Aixial, s.r.o.",firma,Jana Uhra 168/10,49.2025215269456,16.5961780936536
1109,"AJ Technology, s.r.o.",firma,Fanderlíkova 1767/78,49.212584714035216,16.5724271334115
1110,"Ajala, s.r.o.",firma,Jakubská 121/1,49.19617013979821,16.6067497697511
1111,"Ajdahi, s.r.o.",firma,Veveří 325/38,49.201192911106794,16.5999301688475
1112,"AJP - Tech, s.r.o.",firma,Hudcova 533/78c,49.2333649190095,16.5829696403134
1113,"AK Prudil a spol., s.r.o.",firma,Bašty 416/8,49.1906997740501,16.6092115354136
1114,"AK Signal Brno, a.s.",firma,Kulkova 944/26,49.2155895012771,16.6539702273954
1115,akad. Sochař Zdeněk Řehořík,firma,Šámalova 723/78,49.1985865170354,16.6323771866542
1116,"Akademia Gymnázium, Základní Škola a",firma,Rašelinová 2433/11,49.205970009036896,16.685487691902303
1117,"Akademické Nakladatelství CERM, s.r.o.",firma,Purkyňova 2735/95a,49.2250797009525,16.5817533420799
1118,Akademie Alfadeck z.ú.,firma,Klíčova 1261/2d,49.1900031961744,16.630076690144698
1119,"Akademie STING, o.p.s.",firma,Stromovka 114/1,49.208703263777295,16.5510873951225
1120,"Akar Group s.r.o., Odštěpný Závod",firma,Gajdošova 4454/10,49.2013422349973,16.6430626047379
1121,"Akát Plus, s.r.o.",firma,Jánská 449/12,49.1943315267544,16.6104428364106
1122,"AKB Czech, s.r.o.",firma,Heršpická 758/13,49.171543269901896,16.602293614800402
1123,"AKI, s.r.o.",firma,Vinohrady 476/8,49.182735458113,16.5937047621818
1124,"Akimed, s.r.o.",firma,Březinova 1452/30,49.2057781059688,16.582218705329698
1125,"AKL Zálešák, s.r.o.",firma,Korejská 2071/27,49.214606345029104,16.5840476357223
1126,"AKP, s.r.o.",firma,Štolcova 569/31,49.1880050761255,16.636395639279197
1127,"Aku Energy, s.r.o.",firma,Hudcova 532/78b,49.2322100600383,16.5808093717181
1128,"Akuna CZ, s.r.o.",firma,Vídeňská 186/118,49.1435430128671,16.601993255898698
1129,"AKUSTING, s.r.o.",firma,Cejl 29/76,49.2017265872328,16.6266165557401
1130,"Alba precision, s.r.o.",firma,Šípková 452/18,49.147332939238005,16.6643783705853
1131,"Albellus, s.r.o.",firma,Maříkova 1899/1,49.2544584388986,16.5877208379359
1132,"Albion Moravia, s.r.o.",firma,Milady Horákové 324/14,49.200293826201204,16.612064398804602
1133,"ALDENTA, s.r.o.",firma,Palackého třída 659/11,49.2205318897846,16.5964983673069
1134,"ALERA, s.r.o.",firma,Komárovské nábřeží 686/8,49.1788922287511,16.6181283710272
1135,"Alerion, s.r.o.",firma,Chaloupkova 2993/1,49.223689939161396,16.5980786071979
1136,Aleš HEP,firma,Jihlavská (Fakultní nemocnice Brno - end,49.1736300150385,16.5764000270786
1137,"Alex Full, s.r.o.",firma,Nové náměstí 1150/9,49.2429836558265,16.5855501758328
1138,"Alfa - Proj, s.r.o.",firma,Šumavská 416/15,49.21213100210221,16.59850876637
1139,"Alfa Agro Brno, s.r.o.",firma,Popelova 568/45,49.1554128419627,16.647543653801698
1140,"Alfa Centrum Horní, a.s.",firma,Masarykova 427/31,49.191928813019196,16.6106724996961
1141,"Alfa Konstrukce, a.s.",firma,Libušino údolí 674/152,49.198321858121005,16.5471478163759
1142,"Alfa PASÁŽ, s.r.o.",firma,Poštovská 8c,49.194631573931204,16.610288901103402
1143,"Alfa Profi, s.r.o.",firma,Útěchov č.ev 52,49.2849478218815,16.6367739135572
1144,"Alfa Racing, s.r.o.",firma,Králova 279/9,49.21066207326199,16.5829678796154
1145,"Alfa Styl, s.r.o.",firma,Cyrilská 358/14b,49.189452965824096,16.6193543081836
1146,"Alfe BRNO, s.r.o.",firma,Rebešovická 180/57,49.1283803239536,16.656579765023903
1147,"ALGLAS, s.r.o.",firma,Zvonařka 408/16,49.1874558099259,16.6210564207126
1148,"Alia System, s.r.o.",firma,Komárovská 302/2,49.1819227478642,16.6187917148808
1149,"Alis Tech, s.r.o.",firma,Tuřanka 1222/115,49.1684966579117,16.6789671581231
1150,"ALL -IN Fresh, s.r.o.",firma,Bašty 413/2,49.1910601960951,16.6106759366504
1151,"ALL FOR Party, s.r.o.",firma,Hlinky 972/34,49.190227034959705,16.589631073048302
1152,"All Inclusive Development, a.s.",firma,Dělnická 397/39,49.2187298642369,16.5521590205777
1153,"ALL Waste, s.r.o.",firma,Božetěchova 3003/133,49.2343721298028,16.5905389167626
1154,"Allium, s.r.o.",firma,Stamicova 827/11,49.1961079880941,16.540854264411198
1155,"Allmark, s.r.o.",firma,Francouzská 375/41,49.2018718448451,16.6191849928206
1156,"ALLMEDIA, s.r.o. - org.složka,",firma,Kaštanová 639/143,49.164683352716,16.6288277031164
1157,"Allocacoc, s.r.o.",firma,Kallabova 1310/31,49.21215258525501,16.573792041738994
1158,"Allrisk Reality & finance, s.r.o.",firma,Komárovská 263/20a,49.180280020955294,16.6190511348601
1159,"Allrisk SERVICES, SE",firma,Komárovská 263/20a,49.180280020955294,16.6190511348601
1160,"Allrisk, a.s.",firma,Komárovská 263/20a,49.180280020955294,16.6190511348601
1161,"Alnio Group, s.r.o.",firma,Kounicova 284/39,49.2016387032236,16.6017086417689
1162,"Alokon, s.r.o.",firma,Mlýnská 326/13,49.1910094438478,16.616220062801194
1163,"Alpen Expres, s.r.o.",firma,Vídeňská 291/89,49.1754127758734,16.5971564299649
1164,"Alpha CRC, s.r.o.",firma,Dominikánská 350/5,49.193335547939604,16.6068267149467
1165,"Alphalighting CZ, s.r.o.",firma,Kounicova 285/41,49.201762419784295,16.6014892031079
1166,"Alpina Cestovní Kancelář, s.r.o.",firma,Kotlářská 265/5,49.205271880750104,16.595890259961802
1167,"ALQ Food, s.r.o.",firma,Olomoucká 1129/63,49.1868200011796,16.653535540714298
1168,"Alta MINERALS, a.s.",firma,Žabovřeská 68/4,49.19495597900539,16.5696757742576
1169,"ALTA, a.s.",firma,Štefánikova 110/41,49.2118470647233,16.6016363902706
1170,"ALTADENT, s.r.o.",firma,Rotalova 1091/38,49.210810977717294,16.6274774615825
1171,"Alteranast, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
1172,"Altereha, s.r.o.",firma,Halasovo náměstí 597/1,49.223150898838995,16.6271913041471
1173,"Altworx, s.r.o.",firma,Skryjova 1606/8,49.2180760759373,16.6368318333334
1174,"Alumbrado, s.r.o.",firma,Rašínova 103/2,49.1957211208029,16.6081961507833
1175,"Aluprojekt, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
1176,"ALVEL, a.s.",firma,Štefánikova 110/41,49.2118470647233,16.6016363902706
1177,"ALVIK, Družstvo",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
1178,"AM Servis plus, a.s.",firma,Kulkova 4263/2a,49.2085853312233,16.6458301416518
1179,"AMAX, s.r.o.",firma,Orlí 469/17,49.1938082872657,16.611685033972
1180,"Amberg Engineering Brno, a.s.",firma,Ptašínského 313/10,49.21191353278221,16.600588651917
1181,"Ambrox, s.r.o.",firma,Vídeňská 264/120b,49.140500430974704,16.601810398432697
1182,"Ambulance Praktického lékaře, s.r.o.",firma,Spáčilova 582/21,49.1875123877597,16.6409884190014
1183,"Amccomp, s.r.o.",firma,Křídlovická 947/20,49.1878570517803,16.5989599640861
1184,"Amcobex Information Technologies, s.r.o.",firma,Tuřanka 1222/115,49.1684966579117,16.6789671581231
1185,Amerfo o.p.s.,firma,Odlehlá 10/19,49.277804972934895,16.6094076708777
1186,"AMMBO, s.r.o.",firma,Vinohradská 1113/78,49.1723519977551,16.6454943630767
1187,"Amnprotrade, s.r.o.",firma,Vodařská 126/17,49.1771762019454,16.6133710540809
1188,"amp Build, s.r.o.",firma,Královopolská 3203/56,49.2174909352456,16.5725389476132
1189,"Amper Savings, a.s.",firma,Vídeňská 134/102,49.1545674848361,16.5992154440546
1190,"AMPHONE, s.r.o.",firma,třída Kpt. Jaroše 1942/29,49.2028691238343,16.6103530659676
1191,"AMSYS, s.r.o.",firma,Orlí 469/17,49.1938082872657,16.611685033972
1192,"AMTECH, s.r.o.",firma,Bohuslava Martinů 941/41b,49.19883202276321,16.5750313071994
1193,"AMTEK, s.r.o.",firma,Olbrachtovo náměstí 794/3,49.2242989269616,16.557225127114698
1194,"Amtest Czech Republic, s.r.o.",firma,Ječná 1321/29a,49.2414519469661,16.5788809466196
1195,"Amulle, a.s.",firma,Olomoucká 3419/7,49.1906045981731,16.6326989676805
1196,"Anabrasko, s.r.o.",firma,Václavská 237/6,49.18952798401239,16.5974624527445
1197,"Anas Servis, s.r.o.",firma,Hraničky 233/39,49.1679288261059,16.574235361230098
1198,"Ando TRANSLATIONS, s.r.o.",firma,Úvoz 523/19,49.195517483132804,16.5943945093182
1199,Andrea Lůžová,firma,Kachlíkova 887/9,49.2211616637443,16.5158266562166
1200,"Anect, a.s.",firma,Vídeňská 204/125,49.1478652737345,16.6025293138663
1201,"Anet - Advanced Network Technology,",firma,Královopolská 3052/139,49.22100140207021,16.5815591326037
1202,"Anete, s.r.o.",firma,Okružní 834/29a,49.235040754861096,16.6226157900446
1203,"Angelini Pharma Česká Republika, s.r.o.",firma,Páteřní 1216/7,49.2222115392604,16.519643103785402
1204,"Anico floor, s.r.o.",firma,Štefánikova 75/8,49.2084181540834,16.604220279200998
1205,"Annapurna Trade, s.r.o.",firma,Štěpánská 372/12,49.1905900131135,16.619096648004
1206,"AŇO AGENCY, s.r.o.",firma,Bezručova 81/17a,49.187630530856,16.6027320717108
1207,"Anoku, s.r.o.",firma,Božetěchova 3003/133,49.2343721298028,16.5905389167626
1208,"Anovis CZ, s.r.o.",firma,Palackého třída 879/84,49.2241494770314,16.5949156121331
1209,"Anpora, s.r.o.",firma,Poděbradova 304/143,49.215142954733714,16.601891115654198
1210,"Antalya Kebap, s.r.o.",firma,Štefánikova 95/24,49.2100305809943,16.6039647983342
1211,"ANTARES, s.r.o.",firma,Jakubské náměstí 109/1,49.1963622527366,16.608682552577
1212,"Antikfoto, s.r.o.",firma,Mendlovo náměstí 618/17,49.1904550228786,16.5940408767268
1213,Antonín Kobylák,firma,Podveská 135/3,49.2165190542741,16.5598439685945
1214,Antonín Tůma,firma,Tuřanské náměstí 89/37,49.14709682116701,16.6670927667602
1215,"Antre 3000, s.r.o.",firma,Zábrdovická 25/2,49.201987055271104,16.6289963456413
1216,"Ants, s.r.o.",firma,Řípská 1153/20a,49.1779444462883,16.6771122430626
1217,"AP INVESTING, s.r.o.",firma,Palackého třída 768/12,49.2187761328113,16.5979970509499
1218,"APAMA, s.r.o.",firma,Sovova 1405/12,49.2190027370102,16.5722636023006
1219,"APC Silnice, s.r.o.",firma,Jana Babáka 2733/11,49.21652701572661,16.5881705273806
1220,"APL Expert, s.r.o.",firma,Úlehle 2116/23,49.2543831281287,16.5806981441163
1221,"APM Trans, s.r.o.",firma,V Aleji 183/61,49.1505189841226,16.6480632483452
1222,"Apokryf, s.r.o.",firma,Bayerova 804/36,49.20871910586271,16.6010266902125
1223,"Apollonia, s.r.o.",firma,Bartošova 1833/6,49.20236445007689,16.6118859475751
1224,"Apos Brno, s.r.o.",firma,Kotlanova 2507/3,49.2111942399418,16.6802393630083
1225,"Applied Sunrise Technologies, a.s.",firma,Vídeňská 101/119,49.1516981079906,16.6045824610589
1226,"Apps Dev Team, s.r.o.",firma,třída Kpt. Jaroše 1922/3,49.2004159929964,16.6106142457465
1227,"Apro DELTA, s.r.o.",firma,Cejl 40/107,49.2010323980311,16.6259752574419
1228,"APROFES, s.r.o.",firma,Kounicova 284/39,49.2016387032236,16.6017086417689
1229,"ApS Brno, s.r.o.",firma,Božetěchova 1/2,49.2265439357314,16.5971163642049
1230,"APTUM, a.s.",firma,Cihlářská 643/19,49.204278540956295,16.603639748338498
1231,"AQ electronic, s.r.o.",firma,Křenová 186/60,49.1910761219151,16.6234808874262
1232,"AQE advisors, a.s.",firma,třída Kpt. Jaroše 1944/31,49.2030195378971,16.6103323633935
1233,"Aqua - GAS, s.r.o.",firma,Berkova 534/92,49.224402485136004,16.585154802123498
1234,"Aqua Enviro, s.r.o.",firma,Ječná 1321/29a,49.2414519469661,16.5788809466196
1235,"Aqua Procon, s.r.o.",firma,Palackého třída 768/12,49.2187761328113,16.5979970509499
1236,"AQUAdem, s.r.o.",firma,Tovární 739/1,49.1283880362469,16.6778683739019
1237,"Aquas Vodní Díla, s.r.o.",firma,Podzimní 449/2,49.2210270508963,16.6532583520586
1238,"Aquatec Usbf, s.r.o.",firma,Pavlíkova 381/5,49.1951905469249,16.5834984542666
1239,"Aquatis, a.s.",firma,Botanická 834/56,49.208151861086996,16.5994518977054
1240,"Aragon Security Group, s.r.o.",firma,Purkyňova 648/125,49.2328454918004,16.5727867173416
1241,"Aragon Security, s.r.o.",firma,Purkyňova 648/125,49.2328454918004,16.5727867173416
1242,"Arancio flora, s.r.o.",firma,Jandáskova 2239/50a,49.2572656637375,16.5945556931313
1243,"Arbela, s.r.o.",firma,Podlesná 2044/11,49.2131005358008,16.704109682402198
1244,"ARBURG, s.r.o.",firma,Černovická 1218/40,49.1857274622623,16.6500138851874
1245,"Arcus - Onko a Lymfo Centrum Brno, z. s.",firma,Palackého třída 193/64,49.2222271300105,16.5960534551029
1246,"Arcus ENGINEERING, s.r.o.",firma,Faměrovo náměstí 1179/32,49.176672785259285,16.6383539028182
1247,"Ardex Baustoff, s.r.o.",firma,Jihlavská 796/7a,49.1731121529617,16.582626148803197
1248,"Area Construction, s.r.o.",firma,Mlýnská 326/13,49.1910094438478,16.616220062801194
1249,"Areal SLATINA, a.s.",firma,Tuřanka 1222/115,49.1684966579117,16.6789671581231
1250,"AREMA, s.r.o.",firma,Obřanská 940/60,49.2241339291296,16.6457671095632
1251,"ARES, s.r.o.",firma,Stránského 3033/28,49.212769535274894,16.5681103691452
1252,"Argus CZ, s.r.o.",firma,Křižíkova 2987/70b,49.22238127299721,16.6179936740402
1253,"Arch - Polygrafické práce, s.r.o.",firma,Charbulova 1195/3a,49.1894312571031,16.634664273113
1254,"Arch. Design, s.r.o.",firma,Sochorova 3178/23,49.21290016670979,16.5673129993462
1255,Archaia Brno z. ú.,firma,Bezručova 78/15,49.187961113142606,16.6031307988312
1256,"Archeologický Ústav AV ČR, Brno, v. v.",firma,Čechyňská 363/19,49.18926185876951,16.6208888669458
1257,"Architekti Hrůša & spol., Ateliér Brno,",firma,Žižkova 506/5,49.2046837642156,16.5925339779906
1258,Architektonická Kancelář Burian -,firma,Kalvodova 114/13,49.1984046710906,16.569539568101
1259,"ARCHSTUDIO, s.r.o.",firma,Slovanské náměstí 1177/9,49.222490069824,16.590590633671802
1260,"ARI, s.r.o.",firma,Pekařská 422/42,49.191846502897214,16.6003208497578
1261,"Aria Pura, s.r.o.",firma,Škrobárenská 518/16,49.1820361551071,16.625471504688498
1262,"ARIANA, s.r.o.",firma,Václavkova 1267/46,49.199111978211896,16.6366918560492
1263,"Arka SG, s.r.o.",firma,Špitálka 91/23,49.192873159875795,16.6223573761784
1264,"ArkAdiA, s.r.o.",firma,Lidická 2006/26,49.2022094687131,16.6076013708437
1265,"Arko TECHNOLOGY, a.s.",firma,Vídeňská 206/108,49.145640422837886,16.6009349084416
1266,"Arkon Flow Systems, s.r.o.",firma,Berkova 534/92,49.224402485136004,16.585154802123498
1267,"ARKYS, s.r.o.",firma,Tuřanka 1519/115a,49.1682956599376,16.6800619178919
1268,"ARM STAV, s.r.o.",firma,Kopečná 197/6,49.1900575530477,16.6068754144149
1269,"Armos Holding, s.r.o.",firma,Blatnická 4219/4,49.209130112714796,16.6622325199504
1270,"Armospol CZ, s.r.o.",firma,Mlýnská 326/13,49.1910094438478,16.616220062801194
1271,"Arnika - Ordinace pro Děti a dorost,",firma,Myslbekova 1431/29,49.2000903981245,16.6359974987588
1272,"ART - Izol plus, s.r.o.",firma,Veslařská 3071/25,49.2087595491096,16.5629440995557
1273,"ART - JAZZ, s.r.o.",firma,Samoty 2927/4b,49.212741287803496,16.697600212274
1274,"ARTAX, a.s.",firma,Karásek 2255/1e,49.2497291600056,16.5928274279495
1275,"Artform, s.r.o.",firma,Loosova 262/1,49.23203961391111,16.618123677329802
1276,"ARTIN, s.r.o.",firma,Božetěchova 3021/19,49.2283679217816,16.594743448212302
1277,"ARTISYS, s.r.o.",firma,Štursova 600/71,49.2162201550213,16.5636059351379
1278,"Artmed, s.r.o.",firma,Údolní 388/8,49.1972743297951,16.6005564652804
1279,"Artokna, s.r.o.",firma,Juliánovské náměstí 3878/2,49.1916198980867,16.6546323127093
1280,"Arvos Ljungström, s.r.o.",firma,Tuřanka 1519/115a,49.1682956599376,16.6800619178919
1281,"AS Laser Welding, s.r.o.",firma,Olomoucká 589/37,49.1891600610896,16.6407807985763
1282,"Ascendent, s.r.o.",firma,Pražská 192/96,49.1737399991813,16.527571965063
1283,"Asec - Elektrosystémy, s.r.o.",firma,Havelkova 689/23,49.1693503548367,16.578308965922
