,nazev,kategorie,adresa,lat,lon
5317,"T.O.O., s.r.o.",firma,Košinova 2967/103b,49.2199712241361,16.6012105888259
5318,"T1 Solution, s.r.o.",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
5319,"TABERNÁKL, s.r.o.",firma,Husovická 900/17,49.2072888597779,16.6289628187183
5320,"Tabson, s.r.o.",firma,Jedovnická 2347/6,49.198292772966795,16.6665281621294
5321,"TACTICAWARE, s.r.o.",firma,Traťová 574/1,49.1626285292439,16.5924668388045
5322,"Takko Fashion, s.r.o.",firma,Londýnské náměstí 853/1,49.17177657980129,16.5980517853002
5323,"Tampa Trucking, s.r.o.",firma,Halasovo náměstí 257/4,49.2247436289726,16.6238473425699
5324,"Tampotisk, s.r.o.",firma,náměstí Svobody 87/18,49.194531183874595,16.6082240632358
5325,"Táňa Kmenta, s.r.o.",firma,Křenová 290/8,49.1914473558058,16.6156728917751
5326,"Taneční Konzervatoř Brno, přísp.org.",firma,Nejedlého 375/3,49.227603659978506,16.6272923062261
5327,"Tapflo, s.r.o.",firma,Kulkova 4045/8,49.2112012392398,16.648232982323197
5328,"TART, s.r.o.",firma,Vinohradská 366/91,49.1713182577077,16.6470579230495
5329,"Tastra - OL, s.r.o.",firma,Božetěchova 2737/79,49.2303129842733,16.5931879335511
5330,"Tatratour Moravia, s.r.o.",firma,Benešova 603/2,49.195207016770404,16.6139796635842
5331,"Taurushaus, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
5332,"Taxontis, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
5333,"Taxpoint, s.r.o.",firma,Chládkova 898/2,49.21104106087629,16.5849262266977
5334,"TBG Betonmix, a.s.",firma,Jihlavská 709/51,49.1732972250982,16.5437398183938
5335,"TBG Betonpumpy Morava, s.r.o.",firma,Jihlavská 709/51,49.1732972250982,16.5437398183938
5336,"TBG Podivín, s.r.o.",firma,Jihlavská 709/51,49.1732972250982,16.5437398183938
5337,"TCS net, s.r.o.",firma,Pompova 602/4,49.173557818174295,16.624491408577498
5338,"TDH 3D, s.r.o.",firma,Mojžíšova 2427/3,49.2279040250546,16.602987551679302
5339,"TDZ Turn, s.r.o.",firma,Táborská 4297/197,49.1924296728301,16.633127284408
5340,"Teak BRNO, s.r.o.",firma,Otevřená 632/10,49.20856257393471,16.490282973976
5341,"Teco Brno, s.r.o.",firma,Zeleného 1127/60,49.208747353284906,16.576922180024
5342,"TECTONICA, s.r.o.",firma,Lipová 248/43,49.1929971279044,16.5766861458865
5343,"Teddies, s.r.o.",firma,Česká 151/16,49.19661584687179,16.606263284414002
5344,"tech4u. cz, s.r.o.",firma,Poříčí 572/2a,49.185252334095495,16.586745687050602
5345,"Techenergo, s.r.o.",firma,Erbenova 311/2,49.2082752837591,16.6105616080642
5346,"Techfides Solutions, s.r.o.",firma,Šumavská 416/15,49.21213100210221,16.59850876637
5347,"Techmix, s.r.o.",firma,Křižíkova 2697/70,49.2223583067359,16.6185723597631
5348,Technické Muzeum v Brně,firma,Purkyňova 2950/105,49.2281572837908,16.5814380980939
5349,"Technické Sítě Brno, a.s.",firma,Barvířská 822/5,49.1985766261773,16.6239443219931
5350,"Technické Služby Brno - Slatina,",firma,Přemyslovo náměstí 6/13,49.1770523598789,16.6864739064387
5351,"Technika budov, s.r.o.",firma,Křenová 307/42,49.19104590471189,16.6213709936571
5352,"Techniserv IT, s.r.o.",firma,Traťová 574/1,49.1626285292439,16.5924668388045
5353,"TECHNOFIBER, s.r.o.",firma,Bulharská 2172/122,49.23013080272121,16.5890763588687
5354,"Technologické Centrum, a.s.",firma,Kulkova 941/14,49.21201658875901,16.6504185627482
5355,"Technologický Park Brno, a.s.",firma,Purkyňova 646/107,49.230916396838204,16.5766442358853
5356,"Technopark CZ, s.r.o.",firma,Hudcova 532/78b,49.2322100600383,16.5808093717181
5357,"Techservice CZ, s.r.o.",firma,Vídeňská 282/80,49.1784608549113,16.5950609541562
5358,"TECHSPORT, s.r.o.",firma,Pekařská 393/33,49.1919819120278,16.601952219958196
5359,"TEKMA, s.r.o.",firma,Jiránkova 329/31,49.1882006677433,16.6354958417749
5360,"Teknika - CZ, s.r.o.",firma,Jiránkova 329/31,49.1882006677433,16.6354958417749
5361,"Tekoreal, s.r.o.",firma,Botanická 605/19,49.20646860678721,16.6000840610354
5362,"Telconnect, s.r.o.",firma,Otakara Ševčíka 840/10,49.194672922177,16.6459943429059
5363,"Tele - Fonika Kabely CZ, s.r.o.",firma,Trnitá 500/9,49.18782134477961,16.6137901487037
5364,"Telestica, s.r.o.",firma,Bašty 413/2,49.1910601960951,16.6106759366504
5365,"TELEXION, s.r.o.",firma,Mathonova 887/17,49.213571977131394,16.6235307591958
5366,"Telight Brno, s.r.o.",firma,Libušina třída 863/21,49.1893495340396,16.5323482247837
5367,Tělocvičná Jednota Sokol Brno - Židenice,firma,Gajdošova 1300/18,49.20107535507979,16.6435772540558
5368,Tělocvičná Jednota Sokol Brno I,firma,Kounicova 686/22,49.2035731201817,16.600178608719098
5369,"Temo Brno, s.r.o.",firma,Hutařova 1570/21,49.225522936290105,16.587424034566098
5370,"Tensio Technology, s.r.o.",firma,Dornych 129/57,49.183666938786104,16.6222736406176
5371,"Tenza cast, a.s.",firma,Svatopetrská 35/7,49.18049782494021,16.6218592396921
5372,"Tenza Energo, s.r.o.",firma,Svatopetrská 35/7,49.18049782494021,16.6218592396921
5373,"TENZA, a.s.",firma,Svatopetrská 35/7,49.18049782494021,16.6218592396921
5374,"Tepelná Čerpadla MACH, s.r.o.",firma,Maničky 46/5,49.21561426920261,16.568849234364702
5375,"Teplárny Brno, a.s.",firma,Okružní 828/25,49.2278155539954,16.615707425709502
5376,Ter Plastics sp. zo.o. Odštěpný Závod,firma,Bohunická 133/50,49.164459975209,16.5967042261357
5377,"TERM, s.r.o.",firma,Hájecká 1194/12,49.173751985167705,16.6379731132575
5378,"Terminal Brno, a.s.",firma,K Terminálu 614/11,49.16192134785971,16.610218368980597
5379,"TERRABAU, s.r.o.",firma,Vodařská 514/7,49.1761313559389,16.6160967654351
5380,"Tescan 3DIM, s.r.o.",firma,Libušina třída 944/21a,49.1887773431736,16.5331859127693
5381,"Tescan Brno, s.r.o.",firma,Libušina třída 816/1,49.1973942329126,16.5473622253697
5382,"Tescan Orsay HOLDING, a.s.",firma,Libušina třída 863/21,49.1893495340396,16.5323482247837
5383,"Tesla ELMI, a.s.",firma,Purkyňova 3095/99c,49.228070657008715,16.5800417568163
5384,"Teslux Lighting, s.r.o.",firma,Mlýnská 326/13,49.1910094438478,16.616220062801194
5385,"Tespo Engineering, s.r.o.",firma,Roubalova 462/7a,49.196702642085285,16.5871777740073
5386,"Testline Clinical Diagnostics, s.r.o.",firma,Křižíkova 188/68,49.22324850674379,16.614555082134398
5387,"TESYDO, s.r.o.",firma,Mariánské náměstí 617/1,49.1739847508144,16.622173896179998
5388,"Tevel, s.r.o.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
5389,"Tevox, s.r.o.",firma,Nové sady 593/28,49.187014880007105,16.6046932700458
5390,"Textilní Zkušební ústav, s.p.",firma,Cejl 480/12,49.1967535199835,16.6171370432802
5391,"Textilomanie, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
5392,"TF Invest, s.r.o.",firma,Vodova 1224/56,49.222688679225904,16.5874236150528
5393,"TG Drives, s.r.o.",firma,Olomoucká 1290/79,49.18578215380939,16.6575974960536
5394,"TGC Prodej, s.r.o.",firma,Holzova 716/2,49.202494452797495,16.694114262983
5395,"Thai SPA, s.r.o.",firma,Poděbradova 287/111,49.21710595506021,16.6006886478829
5396,"Tham &Ha Plus, s.r.o.",firma,Olomoucká 1193/61a,49.1873429482155,16.651162959793197
5397,"The Cat Cafe, s.r.o.",firma,Martinkova 253/7,49.209117287857396,16.613255551396698
5398,"Thera Actio, s.r.o.",firma,Komárovská 466/16,49.1806144592191,16.6187323712748
5399,"Thera Energo, s.r.o.",firma,Komárovská 466/16,49.1806144592191,16.6187323712748
5400,"THERMIS, s.r.o.",firma,Mateří 1038/14,49.213785672983,16.6447041169178
5401,"Thermo - Control CZ, s.r.o.",firma,Sychrov 49/2,49.2663902041585,16.5661652650268
5402,"Thermo Fisher Scientific Brno, s.r.o.",firma,Vlastimila Pecha 1282/12,49.17655900104021,16.6650681177217
5403,"THERMOPLUS, s.r.o.",firma,Obřanská 940/60,49.2241339291296,16.6457671095632
5404,"Thermoservis - Transport, s.r.o.",firma,Roviny 825/4,49.126213559946784,16.6793268246983
5405,"Thermotemp, s.r.o.",firma,Gajdošova 3235/84a,49.1969001617075,16.645801977671002
5406,"Theta Line, s.r.o.",firma,Cejl 504/38,49.1976240227817,16.6197385338003
5407,"THF, s.r.o.",firma,Makovského náměstí 3147/2,49.2182177719935,16.5758982470255
5408,"Thonauer, s.r.o.",firma,Hviezdoslavova 1188/5,49.1836362608251,16.674993883570306
5409,"Threatmark, s.r.o.",firma,Hlinky 505/118,49.1908446560235,16.579304065694803
5410,"Thyssenkrupp Industrial Solutions CZ,",firma,Pekařská 400/7,49.1921414200574,16.6040307643204
5411,"TIC BRNO, přísp.org.",firma,Radnická 365/2,49.19347908781771,16.6083378052221
5412,"Tierra Verde, s.r.o.",firma,Makovského náměstí 3147/2,49.2182177719935,16.5758982470255
5413,"Tigerdent, s.r.o.",firma,Makovského náměstí 3147/2,49.2182177719935,16.5758982470255
5414,"Tipo Electric, s.r.o.",firma,Božetěchova 3003/133,49.2343721298028,16.5905389167626
5415,"Tipro Projekt, s.r.o.",firma,Kociánka 8/10,49.2283879121548,16.6069817812327
5416,"Tiscol Bohemia, a.s.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
5417,"Tisk Centrum, s.r.o.",firma,Bratislavská 855/48,49.1995112078574,16.6199363473175
5418,"Tiskárna Didot, s.r.o.",firma,Trnkova 2944/119,49.19519792301661,16.6710110554345
5419,"Tiskárna Helbich, a.s.",firma,Valchařská 24/36,49.215122292986095,16.640869730891097
5420,"Tiskárna POLIČKA, s.r.o.",firma,Rašínova 103/2,49.1957211208029,16.6081961507833
5421,TJ Tesla Brno z.s.,firma,Halasovo náměstí 826/7,49.22317650606711,16.6247054833979
5422,"TK SECURIT, s.r.o.",firma,Šámalova 2904/21,49.194431648937204,16.6356542596752
5423,"TL- Systems, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
5424,"TLC Trainings and Languages, s.r.o.",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
5425,"TM Technik, s.r.o.",firma,Dornych 54/47,49.1851311309448,16.6218213541433
5426,"TMC CR, s.r.o.",firma,Masná 27/9,49.1843040469281,16.6265572130324
5427,"TML, a.s.",firma,Zábrdovická 25/2,49.201987055271104,16.6289963456413
5428,"TMS Servis Fire & Safety, s.r.o.",firma,Pěšina 756/10,49.1720116088316,16.616242694058098
5429,"TMT transport, s.r.o.",firma,Mlýnská 326/13,49.1910094438478,16.616220062801194
5430,"Tobos CZ, s.r.o.",firma,Blatnická 4219/4,49.209130112714796,16.6622325199504
5431,"Tocháček, s.r.o.",firma,Slovinská 2958/36,49.2213557472143,16.59274495003
5432,"Toka, a.s.",firma,Štursova 9/5,49.2148275862006,16.5678678806124
5433,"TOLADI, s.r.o.",firma,náměstí Svobody 92/21,49.1950588249471,16.6073797528699
5434,"Toma Sport, s.r.o.",firma,Starobrněnská 336/6,49.1927716132579,16.6074474786558
5435,Tomáš Klíma,firma,Říčanská 980/25,49.2191706270508,16.4970853065649
5436,Tomáš Kroupa,firma,Střední 373/55,49.21202061210021,16.6052913180564
5437,"Tomáš Novotný - Autojeřáby Demolice,",firma,Krasová 1047/22,49.2267808078204,16.6511422572192
5438,Tomáš Plavec,firma,Plotní 540/26,49.1824232738684,16.6192067033044
5439,"Tomáš Rašovský, Advokátní Kancelář,",firma,Kotlářská 989/51a,49.2082432231089,16.6027529431681
5440,Tomáš Šmíd,firma,Moravské náměstí 755/14a,49.2000102252678,16.6067672877974
5441,"Tomášek Engineering, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
5442,"Tomza, s.r.o.",firma,Nezamyslova 2098/7,49.1924990759083,16.6378099181165
5443,"Tonyspeed, s.r.o.",firma,Kopečná 940/14,49.1901378940948,16.6059990862957
5444,"Top - in. cz, a.s.",firma,Svatopetrská 35/7,49.18049782494021,16.6218592396921
5445,"Top Advert, s.r.o.",firma,Ondříčkovo náměstí 2978/4,49.191459426153,16.646436571842198
5446,"TOP AUDITING, s.r.o.",firma,Koliště 1965/13a,49.199904822175895,16.6100503948023
5447,"TOP Autosalon Blansko, s.r.o.",firma,Heinrichova 196/8,49.19746665211571,16.5879310562888
5448,"TOP DK, s.r.o.",firma,Kuřimská 1926/21a,49.2404952782477,16.5816565306418
5449,"TOP Lantis, s.r.o.",firma,Makovského náměstí 3147/2,49.2182177719935,16.5758982470255
5450,"TOP MEDICAL, v.o.s.",firma,Božetěchova 2258/103,49.232072638744704,16.5920236881968
5451,"TOP Moravia HEALTH, s.r.o.",firma,Faměrovo náměstí 35/19,49.17603957401422,16.6382307734372
5452,"TOP Office, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
5453,"TOP SERVIS, s.r.o.",firma,Bayerova 798/29,49.2081310320904,16.600787387105697
5454,"TOP Servis, s.r.o.",firma,Tovární 739/1,49.1283880362469,16.6778683739019
5455,"TOP Tisk Obaly, s.r.o.",firma,Kaštanová 530/125b,49.1584770559416,16.6386595069829
5456,"Top1 Service Group, s.r.o.",firma,Cejl 29/76,49.2017265872328,16.6266165557401
5457,"Topforsport, s.r.o.",firma,Bešůvka 810/19,49.20272315307779,16.484494683036097
5458,"TopGis, s.r.o.",firma,Svatopetrská 35/7,49.18049782494021,16.6218592396921
5459,"Topr Klima, s.r.o.",firma,Mahenova 348/4,49.1957980672645,16.5877905750497
5460,"Topstav, s.r.o.",firma,U Svitavy 1077/2,49.1740336171313,16.6336733648793
5461,"Topweby, s.r.o.",firma,Vídeňská 297/99,49.1731771960364,16.597536464940802
5462,"Tornako, s.r.o.",firma,Jarní 1116/50,49.2195893448559,16.6537824723146
5463,"Toroid TECHNOLOGY, s.r.o.",firma,Cejl 58/72,49.2010682721732,16.6264137143523
5464,"TOS ZNOJMO, a.s.",firma,Moravské náměstí 629/4,49.197290716178294,16.6078082357857
5465,"Toscana Caffé, s.r.o.",firma,Chvalovka 1331/5,49.2151608080587,16.498282577582298
5466,"Toudy s Pub, s.r.o.",firma,Kuršova 982/7,49.2194662150523,16.5050620291826
5467,"Touchless Biometric Systems, s.r.o.",firma,Palackého třída 180/44,49.2209872789284,16.596799276875903
5468,"Tourbus, a.s.",firma,Zvonařka 512/2,49.1856738181263,16.617752861763698
5469,"Továrek, Horký a partneři, Advokátní",firma,třída Kpt. Jaroše 1844/28,49.2040146790323,16.6108577403925
5470,"Tovek Solutions CS, s.r.o.",firma,Cihlářská 1021/15,49.20377084890021,16.6050308093189
5471,"Tovr Omítky, s.r.o.",firma,Čechyňská 419/14a,49.1885903010291,16.6197806117866
5472,"TOX Pressotechnik, s.r.o.",firma,Tuřanka 1314/110,49.174567461192,16.675233186677197
5473,"TPF Group, s.r.o.",firma,Dvořákova 44/14,49.196057822179604,16.6118116847489
5474,"TPL, s.r.o.",firma,Čechyňská 419/14a,49.1885903010291,16.6197806117866
5475,"TR Instruments, s.r.o.",firma,Kameníčkova 1036/28,49.2099681767527,16.5792562887965
5476,"TR- Weld, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
5477,"Trade FIDES, a.s.",firma,Dornych 129/57,49.183666938786104,16.6222736406176
5478,"Tradelin, s.r.o.",firma,Pěstitelská 62/12,49.149896753828,16.6245230921576
5479,"Trachea, a.s.",firma,Hájecká 1068/14,49.171511503177214,16.6394003844287
5480,"Trais Gold, s.r.o.",firma,Václavská 184/11,49.188658529985,16.5961495119562
5481,"Trans - Technik, s.r.o.",firma,Řípská 1221/4,49.1710900600379,16.6863562244415
5482,Trans World Radio,firma,Horníkova 2562/36,49.213608396131,16.6814083029583
5483,"Transaf Transport, s.r.o.",firma,Skryjova 1606/8,49.2180760759373,16.6368318333334
5484,"Transbeton, s.r.o.",firma,Slovanské náměstí 1177/9,49.222490069824,16.590590633671802
5485,"Transdomix, s.r.o.",firma,Trtílkova 2806/2,49.2241632237873,16.6135106127502
5486,"TRANSERVIS, s.r.o.",firma,Maříkova 2098/28,49.257277985956,16.5872395493528
5487,"Transped CZ, s.r.o.",firma,Rolencova 492/77,49.1467358121645,16.658876155334102
5488,"Transport Roman, s.r.o.",firma,Bohunická 403/55a,49.16264923289761,16.6010263551409
5489,"Traser CZ, s.r.o.",firma,Vídeňská 134/102,49.1545674848361,16.5992154440546
5490,"Travel 2002, s.r.o.",firma,Moravské náměstí 629/4,49.197290716178294,16.6078082357857
5491,"Travel Wine, s.r.o.",firma,Francouzská 375/41,49.2018718448451,16.6191849928206
5492,"Traviko CZ, a.s.",firma,Dukelská třída 154/58,49.211377551739204,16.6338787206516
5493,"Trebi Group, s.r.o.",firma,Štefánikova 131/61,49.2161207458834,16.5989535096908
5494,Tred V.O.K. - Družstvo,firma,Masná 188/5a,49.188592354163596,16.6274362226228
5495,"Trees Style, s.r.o.",firma,Starobrněnská 334/3,49.19247950427361,16.6074138681895
5496,"Treeway, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
5497,"Tresime, s.r.o.",firma,Renčova 1359/4,49.2453799157755,16.5767138903541
5498,"Triada - Poradenské centrum, z.ú.",firma,Orlí 516/20,49.1936721229009,16.6118382551184
5499,"Tribon, s.r.o.",firma,Příční 844/19a,49.200353506182786,16.6166199631212
5500,"Tribun EU, s.r.o.",firma,Cejl 892/32,49.1972927701258,16.6192317654025
5501,"Triff, s.r.o.",firma,Čápkova 12/4,49.19980315029161,16.5950497216219
5502,"Trigger service, s.r.o.",firma,Kotlářská 989/51a,49.2082432231089,16.6027529431681
5503,"Trikaya Project Management, a.s.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
5504,"Trikotisk, s.r.o.",firma,Poříčí 124/3,49.186490675964095,16.5896098674176
5505,"Trilab Group, s.r.o.",firma,Purkyňova 649/127,49.233292582884104,16.5727126207037
5506,"Trimeo, s.r.o.",firma,Faměrovo náměstí 36/17,49.1759266698218,16.638578956848
5507,"Trimuzi, s.r.o.",firma,třída Kpt. Jaroše 1922/3,49.2004159929964,16.6106142457465
5508,"Tripoli recent, s.r.o.",firma,Starobrněnská 334/3,49.19247950427361,16.6074138681895
5509,"Tripoli Restaurant, s.r.o.",firma,Starobrněnská 334/3,49.19247950427361,16.6074138681895
5510,"Tripoli Starobrněnská, s.r.o.",firma,Starobrněnská 334/3,49.19247950427361,16.6074138681895
5511,"Tripomatic, s.r.o.",firma,Za Parkem 631/14,49.23856002210171,16.5723340939992
5512,"Tripplan TRAVEL, s.r.o.",firma,Jakubské náměstí 109/1,49.1963622527366,16.608682552577
5513,"TRITAX, s.r.o.",firma,Burianovo náměstí 681/8a,49.2125522342496,16.578435448714
5514,"Tritius Solutions, a.s.",firma,Vodní 258/13,49.189778771038704,16.6044227864155
5515,"Triton Brno, s.r.o.",firma,Gorkého 54/4,49.2002289091568,16.600282461152506
5516,"Triv Interiér, s.r.o.",firma,Ernsta Macha 98/13,49.133879019788104,16.6540350192836
5517,Trivis - Střední Škola Veřejnoprávní,firma,Dukelská třída 467/65,49.2109130688667,16.6339113268014
5518,Trivis - Střední Škola Veterinární Emila,firma,Dukelská třída 467/65,49.2109130688667,16.6339113268014
5519,"Trivoli, s.r.o.",firma,Svitavská 839/39,49.2081463708153,16.6261493491474
5520,"Trojan - ZTI, s.r.o.",firma,Foltýnova 998/1,49.217127453892495,16.5091948939372
5521,"Tron Elektronické SOUČÁSTKY, s.r.o.",firma,Běly Pažoutové 742/1,49.222802085720005,16.553072061944302
5522,"TRTÍK, s.r.o.",firma,Kopečná 940/14,49.1901378940948,16.6059990862957
5523,"Truck - Servis Brno, s.r.o.",firma,Hájecká 1068/14,49.171511503177214,16.6394003844287
5524,"Truck Magic, s.r.o.",firma,Svratecká 1247/4,49.218393246805896,16.5535743890714
5525,"Truck MOTOR, s.r.o.",firma,U Vlečky 420/4,49.180147754859895,16.617411717551402
5526,"Truhlářství M. PERNES, s.r.o.",firma,Dvorecká 416/57,49.1441603050968,16.6662849190117
5527,"Truhlářství Vašíček, s.r.o.",firma,Veveří 100/31,49.20103319395621,16.599601011754302
5528,"Trumf International, s.r.o.",firma,Cejl 504/38,49.1976240227817,16.6197385338003
5529,"TrustPort, a.s.",firma,Tuřanka 1519/115a,49.1682956599376,16.6800619178919
5530,"Trymet, s.r.o.",firma,U Svitavy 1077/2,49.1740336171313,16.6336733648793
5531,"Třebíčská Cateringová Společnost, s.r.o.",firma,Mlýnská 326/13,49.1910094438478,16.616220062801194
5532,"TSM, s.r.o.",firma,Zámečnická 90/2,49.194596269834214,16.6076761376249
5533,"TSS GRADE, a.s. Pobočka Česká Republika",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
5534,"TTI Electronics Czech, s.r.o.",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
5535,"TTI, s.r.o.",firma,Zaoralova 3090/17b,49.191898638019,16.682636084356
5536,"Tttech Computertechnik AG, org.složka",firma,Šumavská 519/35,49.209616136738795,16.5917268848269
5537,"Tuči, s.r.o.",firma,Smetanova 633/51,49.2036581130365,16.605894563719097
5538,"Tulpan Cleaning, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
5539,"Tůma Garden, s.r.o.",firma,Tuřanské náměstí 89/37,49.14709682116701,16.6670927667602
5540,"Tungaloy Czech, s.r.o.",firma,Tuřanka 1222/115,49.1684966579117,16.6789671581231
5541,"Turboconsult, s.r.o.",firma,Šumavská 519/35,49.209616136738795,16.5917268848269
5542,"Turbosol SERVIS, s.r.o.",firma,Kšírova 682/246,49.1601370079295,16.6196747480253
5543,"Tušl Technologies, s.r.o.",firma,Bohunická 238/67,49.1626323427818,16.5973901168046
5544,"Tvar COM, s.r.o.",firma,Škroupova 4256/1,49.1936457201935,16.652624092959
5545,"Tviga Plus, s.r.o.",firma,Palackého třída 2659/166,49.2328930599411,16.589890157956
5546,"Twin Soft, s.r.o.",firma,Křížová 96/18,49.188164291088704,16.5939023241707
5547,"Tyflocentrum Brno, o.p.s.",firma,Chaloupkova 578/3,49.2237662149277,16.5984463208814
5548,"Tyjany, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
5549,"Tyršova Základní škola, Brno, Kuldova 38",firma,Kuldova 734/38,49.199807340742,16.6324836370153
5550,"u Badinů, s.r.o.",firma,Tomáškova 653/2,49.1991307119386,16.631361552292198
5551,"u Bláhovky, s.r.o.",firma,Gorkého 96/54,49.19919567092651,16.592341445669
5552,"u Čápa Pivnice, s.r.o.",firma,Obilní trh 68/10,49.19955005793321,16.5980645252075
5553,"u Fidela, s.r.o.",firma,Masarova 2407/7,49.206563489797105,16.675664604389
5554,"u Hovězího Pupku, s.r.o.",firma,Vídeňská 546/55,49.1801227348693,16.5955699872069
5555,"u Lasa, s.r.o.",firma,Merhautova 985/110,49.209344060754006,16.623962343096
5556,"u Šroubka, s.r.o.",firma,Táborská 4356/224,49.192859035741904,16.635700108789
5557,"u Židovské brány, Družstvo",firma,Masarykova 506/37,49.1914114400475,16.6111512747931
5558,"U1 Lighting, s.r.o.",firma,Nejedlého 373/1,49.2270592128978,16.6287434636007
5559,"U1, s.r.o.",firma,Nejedlého 373/1,49.2270592128978,16.6287434636007
5560,"Účetnictví Hubáček, s.r.o.",firma,Křenová 479/71,49.1914689397685,16.6251783898012
5561,"Účto Brno, s.r.o.",firma,Dunajevského 1320/17,49.20919159428311,16.5745630100519
5562,"Uchytil, s.r.o.",firma,K Terminálu 507/7,49.16033079813401,16.6123894488003
5563,"Úklidový Servis Škaroupka, s.r.o.",firma,Bratislavská 201/14,49.1986814421715,16.6166016913883
5564,"Ulbrich Hydroautomatik, s.r.o.",firma,Pflegrova 1187/9,49.219644582190114,16.625668647164098
5565,"UlovDomov. cz, s.r.o.",firma,Milady Horákové 1957/13,49.200775325273284,16.6127979828286
5566,"Umělky, s.r.o.",firma,Fučíkova 909/19,49.2020060397119,16.6904049350203
5567,"Umlášek, s.r.o.",firma,Bedřichovická 1199/21,49.1816203288451,16.6913345718634
5568,"Unagi Brothers, s.r.o.",firma,Botanická 605/19,49.20646860678721,16.6000840610354
5569,"Ungerová - Rehabilitace, s.r.o.",firma,Palackého třída 250/29,49.2217566530688,16.5956217867611
5570,"UNICA, s.r.o.",firma,Barvičova 833/53,49.19865440994571,16.5786781887751
5571,"UniCab, s.r.o.",firma,Merhautova 1037/173,49.2160356688292,16.6266801753268
5572,"Unicaplasma, s.r.o.",firma,Barvičova 833/53,49.19865440994571,16.5786781887751
5573,"Unicornslab, s.r.o.",firma,Skřivanova 334/4,49.209224032261496,16.6041073753428
5574,"Unie Neslyšících Brno, Sociální podnik,",firma,Palackého třída 19/114,49.22583067791121,16.5939069343247
5575,"Unie Neslyšících Brno, z.s.",firma,Palackého třída 19/114,49.22583067791121,16.5939069343247
5576,"Unifast, s.r.o.",firma,Kmochova 135/40,49.2308939337498,16.6510266700933
5577,"Unimed PHARMA, s.r.o., Odštěpný Závod",firma,Durďákova 336/29,49.20608593122189,16.6185244157781
5578,"Unipark, s.r.o.",firma,Fryčajova 81/10,49.229420729863,16.6490461103689
5579,"Unipipe Engineering, s.r.o.",firma,Bartolomějská 845/33,49.2039091929138,16.4890994489791
5580,"UNIREG, s.r.o.",firma,Rooseveltova 584/9,49.197189128145894,16.6122223136484
5581,"Unis COMPUTERS, a.s.",firma,Jundrovská 618/31,49.215831820823,16.5578018859513
5582,"Unis Power, s.r.o.",firma,Křižíkova 2960/72,49.2212549132751,16.6194425685586
5583,"UNIS, a.s.",firma,Jundrovská 1035/33,49.2152996958512,16.5579670088769
5584,"Unistav Construction, a.s.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
5585,Univerzitní Mateřská Škola Hrášek,firma,Kohoutova 1550/11,49.216183610026704,16.629806960200902
5586,"Unwork, s.r.o.",firma,Šmahova 288/115,49.17022848528711,16.6833697519232
5587,"up Brand activation, s.r.o.",firma,Porážka 206/4,49.18722434412311,16.6282709767107
5588,"UPS Technology, s.r.o.",firma,Za Školou 648/3,49.1783204161034,16.6257147478062
5589,Úrazová Nemocnice v Brně,firma,Ponávka 139/6,49.1976862582836,16.615275758266097
5590,"Urban Karel, JUDr. - Soudní Exekutor",firma,Minská 3193/54,49.211698453874,16.5825537302183
5591,"Urbanistické Středisko Brno, s.r.o.",firma,Příkop 834/8,49.1994626772104,16.6142828369078
5592,"Urocentrum Brno Zdravotní Služby, s.r.o.",firma,Purkyňova 3030/35e,49.220853586771796,16.585382872695998
5593,"Urospol Brno, s.r.o.",firma,Pod Nemocnicí 497/4,49.1727788039536,16.5780304360817
5594,Úřad pro Dohled nad Hospodařením,firma,Kounicova 688/26,49.2046269771198,16.598634494577198
5595,Úřad pro Mezinárodněprávní Ochranu Dětí,firma,Šilingrovo náměstí 257/3,49.192483778708,16.6053043939336
5596,Úřad pro Ochranu Hospodářské Soutěže,firma,třída Kpt. Jaroše 1926/7,49.20091630903961,16.609768343566
5597,"Usob, s.r.o.",firma,Jelínkova 381/11,49.2107106040687,16.580734857363602
5598,"Ústav Analytické Chemie AV ČR, v. v. i.",firma,Veveří 967/97,49.2077340229673,16.5909478703041
5599,"Ústav Aplikované Mechaniky Brno, s.r.o.",firma,Resslova 972/3,49.2067459219851,16.5907672397617
5600,"Ústav Archeologické Památkové Péče Brno,",firma,Kaloudova 1321/30,49.213410750762904,16.6390028296098
