X,Y,název,počet_zaměstnanců,odvětví,address,latitude,longitude
16.589631073048302,49.190227034959705,"Florbal. com, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Hlinky 972/34,49.19022704,16.58963107
16.6229877788106,49.1505384301623,"Florplant, s.r.o.", 50 - 99, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Pěstitelská 197/4,49.15053843,16.62298778
16.5660076852546,49.2125146408136,"Flowmon Networks, a.s.", 100 - 199, Informační a komunikační činnosti,Sochorova 3232/34,49.21251464,16.56600769
16.5917268848269,49.209616136738795,"FlowUp, s.r.o.", 25 - 49, Informační a komunikační činnosti,Šumavská 519/35,49.20961614,16.59172689
16.6856903662035,49.171521015929606,"Flsmidth, s.r.o.", 100 - 199, Zpracovatelský průmysl,Řípská 1229/4a,49.17152102,16.68569037
16.65947227556,49.1855813651713,"Fluidtechnik BOHEMIA, s.r.o.", 20 - 24, Zpracovatelský průmysl,Olomoucká 1192/87,49.18558137,16.65947228
16.6528274383017,49.196978323214104,"Fntc Group, s.r.o.", 6 - 9," Profesní, vědecké a technické činnosti",Nopova 3520/6,49.19697832,16.65282744
16.6073427889926,49.1970425700474,"FNZ UK - Czech Branch, Odštěpný Závod", 250 - 499, Informační a komunikační činnosti,Rašínova 637/7,49.19704257,16.60734279
16.6135283823248,49.1712631049879,"Foboz 97, s.r.o.", 6 - 9," Profesní, vědecké a technické činnosti",Železná 492/16,49.17126311,16.61352838
16.6125122440081,49.204701408265294,Focus - Centrum pro Sociální a, 10 - 19," Profesní, vědecké a technické činnosti",Vrchlického sad 1894/4,49.20470141,16.61251224
16.5853136386388,49.2134123011374,"Folkova, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Klímova 2055/18,49.213412299999995,16.58531364
16.5999960512904,49.209633949218905,"Folpet, s.r.o.", 10 - 19, Zpracovatelský průmysl,Hrnčířská 813/23,49.20963395,16.59999605
16.6910831154491,49.20918354714001,"Fons, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Popelákova 2318/2,49.20918355,16.69108312
16.6136281267624,49.2000691912408,"Fontana R, s.r.o.", 50 - 99, Zpracovatelský průmysl,Příkop 843/4,49.20006919,16.61362813
16.6760385209395,49.1286670270638,"Foodex, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Tovární 917/1e,49.12866703,16.67603852
16.6075046438472,49.1936918202801,"FOR - Line TOUR, s.r.o.", 6 - 9, Administrativní a podpůrné činnosti,Dominikánské náměstí 190/8,49.19369182,16.60750464
16.6085041022458,49.2038735702785,"For Beauty, s.r.o.", 25 - 49, Zpracovatelský průmysl,Lužánecká 2002/4b,49.20387357,16.6085041
16.599408730961002,49.1439039440567,"FOR Life, s.r.o.", 10 - 19, Zpracovatelský průmysl,Moravanská 191/85,49.14390394,16.59940873
16.6204052310649,49.1822421412434,"ForActiv. cz, s.r.o.", 20 - 24, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Plotní 688/75,49.18224214,16.62040523
16.6038715082919,49.2122265127196,"Forcorp Facility, s.r.o.", 6 - 9, Administrativní a podpůrné činnosti,Staňkova 103/18,49.21222651,16.60387151
16.6800619178919,49.1682956599376,"Fordist IT Solutions, s.r.o.", 6 - 9, Informační a komunikační činnosti,Tuřanka 1519/115a,49.16829566,16.68006192
16.6127979828286,49.20077532527329,"Foreigners. cz, s.r.o.", 10 - 19, Činnosti v oblasti nemovitostí,Milady Horákové 1957/13,49.20077533,16.61279798
16.611748819747,49.204546846246004,"Forejtekdentallab, s.r.o.", 10 - 19, Zpracovatelský průmysl,Vrchlického sad 1893/3,49.20454685,16.61174882
16.606575342075697,49.1946055321796,"Forest HOUSE, s.r.o.", 6 - 9, Stavebnictví,Veselá 199/5,49.19460553,16.60657534
16.5591572397975,49.1661665719417,"Forest Meri, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Kroupova 427/102a,49.16616657,16.55915724
16.6094412831407,49.1959027148003,"Forlok, s.r.o.", 25 - 49," Ubytování, stravování a pohostinství",Kozí 115/3,49.19590272,16.60944128
16.5899164767972,49.2495931631213,"Form - Thermit, s.r.o.", 25 - 49, Zpracovatelský průmysl,Gromešova 1911/6a,49.24959316,16.58991648
16.6010974334395,49.209227761809,"Former, s.r.o.", 10 - 19," Kulturní, zábavní a rekreační činnosti",Dřevařská 863/20,49.20922776,16.60109743
16.6457671095632,49.2241339291296,"FORMSERVIS, s.r.o.", 10 - 19, Zpracovatelský průmysl,Obřanská 940/60,49.22413393,16.64576711
16.6136281267624,49.2000691912408,"Forte Pharm, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Příkop 843/4,49.20006919,16.61362813
16.5665287036278,49.212209708178605,"Forum GROUP, s.r.o.", 25 - 49," Profesní, vědecké a technické činnosti",Sochorova 3079/25,49.21220971,16.5665287
16.630986043028802,49.203460173744,"Forum Stany, s.r.o.", 10 - 19, Zpracovatelský průmysl,Lazaretní 1/7,49.20346017,16.63098604
16.630986043028802,49.203460173744,"Forum SYSTÉMY, s.r.o.", 6 - 9," Profesní, vědecké a technické činnosti",Lazaretní 1/7,49.20346017,16.63098604
16.607821143678,49.195796432979606,"Fotex Plus, a.s.", 6 - 9," Profesní, vědecké a technické činnosti",Rašínova 98/1,49.19579643,16.60782114
16.676978299762197,49.201597756998,"Fourclima, s.r.o.", 10 - 19," Profesní, vědecké a technické činnosti",Trnkova 3070/150a,49.20159776,16.6769783
16.6081961507833,49.1957211208029,"Fr. Hanák 1905, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Rašínova 103/2,49.19572112,16.60819615
16.59008696536,49.2063024360714,"FRAMA, s.r.o.", 25 - 49, Stavebnictví,Žižkova 995/17a,49.20630244,16.59008697
16.5987683543343,49.1977023522019,"Frank Bold Advokáti, s.r.o.", 25 - 49," Profesní, vědecké a technické činnosti",Údolní 567/33,49.19770235,16.59876835
16.5987683543343,49.1977023522019,"Frank Bold Society, z.s.", 25 - 49, Ostatní činnosti,Údolní 567/33,49.19770235,16.59876835
16.673881186242,49.184331791005604,"Franklin ELECTRIC, s.r.o.v jaz. českém,", 200 - 249, Zpracovatelský průmysl,Hviezdoslavova 1276/1,49.18433179,16.67388119
16.6081961507833,49.1957211208029,František Hanák, 10 - 19, Ostatní činnosti,Rašínova 103/2,49.19572112,16.60819615
16.503327562032002,49.2182134551892,František Tajovský, 6 - 9," Ubytování, stravování a pohostinství",Kuršova 990/20,49.21821346,16.50332756
16.5590849038575,49.180352734155996,"Fredo, s.r.o.", 6 - 9," Ubytování, stravování a pohostinství",Kamínky 293/27,49.18035273,16.559084900000002
16.615471223587,49.170693134742606,"Freedom Financial Services, s.r.o.", 6 - 9, Peněžnictví a pojišťovnictví,Železná 713/1a,49.17069314,16.61547122
16.6050308093189,49.203770848900206,"Freelance Czech, s.r.o.", 6 - 9, Informační a komunikační činnosti,Cihlářská 1021/15,49.20377085,16.60503081
16.522131774888898,49.1747941488004,"Freewater, s.r.o.", 10 - 19, Zpracovatelský průmysl,Pražská 674/156,49.17479415,16.52213178
16.6548522553251,49.2186962947764,"Frentech Aerospace, s.r.o.", 100 - 199, Zpracovatelský průmysl,Jarní 977/48,49.2186963,16.65485226
16.606575342075697,49.1946055321796,"Fresh Fruit Moravia, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Veselá 199/5,49.19460553,16.60657534
16.5860501565604,49.1824898677962,"Fresh Juice, s.r.o.", 6 - 9, Administrativní a podpůrné činnosti,Kamenná čtvrť 627/45a,49.18248987,16.58605016
16.5921439681218,49.1786450050634,"Fresh2go, s.r.o.", 6 - 9," Profesní, vědecké a technické činnosti",Horní 545/30,49.17864501,16.59214397
16.5892270656307,49.2566113311663,"Freshbox, s.r.o.", 25 - 49," Ubytování, stravování a pohostinství",Jehnická 460/13,49.25661133,16.58922707
16.6131913461083,49.1967893109381,"Freshline, s.r.o.", 10 - 19, Doprava a skladování,Dvořákova 588/13,49.19678931,16.61319135
16.6985452722922,49.1985907081759,"Frgal Catering, s.r.o.", 25 - 49," Ubytování, stravování a pohostinství",Borkovcova 3096/9,49.19859071,16.69854527
16.6225405211053,49.185068351206894,"Fri - Service Czech, s.r.o.", 50 - 99, Zpracovatelský průmysl,Dornych 487/47c,49.18506835,16.62254052
16.6391486746894,49.173049288087995,"Frigera, s.r.o.", 6 - 9," Profesní, vědecké a technické činnosti",Hájecká 1304/14a,49.17304929,16.63914868
16.6546323127093,49.1916198980867,"Frigomont, a.s.", 25 - 49, Stavebnictví,Juliánovské náměstí 3878/2,49.1916199,16.65463231
16.5917081926825,49.1999319799187,"Frkal a, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Stojanova 136/9,49.19993198,16.59170819
16.6492204536026,49.1988754407501,"FRN Morava, s.r.o.", 10 - 19, Administrativní a podpůrné činnosti,Viniční 2270/160,49.19887544,16.64922045
16.6281859844067,49.1967482397721,"Frontech, s.r.o.", 10 - 19, Zpracovatelský průmysl,Tkalcovská 799/14,49.19674824,16.62818598
16.6023459183095,49.151859334013096,"Frontman, s.r.o.", 10 - 19, Informační a komunikační činnosti,Vídeňská 188/119d,49.15185933,16.60234592
16.5655403097786,49.1669094189298,"Fronton - PLUS, s.r.o.", 6 - 9, Stavebnictví,U Pošty 287/4,49.16690942,16.56554031
16.637823329065302,49.2000009627605,"FT makléřská, s.r.o.", 6 - 9, Peněžnictví a pojišťovnictví,Myslbekova 2882/1,49.20000096,16.63782333
16.599436726956803,49.142819242121604,"Fuchs Servis - gmi, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Vídeňská 38/116,49.14281924,16.59943673
16.6261493491474,49.2081463708153,"Fulgur BATTMAN, s.r.o.", 25 - 49, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Svitavská 839/39,49.20814637,16.62614935
16.6261493491474,49.2081463708153,"FULGUR, s.r.o.", 20 - 24, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Svitavská 839/39,49.20814637,16.62614935
16.669790985175098,49.195664919836595,"Fullwood Packo CS, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Úlehlova 3086/12,49.19566492,16.66979099
16.6071183215627,49.20179833624471,"Funchance, s.r.o.", 6 - 9," Ubytování, stravování a pohostinství",Lidická 700/19,49.20179834,16.60711832
16.6010263551409,49.16264923289761,"Fusion Collective, s.r.o.", 25 - 49, Zpracovatelský průmysl,Bohunická 403/55a,49.16264923,16.60102636
16.6094629918279,49.196822294172,"Fusion for Life, s.r.o.", 10 - 19," Ubytování, stravování a pohostinství",Jezuitská 6/1,49.19682229,16.60946299
16.6136281267624,49.2000691912408,"Futura SOFT, s.r.o.", 6 - 9, Informační a komunikační činnosti,Příkop 843/4,49.20006919,16.61362813
16.6167353822622,49.1952260859986,"Future Mining, s.r.o.", 10 - 19," Zemědělství, lesnictví, rybářství",Koliště 397/53,49.19522609,16.61673538
16.585607088597698,49.23029986573629,"Fyzioterapie LHI, s.r.o.", 10 - 19, Zdravotní a sociální péče,Herčíkova 2481/23,49.23029987,16.58560709
16.525490486803,49.1787788642181,"G Vest, s.r.o.", 6 - 9, Stavebnictví,Přímá 470/42,49.17877886,16.52549049
16.622426611134,49.236161499118296,"G- System, s.r.o.", 25 - 49, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Dusíkova 900/3c,49.2361615,16.62242661
16.6349064256759,49.19128893809629,"G.k.s. s.r.o., s.r.o. k.s.", 6 - 9," Profesní, vědecké a technické činnosti",Jeronýmova 1783/8,49.19128894,16.63490643
16.6119533391877,49.20184506499329,"G.R. tex, s.r.o.", 6 - 9," Ubytování, stravování a pohostinství",Kudelova 1853/5,49.20184507,16.61195334
16.578750692699998,49.1716425959927,"GABON, s.r.o.", 25 - 49, Zpracovatelský průmysl,Vohnoutova 428/2,49.171642600000006,16.57875069
16.6056416816784,49.175227997060205,"GADO, s.r.o.", 10 - 19, Administrativní a podpůrné činnosti,Heršpická 993/11b,49.175228000000004,16.60564168
16.601810398432697,49.140500430974704,"Gahr International, s.r.o.", 50 - 99, Doprava a skladování,Vídeňská 264/120b,49.14050043,16.601810399999998
16.5765760079411,49.246608955095795,"Galant BRNO, s.r.o.", 10 - 19, Zpracovatelský průmysl,Družstevní 2223/21,49.24660896,16.57657601
16.5953938832752,49.1759971619315,"Gamajun, s.r.o.", 20 - 24, Informační a komunikační činnosti,Vídeňská 288/90,49.17599716,16.59539388
16.621282145783997,49.209154169070395,"Gamartis, s.r.o.", 25 - 49, Zpracovatelský průmysl,Demlova 259/6,49.20915417,16.62128215
16.572395031216498,49.1784737211915,"GAP Invest, a.s.", 10 - 19, Činnosti v oblasti nemovitostí,Studentská 812/6,49.17847372,16.57239503
16.6040807196334,49.2009682761215,"Gapco, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Mezírka 775/1,49.20096828,16.60408072
16.6368318333334,49.2180760759373,"Garcon, s.r.o.", 6 - 9, Stavebnictví,Skryjova 1606/8,49.21807608,16.63683183
16.5345621371744,49.2271730810324,"Garden Studio, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,U Zoologické zahrady 212/2,49.22717308,16.53456214
16.614097680653,49.1723325520566,"Gardner Denver CZ+ SK, s.r.o.", 200 - 249," Profesní, vědecké a technické činnosti",Železná 693/6,49.17233255,16.61409768
16.6119575298285,49.20212137484611,"GaREP, s.r.o.", 6 - 9," Profesní, vědecké a technické činnosti",náměstí 28. října 1896/3,49.20212138,16.61195753
16.606615491379,49.2762274990921,"Gargano CK, s.r.o.", 10 - 19, Administrativní a podpůrné činnosti,Klimešova 34/50,49.276227500000005,16.60661549
16.6136281267624,49.2000691912408,"Gariel Capital, s.r.o.", 6 - 9, Činnosti v oblasti nemovitostí,Příkop 843/4,49.20006919,16.61362813
16.6245872139025,49.199544526204605,"Garko, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Cejl 535/83,49.19954453,16.62458721
16.6226157900446,49.235040754861096,"Garoma Plus, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Okružní 834/29a,49.23504076,16.62261579
16.6751925352156,49.1695923817776,"Garrett Motion Czech Republic, s.r.o.", 500 - 999," Profesní, vědecké a technické činnosti",Tuřanka 1387/100,49.16959238,16.67519254
16.6285894052244,49.2193921188702,"Garteko, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Merhautova 2041/209,49.21939212,16.62858941
16.6808482240399,49.1737188350315,"Gastro Alda, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Řípská 960/9a,49.17371884,16.68084822
16.6262247860717,49.223621668762796,"Gastro Chata, s.r.o.", 6 - 9," Ubytování, stravování a pohostinství",Halasovo náměstí 112/2,49.22362167,16.62622479
16.5798280188641,49.18470097171121,"Gastro Korso, s.r.o.", 6 - 9," Ubytování, stravování a pohostinství",Křížkovského 416/22,49.18470097,16.57982802
16.6164759622829,49.1763420770523,"Gastro Victoria, s.r.o.", 10 - 19," Ubytování, stravování a pohostinství",Vodařská 232/2,49.17634208,16.61647596
16.6005570518803,49.2146757891663,"Gastroděv, s.r.o.", 6 - 9, Zpracovatelský průmysl,Štefánikova 115/46,49.21467579,16.60055705
16.5847792093167,49.2211237782119,"Gastroenterologie Eden, s.r.o.", 6 - 9, Zdravotní a sociální péče,Purkyňova 3049/35e,49.22112378,16.58477921
16.581647561862,49.215257157809404,"Gastrofert, s.r.o.", 10 - 19," Ubytování, stravování a pohostinství",náměstí Svornosti 2573/6,49.21525716,16.58164756
16.5282723572355,49.2347061490073,"GASTROFORM, s.r.o.", 10 - 19, Zpracovatelský průmysl,Ondrova 159/9,49.23470615,16.52827236
16.6137866291044,49.199725911287295,"Gaugala, s.r.o.", 6 - 9," Zemědělství, lesnictví, rybářství",Příkop 838/6,49.19972591,16.61378663
16.5881705273806,49.216527015726605,"Gauss Algorithmic, a.s.", 10 - 19, Informační a komunikační činnosti,Jana Babáka 2733/11,49.21652702,16.58817053
16.6076013708437,49.2022094687131,"GAUTE, a.s.", 6 - 9, Činnosti v oblasti nemovitostí,Lidická 2006/26,49.20220947,16.60760137
16.588393987799098,49.212953768999704,"GAVEB, s.r.o.", 6 - 9, Zpracovatelský průmysl,Tábor 3097/37,49.21295377,16.58839399
16.5476228194471,49.178854804096794,"Gavri, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Slunečná 481/6,49.178854799999996,16.54762282
16.6070371848279,49.1888920909307,"Gayer Cosmetics, s.r.o.", 10 - 19, Zpracovatelský průmysl,Nové sady 988/2,49.18889209,16.60703719
16.6357270151284,49.213015041011495,"Gazu CZ, s.r.o.", 10 - 19, Administrativní a podpůrné činnosti,bratří Mrštíků 40/1,49.21301504,16.63572702
16.531470807906302,49.17338728898871,"GB, s.r.o.", 6 - 9, Stavebnictví,Pražská 531/61,49.17338729,16.53147081
16.679291705062198,49.17194254173489,"GB- geodezie, s.r.o.", 25 - 49," Profesní, vědecké a technické činnosti",Tuřanka 1521/92b,49.17194254,16.67929171
16.620366339403,49.1917668738119,"GC System, a.s.", 50 - 99, Informační a komunikační činnosti,Špitálka 113/41,49.19176687,16.62036634
16.6267481517427,49.200057540922096,"GDI Technology, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Tkalcovská 874/3a,49.20005754,16.62674815
16.6326989676805,49.1906045981731,"GE Power, s.r.o.", 50 - 99," Profesní, vědecké a technické činnosti",Olomoucká 3419/7,49.1906046,16.63269897
16.6265572130324,49.1843040469281,"Geemat, a.s.", 6 - 9," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Masná 27/9,49.18430405,16.62655721
16.622173896179998,49.1739847508144,"Geen Development, a.s.", 25 - 49," Profesní, vědecké a technické činnosti",Mariánské náměstí 617/1,49.17398475,16.6221739
16.622173896179998,49.1739847508144,"Geen Sale, a.s.", 10 - 19," Profesní, vědecké a technické činnosti",Mariánské náměstí 617/1,49.17398475,16.6221739
16.665319575034403,49.1493383932103,"Gefab CS, s.r.o.", 25 - 49, Stavebnictví,Švédská 324/5,49.14933839,16.66531958
16.6350382741051,49.1957774062373,"Geldbach - CZ, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Jílkova 2503/203,49.19577741,16.63503827
16.6136281267624,49.2000691912408,"GELST, s.r.o.", 10 - 19, Administrativní a podpůrné činnosti,Příkop 843/4,49.20006919,16.61362813
16.6171370432802,49.1967535199835,"GEM, s.r.o.", 6 - 9, Doprava a skladování,Cejl 480/12,49.19675352,16.61713704
16.6045824610589,49.1516981079906,"Geneproof, a.s.", 50 - 99, Zpracovatelský průmysl,Vídeňská 101/119,49.15169811,16.60458246
16.6325288159859,49.20073760607529,Generace Care z.ú., 10 - 19, Zdravotní a sociální péče,Šámalova 744/102,49.20073761,16.63252882
16.622173896179998,49.1739847508144,"General Energy, a.s.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Mariánské náměstí 617/1,49.17398475,16.6221739
16.5765760079411,49.246608955095795,"General Soul, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Družstevní 2223/21,49.24660896,16.57657601
16.6789671581231,49.1684966579117,"Generální Dodávky Staveb, s.r.o.", 10 - 19, Stavebnictví,Tuřanka 1222/115,49.16849666,16.67896716
16.6789671581231,49.1684966579117,"Generica Bohemia, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Tuřanka 1222/115,49.16849666,16.67896716
16.6336733648793,49.1740336171313,"Gentop Engineering, s.r.o.", 6 - 9," Profesní, vědecké a technické činnosti",U Svitavy 1077/2,49.17403362,16.63367337
16.6082333661889,49.1645949658714,"Geo75, s.r.o.", 10 - 19," Profesní, vědecké a technické činnosti",Sokolova 32/84,49.16459497,16.60823337
16.5822648050735,49.1877267551855,"Geocart CZ, a.s.", 20 - 24," Profesní, vědecké a technické činnosti",Výstaviště 405/1,49.18772676,16.58226481
16.5256935806174,49.238056186009,"Geodrill, s.r.o.", 20 - 24," Profesní, vědecké a technické činnosti",K Bukovinám 169/45,49.23805619,16.52569358
16.6055936541501,49.17616588980721,"Geomat, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Pražákova 1008/69,49.17616589,16.60559365
16.6285371861569,49.206555023766605,"GEOPEN, s.r.o.", 6 - 9," Profesní, vědecké a technické činnosti",Husovická 892/9,49.20655502,16.62853719
16.6003608319745,49.144338252799905,"Georadis, s.r.o.", 10 - 19, Zpracovatelský průmysl,Novomoravanská 321/41,49.14433825,16.60036083
16.6814922900475,49.171529984826094,"Geosan, s.r.o.", 6 - 9," Profesní, vědecké a technické činnosti",Tuřanka 1148/107,49.17152999,16.68149229
16.6806067416201,49.17047466093221,"GEOSTAR, s.r.o.", 25 - 49," Profesní, vědecké a technické činnosti",Tuřanka 240/111,49.17047466,16.68060674
16.6828195643545,49.170980467037204,"GEOtest, a.s.", 100 - 199," Profesní, vědecké a technické činnosti",Šmahova 1244/112,49.17098047,16.68281956
16.6059990862957,49.1901378940948,"Geschenk, s.r.o.", 6 - 9," Ubytování, stravování a pohostinství",Kopečná 940/14,49.19013789,16.60599909
16.6134581421545,49.19325466201221,"GESTE, a.s.", 6 - 9," Kulturní, zábavní a rekreační činnosti",Benešova 627/14,49.19325466,16.61345814
16.6196153199776,49.188231554824,"Gestore, v.o.s.", 6 - 9," Profesní, vědecké a technické činnosti",Čechyňská 361/16,49.18823156,16.61961532
16.6061904454175,49.192359809980005,"GET Industrial Assembly, s.r.o.", 25 - 49, Zpracovatelský průmysl,Starobrněnská 282/19,49.19235981,16.60619045
16.5949262571692,49.1845141390394,"Getafe, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Vídeňská 1018/18,49.18451414,16.59492626
16.5712840927895,49.236268325892105,"GF Instruments, s.r.o.", 10 - 19, Zpracovatelský průmysl,Purkyňova 658/144,49.23626833,16.57128409
16.6266165557401,49.2017265872328,"GF Machinery, s.r.o.", 10 - 19, Zpracovatelský průmysl,Cejl 29/76,49.20172659,16.62661656
16.616220062801197,49.1910094438478,"GHP CZ, s.r.o.", 6 - 9," Zemědělství, lesnictví, rybářství",Mlýnská 326/13,49.19100944,16.61622006
16.6015613719612,49.201103643847595,"GHU, s.r.o.", 10 - 19," Ubytování, stravování a pohostinství",Smetanova 993/8a,49.20110364,16.60156137
16.5754468822228,49.2285814920666,"GHV Trading, s.r.o.", 25 - 49, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Edisonova 2955/3,49.22858149,16.57544688
16.5727126207037,49.233292582884104,"Giants Software CZ, s.r.o.", 10 - 19," Zemědělství, lesnictví, rybářství",Purkyňova 649/127,49.23329258,16.57271262
16.622394843112303,49.161019665287895,"GIFOS, s.r.o.", 10 - 19, Zpracovatelský průmysl,Kšírova 733/263c,49.16101967,16.62239484
16.648261228949,49.192305578920795,"Gigacomputer, a.s.", 25 - 49, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Otakara Ševčíka 4228/83,49.19230558,16.64826123
16.587825108984198,49.250827818233496,"Gill, s.r.o.", 6 - 9, Zpracovatelský průmysl,Hapalova 1496/42a,49.25082782,16.58782511
16.593915399149598,49.181659096085504,"Gimax Servis CZ, s.r.o.", 100 - 199, Administrativní a podpůrné činnosti,Vídeňská 255/42,49.181659100000005,16.5939154
16.5727126207037,49.233292582884104,"Gina Software, s.r.o.", 25 - 49, Informační a komunikační činnosti,Purkyňova 649/127,49.23329258,16.57271262
16.568849234364702,49.215614269202604,"Ginkgo Účetnictví, s.r.o.", 10 - 19," Profesní, vědecké a technické činnosti",Maničky 46/5,49.21561427,16.56884923
16.6746041261281,49.1324060267331,"Giometal, s.r.o.", 25 - 49, Zpracovatelský průmysl,Tovární 892/5a,49.13240603,16.67460413
16.5952135051594,49.191950940988704,"Gisit, s.r.o.", 6 - 9, Informační a komunikační činnosti,Mendlovo náměstí 470/2a,49.19195094,16.59521351
16.622173896179998,49.1739847508144,"GiTy, a.s.", 25 - 49, Informační a komunikační činnosti,Mariánské náměstí 617/1,49.17398475,16.6221739
16.5916822933545,49.256658018067505,"Glamour Distribuce, a.s.", 25 - 49, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Jandáskova 1957/24,49.25665802,16.59168229
16.5915351070902,49.2558316037295,"Glamour Trade, s.r.o.", 25 - 49, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Karásek 1957/13,49.2558316,16.59153511
16.5916822933545,49.256658018067505,"Glamour, a.s.", 6 - 9, Činnosti v oblasti nemovitostí,Jandáskova 1957/24,49.25665802,16.59168229
16.625468738775698,49.2032781191605,"Glanc Facility, s.r.o.", 25 - 49, Administrativní a podpůrné činnosti,Vranovská 50/11,49.20327812,16.62546874
16.5930523148926,49.227492893288705,"GLANC, s.r.o.", 6 - 9," Profesní, vědecké a technické činnosti",Palackého třída 832/126,49.22749289,16.59305232
16.6185831727842,49.1932054612632,"Glanis - Pekařství a cukrářství,", 10 - 19, Zpracovatelský průmysl,Vlhká 140/21,49.19320546,16.61858317
16.5492359996612,49.2225319380717,"Glaska, s.r.o.", 6 - 9," Ubytování, stravování a pohostinství",ulice Čoupkových 662/12,49.22253194,16.549235999999997
16.5747549557736,49.2403755007634,"Glix Deco, s.r.o.", 6 - 9, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Hudcova 102/11,49.2403755,16.57475496
16.607472290124,49.1939696808792,"Global Apartments, s.r.o.", 6 - 9, Činnosti v oblasti nemovitostí,Dominikánské náměstí 187/5,49.19396968,16.60747229
16.532929845302597,49.1983536252487,"Global dtp, s.r.o.", 10 - 19, Informační a komunikační činnosti,Voříškova 401/9,49.19835363,16.53292985
16.6253938040096,49.185371985108496,"Global IT Center, s.r.o.", 100 - 199, Informační a komunikační činnosti,Škrobárenská 511/3,49.18537199,16.6253938
16.6044027530863,49.180286601249506,"Global Load Control PTY, Odštěpný Závod", 50 - 99, Doprava a skladování,Holandská 854/1,49.1802866,16.60440275
16.6076013708437,49.2022094687131,"Global Safeness, s.r.o.", 6 - 9," Zemědělství, lesnictví, rybářství",Lidická 2006/26,49.20220947,16.60760137
16.6044027530863,49.180286601249506,"Global Tele Sales Brno, s.r.o.", 250 - 499, Administrativní a podpůrné činnosti,Holandská 854/1,49.1802866,16.60440275
16.578066896902403,49.1665393577762,"GMJ, s.r.o.", 6 - 9, Stavebnictví,Rolnická 660/5,49.16653936,16.5780669
16.5949262571692,49.1845141390394,"GMP Europe, s.r.o.", 10 - 19," Zemědělství, lesnictví, rybářství",Vídeňská 1018/18,49.18451414,16.59492626
16.605496424096998,49.19025683289129,"GMR GAS, s.r.o.", 10 - 19, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Kopečná 241/20,49.19025683,16.60549642
16.522131774888898,49.1747941488004,"Go4lube, s.r.o.", 10 - 19," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Pražská 674/156,49.17479415,16.52213178
16.5582870301036,49.214644859916895,"Gold gym, s.r.o.", 6 - 9," Kulturní, zábavní a rekreační činnosti",Jundrovská 1303/43,49.21464486,16.55828703
16.6027529431681,49.2082432231089,"Gold of India, s.r.o.", 6 - 9," Ubytování, stravování a pohostinství",Kotlářská 989/51a,49.20824322,16.60275294
