_id,%,počet
105,0.320154956917,497.520803048
106,0.408084010433,634.162552212
107,0.0225264547042,35.0061106103
108,"",""
109,"",""
110,"",""
111,"",""
112,počet,""
113,1554.0,""
114,0.0,""
115,1554.0,""
116,"",""
117,"",""
118,"",""
119,"",""
120,počet,""
121,1385.23376602,""
122,168.766233984,""
123,1554.0,""
124,"",""
125,"",""
126,"",""
127,"",""
128,počet,""
129,0.0,""
130,1554.0,""
131,1554.0,""
132,"",""
133,"",""
134,"",""
135,"",""
136,počet,""
137,1344.69900176,""
138,60.5735477033,""
139,148.727450539,""
140,1554.0,""
141,"",""
142,"",""
143,"",""
144,"",""
145,počet,""
146,57.9773484344,""
147,10.3530979347,""
148,101.46035976,""
149,32.0946035976,""
150,14.4943371086,""
151,7.2471685543,""
152,4.14123917388,""
153,36.2358427715,""
154,16.5649566955,""
155,4.14123917388,""
156,51.7654896736,""
157,32.0946035976,""
158,113.884077282,""
159,108.707528314,""
160,22.7768154564,""
161,21.7415056629,""
162,43.4830113258,""
163,2.07061958694,""
164,62.1185876083,""
165,191.532311792,""
166,43.4830113258,""
167,54.871419054,""
168,249.509660226,""
169,22.7768154564,""
170,3.10592938041,""
171,53.8361092605,""
172,85.9307128581,""
173,18.6355762825,""
174,86.9660226516,""
175,1554.0,""
176,"",""
177,"",""
178,"",""
179,"",""
180,počet,""
181,49.6948686355,""
182,124.237171798,""
183,402.735506332,""
184,69.3657553312,""
185,642.927387242,""
186,265.039310662,""
187,1554.0,""
188,"",""
189,"",""
190,"",""
191,"",""
192,počet,""
193,745.423051394,""
194,808.576948606,""
195,1554.0,""
196,"",""
197,"",""
198,"",""
199,"",""
200,počet,""
201,16.4189246948,""
202,11.7316314706,""
203,14.4487876788,""
204,14.4329003561,""
205,17.3210656487,""
206,17.4130145567,""
207,20.0471334039,""
208,32.0669840573,""
209,17.9111761544,""
210,28.0854855171,""
211,27.1328891999,""
212,25.5750961967,""
213,28.8831699568,""
214,29.4803013469,""
215,31.0362915481,""
216,21.5233076666,""
217,24.379915618,""
218,26.96003287,""
219,38.2047705879,""
220,29.7733292825,""
221,32.229290765,""
222,37.0448176454,""
223,32.0821988914,""
224,34.9855487219,""
225,23.7853910461,""
226,29.1393256095,""
227,29.4941620786,""
228,40.5645583712,""
229,21.0536833945,""
230,29.6053852153,""
231,27.6712907477,""
232,23.8130967378,""
233,18.8588835414,""
234,20.3536255106,""
235,20.0661605495,""
236,13.8464987184,""
237,23.3233791255,""
238,30.5437719351,""
239,22.4640930867,""
240,22.4694984317,""
241,18.1233008169,""
242,22.7620495677,""
243,26.1580828131,""
244,17.51986312,""
245,23.0957506833,""
246,16.6601482539,""
247,23.8303567342,""
248,39.3977173603,""
249,33.1200415259,""
250,35.1136702968,""
251,30.7480812868,""
252,31.7791355681,""
253,23.7119250892,""
254,21.8065832656,""
255,22.4955791031,""
256,16.8606258686,""
257,16.5870820221,""
258,25.6497915638,""
259,17.0451454573,""
260,12.4448122511,""
261,14.0451751202,""
262,6.70489241993,""
263,9.8963871961,""
264,2.49054645101,""
265,8.43547799624,""
266,2.82214373755,""
267,2.34552269801,""
268,4.21292660616,""
269,2.96560136114,""
270,6.15401175973,""
271,2.66773315485,""
272,3.35222150737,""
273,2.53745641785,""
274,2.11685552802,""
275,0.996307942716,""
276,1.1261295207,""
277,1554.0,""
278,"",""
279,"",""
280,"",""
281,"",""
282,počet,""
283,111.813457809,""
284,266.074617262,""
285,313.698867498,""
286,239.156561912,""
287,223.626915443,""
288,399.629580076,""
289,1554.0,""
290,"",""
291,"",""
292,"",""
293,"",""
294,počet,""
295,101.788936761,""
296,408.618791521,""
297,391.189497707,""
298,49.852474372,""
299,124.220740364,""
300,478.329559275,""
301,1554.0,""
302,"",""
303,"",""
304,"",""
305,"",""
306,počet,""
307,101.788936761,""
308,408.618791521,""
309,441.041972079,""
310,602.550299639,""
311,1554.0,""
312,"",""
313,"",""
314,"",""
315,"",""
316,počet,""
317,236.436951875,""
318,216.661136702,""
319,637.871730181,""
320,433.811848164,""
321,13.1297328386,""
322,12.2998763537,""
323,3.78872388574,""
324,1554.0,""
325,"",""
326,"",""
327,"",""
328,"",""
329,počet,""
330,137.369417031,""
331,134.427676686,""
332,146.074730296,""
333,43.6888927803,""
334,16.7066292415,""
335,353.438373072,""
336,74.4269960253,""
337,220.457831199,""
338,26.6648762974,""
339,206.305652003,""
340,27.9137799847,""
341,55.2785285531,""
342,19.7281610277,""
343,70.6075232335,""
344,9.26019178893,""
345,11.6507407815,""
346,"",""
347,"",""
348,"",""
349,"",""
350,počet,""
351,54.477584306,""
352,66.1934626518,""
353,153.16881632,""
354,201.789821276,""
355,226.313844434,""
356,292.753766805,""
357,506.203314773,""
358,53.0993894329,""
359,"",""
360,"",""
361,"",""
362,"",""
363,počet,""
364,237.309196712,""
365,586.044869272,""
366,335.050232594,""
367,269.47636395,""
368,106.867893355,""
369,19.2514441169,""
370,1554.0,""
371,"",""
372,"",""
373,"",""
374,"",""
375,"",""
376,"",""
377,"",""
378,"",""
379,"",""
380,"",""
381,"",""
382,počet,""
383,969.770036263,""
384,565.258477569,""
385,44.3336789532,""
386,163.377410359,""
387,17.4163603081,""
388,13.7919469361,""
389,2.94723674513,""
390,11.43865382,""
391,108.988401635,""
392,44.3544311746,""
393,237.309196712,""
394,1554.0,""
395,"",""
396,"",""
397,"",""
398,"",""
399,počet,""
400,139.085533224,""
401,429.840240827,""
402,590.602958973,""
403,219.451279352,""
404,85.5814909605,""
405,48.6751163781,""
406,14.5918595024,""
407,3.57642231339,""
408,2.72693474998,""
409,19.8681637201,""
410,1554.0,""
411,"",""
412,"",""
413,"",""
414,"",""
415,"",""
416,"",""
417,"",""
418,"",""
419,"",""
420,"",""
421,"",""
422,počet,""
423,199.532702751,""
424,351.949623788,""
425,347.331271109,""
426,259.367894873,""
427,395.818507478,""
428,1554.0,""
429,"",""
430,"",""
431,"",""
432,"",""
433,Minimum,Maximum
434,12.0,300.0
435,"",""
436,"",""
437,"",""
438,"",""
439,počet,""
440,28.0246137422,""
441,367.793893736,""
442,395.818507478,""
443,"",""
444,"",""
445,"",""
446,"",""
447,počet,""
448,460.638158456,""
449,1082.63513579,""
450,10.7267057532,""
451,1554.0,""
452,"",""
453,"",""
454,"",""
455,"",""
456,počet,""
457,583.263768044,""
458,970.736231956,""
459,1554.0,""
460,"",""
461,"",""
462,"",""
463,"",""
464,počet,""
465,1121.7265262,""
466,432.273473802,""
467,1554.0,""
468,"",""
469,"",""
470,"",""
471,"",""
472,počet,""
473,681.346718079,""
474,872.653281921,""
475,1554.0,""
476,"",""
477,"",""
478,"",""
479,"",""
480,Spíše spokojen/a,Spíše nespokojen/a
481,0.383252270845,0.131810092784
482,0.450670878015,0.143254389605
483,0.380327115325,0.157756316678
484,0.475397721202,0.132527954257
485,0.435896577252,0.15270390561
486,0.479205338436,0.166993072721
487,0.41692930547,0.239345954306
488,0.463214123328,0.231529248595
489,0.425362355496,0.135936418594
490,0.46167006781,0.163510831943
491,0.43441663068,0.130074857575
492,0.299269466026,0.108178240877
493,0.449735327049,0.204581004035
494,0.338797830563,0.227434865875
495,"",""
496,"",""
497,"",""
498,"",""
499,počet,""
500,446.6643446,""
501,347.11924696,""
502,342.622670182,""
503,92.7315656621,""
504,28.766946756,""
505,191.871388879,""
506,104.223836961,""
507,1554.0,""
508,"",""
509,"",""
510,"",""
511,"",""
512,počet,""
513,381.355043678,""
514,349.45314556,""
515,256.790794164,""
516,169.282039364,""
517,130.961614975,""
518,92.9013773208,""
519,67.2591627012,""
520,56.9621617296,""
521,21.2194926182,""
522,11.2575987073,""
523,4.37878620261,""
524,8.95602157319,""
525,3.22276140477,""
526,1554.0,""
527,"",""
528,"",""
529,"",""
530,"",""
531,počet,""
532,317.771136776,""
533,1236.22886322,""
534,1554.0,""
535,"",""
536,"",""
537,"",""
538,"",""
539,počet,""
540,610.803679835,""
541,527.773141051,""
542,269.599596104,""
543,94.0504229986,""
544,32.4445810757,""
545,19.3285789356,""
546,1554.0,""
547,"",""
548,"",""
549,"",""
550,"",""
551,"",""
552,"",""
553,"",""
554,"",""
555,"",""
556,"",""
557,počet,""
558,58.5952964497,""
559,292.693967688,""
560,171.234053556,""
561,215.909986862,""
562,433.00695549,""
563,156.33979016,""
564,36.3834558165,""
565,189.836493978,""
566,1554.0,""
567,"",""
568,"",""
569,"",""
570,"",""
571,počet,""
572,1511.97808718,""
573,15.5330676426,""
574,0.0,""
575,26.4888451746,""
576,1554.0,""
577,"",""
578,"",""
579,"",""
580,"",""
581,Spíše spokojen/a,Spíše nespokojen/a
582,0.487283704027,0.137852106818
583,0.528230819021,0.213466923684
584,0.523579961536,0.141381346899
585,0.499758939208,0.200200911102
586,0.497180461998,0.212517120807
587,0.552672108376,0.122851923721
588,0.482423219493,0.150938535599
589,0.459624760749,0.12064853486
590,0.507811597228,0.143939532269
591,0.328556975768,0.264152882684
592,0.404847372411,0.0308599808443
593,"",""
594,"",""
595,"",""
596,"",""
597,počet,""
598,723.284742256,""
599,415.244287963,""
600,83.1663458214,""
601,19.8612665,""
602,133.697818267,""
603,178.745539192,""
604,1554.0,""
605,"",""
606,"",""
607,"",""
608,"",""
609,počet,""
610,516.871690397,""
611,619.54819191,""
612,292.717938514,""
613,89.9773960791,""
614,22.7312721962,""
615,12.1535109034,""
616,1554.0,""
617,"",""
618,"",""
619,"",""
620,"",""
621,"",""
622,"",""
623,"",""
624,"",""
625,"",""
626,"",""
627,Spíše platí,Spíše neplatí
628,0.554355169062,0.170539764553
629,0.100542268647,0.462816285129
630,0.103441308736,0.360996899562
631,0.277933872698,0.369926898206
632,0.439909260289,0.144068392678
633,0.407828459842,0.176121552851
634,0.368093637138,0.0593099884884
635,0.448623365942,0.179805865606
636,0.0395823637204,0.339921661269
637,0.347925266627,0.320309052836
638,"",""
639,"",""
640,"",""
641,"",""
642,"Ne, nemám",Nevím
643,0.138787628073,0.0100182738715
644,0.289451329359,0.0848723475889
645,0.364871483447,0.116274356778
646,0.486701520349,0.0560169686817
647,0.586182992809,0.0372965588146
648,"",""
649,"",""
650,"",""
651,"",""
652,počet,""
653,1199.23818261,""
654,269.313351888,""
655,35.450605258,""
656,49.9978602443,""
657,1554.0,""
658,"",""
659,"",""
660,"",""
661,"",""
662,"Ne, nemám",Nevím
663,0.41785587277,0.0387685757903
664,0.617348313824,0.0572103674216
665,0.667877718908,0.03656661291
666,0.655971965598,0.0677736539954
667,"",""
668,"",""
669,"",""
670,"",""
671,počet,""
672,817.666638815,""
673,433.035152749,""
674,115.212322621,""
675,188.085885815,""
676,1554.0,""
677,"",""
678,"",""
679,"",""
680,"",""
681,počet,""
682,596.338712602,""
683,372.583346475,""
684,164.406680723,""
685,420.671260201,""
686,1554.0,""
687,"",""
688,"",""
689,"",""
690,"",""
691,Spíše platí,Spíše neplatí
692,0.33362968995,0.0445584757171
693,0.226363129244,0.306214428903
694,0.507312905524,0.219961320498
695,0.265286993561,0.313806618955
696,"",""
697,"",""
698,"",""
699,"",""
700,počet,""
701,1094.23438854,""
702,347.504816328,""
703,94.7923604105,""
704,17.4684347181,""
705,1554.0,""
706,"",""
707,"",""
708,"",""
709,"",""
710,počet,""
711,943.928916406,""
712,464.291340845,""
713,33.5189476199,""
714,1441.73920487,""
715,"",""
716,"",""
717,"",""
718,"",""
719,počet,""
720,137.536112274,""
721,255.257055875,""
722,183.960527007,""
723,69.7263163702,""
724,107.928921979,""
725,41.4097761182,""
726,15.9810994883,""
727,18.8982047349,""
728,497.810288465,""
729,"",""
730,"",""
731,"",""
732,"",""
733,počet,""
734,770.836270899,""
735,430.381766284,""
736,201.098666731,""
737,151.683296086,""
738,1554.0,""
739,"",""
740,"",""
741,"",""
742,"",""
743,počet,""
744,67.0934977299,""
745,277.688551166,""
746,85.5997173878,""
747,430.381766284,""
748,"",""
749,"",""
750,"",""
751,"",""
752,počet,""
753,312.062728574,""
754,210.049151693,""
755,91.9412427665,""
756,75.8531431568,""
757,97.966473578,""
758,12.4223566219,""
759,40.4550290855,""
760,681.809464042,""
761,"",""
762,"",""
763,"",""
764,"",""
765,Nevím,Spíše platí
766,0.0123366751007,0.445125625464
767,0.0480602307981,0.567166248484
768,0.266879940586,0.310031645598
769,0.0761605720476,0.470858223999
770,0.0635962305602,0.202382303719
771,0.212200340974,0.370166556683
772,"",""
773,"",""
774,"",""
775,"",""
776,počet,""
777,437.253902415,""
778,674.172977002,""
779,323.371457818,""
780,74.9467651708,""
781,33.5636083745,""
782,10.69128922,""
783,1554.0,""
784,"",""
785,"",""
786,"",""
787,"",""
788,"",""
789,"",""
790,"",""
791,"",""
792,"",""
793,"",""
794,"",""
795,"",""
796,"",""
797,"",""
798,"",""
799,"",""
800,"",""
801,"",""
802,"",""
803,"",""
804,"",""
805,"",""
806,"",""
807,"",""
808,"",""
809,"",""
810,"",""
811,"",""
812,"",""
813,"",""
814,"",""
815,"",""
816,"",""
817,"",""
818,Spíše ne,Spíše ano
819,0.248836923257,0.178127250879
820,0.238808529743,0.223411190302
821,0.26331332457,0.259903887939
822,0.236379859829,0.258176359184
823,"",""
824,"",""
825,"",""
826,"",""
827,počet,""
828,502.147382564,""
829,425.466593028,""
830,228.254698585,""
831,94.0907802776,""
832,53.460053498,""
833,43.8225893239,""
834,38.0973664992,""
835,37.3385814894,""
836,24.6045799781,""
837,18.8777450823,""
838,3.18824143187,""
839,84.651388243,""
840,1554.0,""
841,"",""
842,"",""
843,"",""
844,"",""
845,Spíše podporovat,Spíše nepodporovat
846,0.369419723169,0.0613375754603
847,0.337924491727,0.251748206954
848,0.428453397401,0.122804532379
849,0.291395912847,0.0358644352045
850,0.35052281492,0.132050810311
851,0.35890535286,0.137105000758
852,0.303221645213,0.0272608234911
853,0.368596042462,0.161979845788
854,0.293630323084,0.19494476062
855,0.349000964977,0.144538286447
856,0.320134873555,0.0328710235737
857,0.00366529762512,0.000705763541948
858,"",""
859,"",""
860,"",""
861,"",""
862,počet,""
863,880.187346109,""
864,816.263515742,""
865,653.209112881,""
866,378.818402694,""
867,359.922775356,""
868,292.566643666,""
869,100.295132306,""
870,1554.0,""
871,"",""
872,"",""
873,"",""
874,"",""
875,počet,""
876,102.588441782,""
877,165.319879429,""
878,101.754985948,""
879,382.306958558,""
880,739.908549602,""
881,62.1211846816,""
882,1554.0,""
883,"",""
884,"",""
885,"",""
886,"",""
887,počet,""
888,874.401398165,""
889,645.76238393,""
890,33.836217905,""
891,1554.0,""
892,"",""
893,"",""
894,"",""
895,"",""
896,počet,""
897,19.8184943876,""
898,38.7428020542,""
899,114.004422898,""
900,92.3506922752,""
901,48.9123670362,""
902,237.087396884,""
903,78.4136515281,""
904,50.2687747711,""
905,679.598601835,""
906,"",""
907,"",""
908,"",""
909,"",""
910,počet,""
911,7.82267570926,""
912,10.0125290543,""
913,0.0,""
914,3.79370634758,""
915,0.0,""
916,3.28520353342,""
917,4.39746879205,""
918,14.284651499,""
919,3.83887163935,""
920,6.9751897384,""
921,12.5318325867,""
922,7.75381756453,""
923,3.45728257041,""
924,4.13551445635,""
925,6.47369698501,""
926,3.10836667725,""
927,6.51076609812,""
928,1.0410677715,""
929,5.9037553296,""
930,0.763554692826,""
931,1.03524960771,""
932,48.9123670362,""
933,"",""
934,"",""
935,"",""
936,"",""
937,počet,""
938,14.1844476456,""
939,11.3314104256,""
940,49.5573454435,""
941,4.71255401003,""
942,7.86132261801,""
943,3.49368530165,""
944,14.1625178937,""
945,14.5902623946,""
946,7.20857186322,""
947,26.4542453724,""
948,12.2434995184,""
949,18.2477274158,""
950,16.1435480597,""
951,24.2364298269,""
952,11.6420915445,""
953,9.96435211952,""
954,22.0146630651,""
955,2.72779084256,""
956,32.3815383489,""
957,19.1366498994,""
958,42.8853100819,""
959,23.9334257953,""
960,11.7895357726,""
961,14.7381139997,""
962,26.7233958121,""
963,34.0479769263,""
964,11.9672639232,""
965,27.1835246422,""
966,237.087396884,""
967,"",""
968,"",""
969,"",""
970,"",""
971,2,3
972,0.0441594452293,0.235393506418
973,0.0984756733111,0.31391593948
974,0.26988722655,0.374828653419
975,0.0927174263288,0.388766250985
976,0.111767204575,0.407465897074
977,0.130441931619,0.27431199257
978,0.0641389774321,0.375340555073
979,0.211448568977,0.428957552573
980,0.272762411627,0.389880359819
981,0.220421616191,0.242547416583
982,0.250311012312,0.263594380491
983,0.164846605706,0.392997732955
984,0.121672739457,0.350888939339
985,0.126401430548,0.332014609959
986,0.0239597147855,0.222731002367
987,0.23989115859,0.360772589509
988,0.0518513110833,0.336991387787
989,0.0603992681829,0.337115850375
990,0.198974220913,0.412125023462
991,0.214560674239,0.42644986507
992,0.213088024784,0.427819163869
993,"",""
994,"",""
995,"",""
996,"",""
997,počet,""
998,755.670691362,""
999,261.45024056,""
1000,1017.12093192,""
1001,138.02360125,""
1002,312.223224669,""
1003,450.246825919,""
1004,86.6322421589,""
1005,1554.0,""
1006,"",""
1007,"",""
1008,"",""
1009,"",""
1010,počet,""
1011,1360.03403853,""
1012,29.6930201704,""
1013,102.01368905,""
1014,14.4887053298,""
1015,47.7705469159,""
1016,1554.0,""
1017,"",""
1018,"",""
1019,"",""
1020,"",""
1021,2,3
1022,0.0209521785743,0.182255223981
1023,0.0219123212719,0.21704320172
1024,0.118929828815,0.367933867898
1025,0.162499042058,0.349343222297
1026,0.184219276563,0.306142450244
1027,0.143986243019,0.371653356017
1028,0.049861019755,0.338985213505
1029,0.0546726963324,0.215627306995
1030,0.0753541202856,0.336955482077
1031,0.215254337178,0.39727859491
1032,0.0313219314824,0.357794672964
1033,0.0343502107518,0.3224215067
1034,0.0557243694626,0.372878597249
1035,0.291370984648,0.316943545761
1036,0.241527007373,0.376491908617
1037,0.00147030578582,0.0113650914916
1038,"",""
1039,"",""
1040,"",""
1041,"",""
1042,Spíše ano,Spíše ne
1043,0.353876927886,0.362619864949
1044,0.25247802817,0.40206592326
1045,"",""
1046,"",""
1047,"",""
1048,"",""
1049,Zůstane stejná,Zhorší se
1050,0.632630729751,0.180423012522
1051,0.338044050892,0.454449259581
1052,0.692943090377,0.0791047491697
1053,0.556326076535,0.152194225373
1054,0.501510693471,0.174833302858
1055,0.472120000387,0.144939486944
1056,0.32670882171,0.495375882299
1057,0.0151020315762,0.0130753195583
1058,"",""
1059,"",""
1060,"",""
1061,"",""
1062,Hodně se toho obávám,Trochu se toho obávám
1063,0.120986855669,0.390884291414
1064,0.139428031499,0.357897540432
1065,0.104435485209,0.300703235252
1066,0.052479134388,0.224252097241
1067,0.0493071254828,0.174863989808
1068,0.026650454121,0.0113266230591
1069,"",""
1070,"",""
1071,"",""
1072,"",""
1073,počet,""
1074,200.23432044,""
1075,169.977635104,""
1076,134.881212769,""
1077,324.213509653,""
1078,615.627186965,""
1079,109.066135069,""
1080,1554.0,""
1081,"",""
1082,"",""
1083,"",""
1084,"",""
1085,počet,""
1086,241.502132799,""
1087,187.280270886,""
1088,52.2034973199,""
1089,73.8432628634,""
1090,862.137213667,""
1091,137.033622464,""
1092,1554.0,""
1093,"",""
1094,"",""
1095,"",""
1096,"",""
1097,počet,""
1098,66.2293384323,""
1099,75.3490322912,""
1100,131.127312271,""
1101,84.7806898816,""
1102,32.2524360297,""
1103,37.6307502348,""
1104,16.5611670634,""
1105,37.0551748012,""
1106,480.985901005,""
1107,"",""
1108,"",""
1109,"",""
1110,"",""
1111,počet,""
1112,190.832181877,""
1113,112.464194382,""
1114,51.2665712037,""
1115,34.5584102525,""
1116,8.45268739299,""
1117,6.80051092469,""
1118,76.6113449732,""
1119,480.985901005,""
1120,"",""
1121,"",""
1122,"",""
1123,"",""
1124,počet,""
1125,3.40536130382,""
1126,15.065520122,""
1127,80.7917157661,""
1128,80.7784992619,""
1129,43.5672949435,""
1130,16.7387545066,""
1131,32.3585370908,""
1132,272.705682995,""
1133,"",""
1134,"",""
1135,"",""
1136,"",""
1137,počet,""
1138,177.040213583,""
1139,147.523528433,""
1140,145.854818659,""
1141,117.237612937,""
1142,82.2329057004,""
1143,57.200989951,""
1144,55.8972488956,""
1145,51.9516288436,""
1146,42.0440849484,""
1147,40.2223257444,""
1148,39.442018959,""
1149,39.2496589511,""
1150,33.4322705325,""
1151,31.5538882877,""
1152,28.3133617936,""
1153,22.4955053202,""
1154,21.9628032552,""
1155,21.6586206768,""
1156,17.4163877835,""
1157,17.3798800018,""
1158,12.4718786224,""
1159,2.49053578322,""
1160,0.0,""
1161,480.985901005,""
1162,"",""
1163,"",""
1164,"",""
1165,"",""
1166,"Ano, uvažuji",Neuvažuji
1167,0.289206417908,0.441502043301
1168,0.162861656687,0.651826807352
1169,0.133014032058,0.719204905937
1170,0.0775422242676,0.751266355468
1171,0.0972857312522,0.773754795807
1172,0.0512753325648,0.796025600734
1173,0.0566396691995,0.790950454516
1174,"",""
1175,"",""
1176,"",""
1177,"",""
1178,počet,""
1179,415.137137581,""
1180,663.832139621,""
1181,166.9359566,""
1182,90.8594300184,""
1183,217.23533618,""
1184,1554.0,""
1185,"",""
1186,"",""
1187,"",""
1188,"",""
1189,počet,""
1190,922.276003872,""
1191,480.415423737,""
1192,151.308572392,""
1193,1554.0,""
1194,"",""
1195,"",""
1196,"",""
1197,"",""
1198,Spíše nesouhlasím,Spíše souhlasím
1199,0.233027819513,0.395457401586
1200,0.12412296478,0.460556134395
1201,0.270229989595,0.355921189116
1202,0.243327767928,0.282890131552
1203,0.218192485963,0.268511987898
1204,"",""
1205,"",""
1206,"",""
1207,"",""
1208,počet,""
1209,480.734517164,""
1210,697.971529322,""
1211,163.572966321,""
1212,52.5710478673,""
1213,159.149939326,""
1214,1554.0,""
1215,"",""
1216,"",""
1217,"",""
1218,"",""
1219,počet,""
1220,427.587807631,""
1221,628.608736832,""
1222,233.329119962,""
1223,99.6517175408,""
1224,164.822618034,""
1225,1554.0,""
1226,"",""
1227,"",""
1228,"",""
1229,"",""
1230,počet,""
1231,268.862493592,""
1232,460.34298105,""
1233,428.322016887,""
1234,251.929381576,""
1235,144.543126894,""
1236,1554.0,""
1237,"",""
1238,"",""
1239,"",""
1240,"",""
1241,Spíše bych přivítal/a,Spíše by mi vadila
1242,0.479183131628,0.0791705985823
1243,0.445787922215,0.230246407178
1244,0.339624715823,0.222277130631
1245,0.35047670368,0.27601785988
1246,0.332314792196,0.27517124119
1247,0.296824945741,0.326397134265
1248,0.207825884852,0.41256933559
1249,"",""
1250,"",""
1251,"",""
1252,"",""
1253,počet,""
1254,598.34403587,""
1255,582.913956213,""
1256,537.306444272,""
1257,483.589341467,""
1258,403.506155282,""
1259,333.556456508,""
1260,124.275083677,""
1261,74.0895205827,""
1262,57.7145565056,""
1263,1182.81460447,""
1264,"",""
1265,"",""
1266,"",""
1267,"",""
1268,počet,""
1269,138.212441758,""
1270,513.161615544,""
1271,536.37482358,""
1272,323.728819828,""
1273,42.522299291,""
1274,1554.0,""
1275,"",""
1276,"",""
1277,"",""
1278,"",""
1279,počet,""
1280,138.212441758,""
1281,513.161615544,""
1282,536.37482358,""
1283,323.728819828,""
1284,42.522299291,""
1285,1554.0,""
1286,"",""
