,MČ,Ulice,LAT,LNG,Typ
841,BRNO-STŘED,Botanická - Kotlářská,49.206797045222,16.599900659621998,SBA
842,BRNO-STŘED,Botanická - Kotlářská,49.206797045222,16.599900659621998,PAP
843,BRNO-STŘED,Botanická - Kotlářská,49.206797045222,16.599900659621998,PLA
844,BRNO-STŘED,Botanická 66,49.20870701691,16.598960993879,SBA
845,BRNO-STŘED,Botanická 66,49.20870701691,16.598960993879,SBI
846,BRNO-STŘED,Botanická 66 - v domě,49.208966189695,16.598992034259,PAP
847,BRNO-STŘED,Botanická 66 - v domě,49.208966189695,16.598992034259,PLA
848,BRNO-STŘED,Botanická x Smetanova,49.202774586792,16.604651816618,PLA
849,BRNO-STŘED,Botanická x Smetanova,49.202774586792,16.604651816618,PLA
850,BRNO-STŘED,Botanická x Smetanova,49.202774586792,16.604651816618,SBA
851,BRNO-STŘED,Botanická x Smetanova,49.202774586792,16.604651816618,PLA
852,BRNO-STŘED,Botanická x Smetanova,49.202774586792,16.604651816618,SBI
853,BRNO-STŘED,Botanická x Smetanova,49.202774586792,16.604651816618,PAP
854,BRNO-STŘED,Botanická x Smetanova,49.202774586792,16.604651816618,PAP
855,BRNO-STŘED,Botanická x Smetanova,49.202774586792,16.604651816618,PAP
856,BRNO-STŘED,Bratislavská 23,49.199407020919,16.61888723346,SBA
857,BRNO-STŘED,Bratislavská 23,49.199407020919,16.61888723346,SBI
858,BRNO-STŘED,Bratislavská 80,49.200506128381,16.624265054149,SBA
859,BRNO-STŘED,Bratislavská 80,49.200506128381,16.624265054149,SBI
860,BRNO-STŘED,Bratislavská x Stará,49.199252680589,16.617854628721002,PAP
861,BRNO-STŘED,Bratislavská x Stará,49.199252680589,16.617854628721002,PLA
862,BRNO-STŘED,Bratislavská x Stará,49.199252680589,16.617854628721002,PLA
863,BRNO-STŘED,Bratislavská x Stará,49.199252680589,16.617854628721002,PAP
864,BRNO-STŘED,Burešova 2,49.205831186101,16.604909042654,SBA
865,BRNO-STŘED,Burešova 2,49.205831186101,16.604909042654,SBI
866,BRNO-STŘED,Burešova 8 - v domě,49.205745755203,16.604321727774,PAP
867,BRNO-STŘED,Burešova 8 - v domě,49.205745755203,16.604321727774,PLA
868,BRNO-STŘED,Běhounská 17 - v domě,49.197305786998,16.608831133383,PLA
869,BRNO-STŘED,Běhounská 17 - v domě,49.197305786998,16.608831133383,PAP
870,BRNO-STŘED,Běhounská 22 - 24 - v domě,49.197285823825,16.609106971986,PLA
871,BRNO-STŘED,Běhounská 22 - 24 - v domě,49.197285823825,16.609106971986,PLA
872,BRNO-STŘED,Běhounská 3/5 - v domě,49.19592222296,16.608807314258,PLA
873,BRNO-STŘED,Běhounská 3/5 - v domě,49.19592222296,16.608807314258,PAP
874,BRNO-STŘED,"Cejl 87,68- Tkalcovská",49.199722124942,16.626274905198,SBA
875,BRNO-STŘED,"Cejl 87,68- Tkalcovská",49.199722124942,16.626274905198,SBI
876,BRNO-STŘED,Cejl x Vlhká,49.19645822452,16.616552417901,SBI
877,BRNO-STŘED,Cejl x Vlhká,49.19645822452,16.616552417901,PAP
878,BRNO-STŘED,Cejl x Vlhká,49.19645822452,16.616552417901,SBA
879,BRNO-STŘED,Cejl x Vlhká,49.19645822452,16.616552417901,PLA
880,BRNO-STŘED,Celní 3,49.178839582472,16.594692870188002,PLA
881,BRNO-STŘED,Celní 3,49.178839582472,16.594692870188002,PAP
882,BRNO-STŘED,Cihlářská 15,49.203817469515,16.604979611878,SBA
883,BRNO-STŘED,Cihlářská 15,49.203817469515,16.604979611878,SBI
884,BRNO-STŘED,Cihlářská 19,49.204488150612,16.603881969367002,SBA
885,BRNO-STŘED,Cihlářská 19,49.204488150612,16.603881969367002,SBI
886,BRNO-STŘED,Cihlářská 20 - v domě,49.204182254645,16.604700555862998,PAP
887,BRNO-STŘED,Cihlářská 20 - v domě,49.204182254645,16.604700555862998,PLA
888,BRNO-STŘED,Cihlářská 42,49.205057476659,16.602902651955,SBA
889,BRNO-STŘED,Cihlářská 42,49.205057476659,16.602902651955,SBI
890,BRNO-STŘED,Cihlářská 42,49.205057476659,16.602902651955,PAP
891,BRNO-STŘED,Cihlářská 42,49.205057476659,16.602902651955,PAP
892,BRNO-STŘED,Cihlářská 42,49.205057476659,16.602902651955,PLA
893,BRNO-STŘED,Cihlářská 42,49.205057476659,16.602902651955,PLA
894,BRNO-STŘED,Cihlářská 5 - v domě,49.203125413119,16.605981025912,PAP
895,BRNO-STŘED,Cihlářská 5 - v domě,49.203125413119,16.605981025912,PLA
896,BRNO-STŘED,Dominikánská 2,49.193005211065,16.605733874787,PAP
897,BRNO-STŘED,Dominikánská 2,49.193005211065,16.605733874787,PLA
898,BRNO-STŘED,Dominikánské nám. 6/7 - v domě,49.193783265327,16.607312303618,PLA
899,BRNO-STŘED,Dominikánské nám. 6/7 - v domě,49.193783265327,16.607312303618,PAP
900,BRNO-STŘED,Dominikánské nám. 8 - v domě,49.193660334718,16.607439188062,PLA
901,BRNO-STŘED,Dominikánské nám. 8 - v domě,49.193660334718,16.607439188062,PAP
902,BRNO-STŘED,Dvorského 20a,49.179471508846,16.599210408929,SBA
903,BRNO-STŘED,Dvorského 20a,49.179471508846,16.599210408929,SBI
904,BRNO-STŘED,Dvorského 4,49.181903336811,16.601372172456,PAP
905,BRNO-STŘED,Dvorského 4,49.181903336811,16.601372172456,PLA
906,BRNO-STŘED,Dvorského 4,49.181903336811,16.601372172456,PLA
907,BRNO-STŘED,Dvorského 4,49.181903336811,16.601372172456,PAP
908,BRNO-STŘED,Dvorského 6,49.180348632801,16.600207581219,SBA
909,BRNO-STŘED,Dvorského 6,49.180348632801,16.600207581219,SBI
910,BRNO-STŘED,Dvorského x Opavská,49.180503642,16.600216641765,PLA
911,BRNO-STŘED,Dvorského x Opavská,49.180503642,16.600216641765,PLA
912,BRNO-STŘED,Dvorského x Opavská,49.180503642,16.600216641765,PLA
913,BRNO-STŘED,Dvorského x Opavská,49.180503642,16.600216641765,PAP
914,BRNO-STŘED,Dvorského x Opavská,49.180503642,16.600216641765,PAP
915,BRNO-STŘED,Dvořákova 3 - v domě,49.195932753924,16.610041939985003,PLA
916,BRNO-STŘED,Dvořákova 3 - v domě,49.195932753924,16.610041939985003,PAP
917,BRNO-STŘED,Dvořákova 3 - v domě,49.195932753924,16.610041939985003,PLA
918,BRNO-STŘED,Dvořákova 3 - v domě,49.195932753924,16.610041939985003,PAP
919,BRNO-STŘED,Dvořákova 4 - v domě,49.195772805326,16.610324484487,PAP
920,BRNO-STŘED,Dvořákova 4 - v domě,49.195772805326,16.610324484487,PLA
921,BRNO-STŘED,Dvořákova 6 - v domě,49.195807791868,16.610732464446002,PLA
922,BRNO-STŘED,Dvořákova 6 - v domě,49.195807791868,16.610732464446002,PAP
923,BRNO-STŘED,Dvořákova 6 - v domě,49.195807791868,16.610732464446002,PLA
924,BRNO-STŘED,Dvořákova 6 - v domě,49.195807791868,16.610732464446002,PAP
925,BRNO-STŘED,Dvořákova 8 - v domě,49.19585656117,16.610930038682,PLA
926,BRNO-STŘED,Dvořákova 8 - v domě,49.19585656117,16.610930038682,PAP
927,BRNO-STŘED,Dřevařská 14 - v domě,49.20934373579,16.601687665938,PAP
928,BRNO-STŘED,Dřevařská 14 - v domě,49.20934373579,16.601687665938,PLA
929,BRNO-STŘED,Dřevařská 23,49.208971240687,16.601317849024998,SBA
930,BRNO-STŘED,Dřevařská 23,49.208971240687,16.601317849024998,SBI
931,BRNO-STŘED,Dřevařská 24,49.20889790911,16.600283542397,SBA
932,BRNO-STŘED,Dřevařská 24,49.20889790911,16.600283542397,SBI
933,BRNO-STŘED,Dřevařská 24 - v domě,49.208986332967,16.600378227646,PAP
934,BRNO-STŘED,Dřevařská 24 - v domě,49.208986332967,16.600378227646,PLA
935,BRNO-STŘED,Dřevařská 26 - v domě,49.208922072479,16.600157601026,PAP
936,BRNO-STŘED,Dřevařská 26 - v domě,49.208922072479,16.600157601026,PLA
937,BRNO-STŘED,Francouzská 12 - v domě,49.201292271445,16.616323617521,PAP
938,BRNO-STŘED,Francouzská 12 - v domě,49.201292271445,16.616323617521,PLA
939,BRNO-STŘED,Francouzská 22 - v domě,49.201340881301,16.617825305992,PAP
940,BRNO-STŘED,Francouzská 22 - v domě,49.201340881301,16.617825305992,PLA
941,BRNO-STŘED,Francouzská 25-27,49.201508850843,16.617849879928,SBA
942,BRNO-STŘED,Francouzská 25-27,49.201508850843,16.617849879928,SBI
943,BRNO-STŘED,Francouzská 58 - v domě,49.202044531528,16.621506932395,PAP
944,BRNO-STŘED,Francouzská 58 - v domě,49.202044531528,16.621506932395,PLA
945,BRNO-STŘED,Francouzská 60 - v domě,49.202042789324,16.62169011021,PAP
946,BRNO-STŘED,Francouzská 60 - v domě,49.202042789324,16.62169011021,PLA
947,BRNO-STŘED,Františkánská 17 - v domě,49.192934894031,16.611914121958,PAP
948,BRNO-STŘED,Františkánská 17 - v domě,49.192934894031,16.611914121958,PLA
949,BRNO-STŘED,Františkánská 7 - v domě,49.192503375257,16.611175247229,PLA
950,BRNO-STŘED,Františkánská 7 - v domě,49.192503375257,16.611175247229,PAP
951,BRNO-STŘED,Gorazdova 2 - v domě,49.197054616052,16.594395672646,PAP
952,BRNO-STŘED,Gorazdova 2 - v domě,49.197054616052,16.594395672646,PLA
953,BRNO-STŘED,Gorazdova 6 - v domě,49.197141193048,16.595051402187,PLA
954,BRNO-STŘED,Gorazdova 6 - v domě,49.197141193048,16.595051402187,PAP
955,BRNO-STŘED,Gorazdova 7 - v domě,49.197356990163,16.59521597445,PLA
956,BRNO-STŘED,Gorazdova 7 - v domě,49.197356990163,16.59521597445,PAP
957,BRNO-STŘED,Gorkého 32 - v domě,49.199572642666,16.595783063684,PAP
958,BRNO-STŘED,Gorkého 32 - v domě,49.199572642666,16.595783063684,PLA
959,BRNO-STŘED,Gorkého 38 - v domě,49.199467008745,16.595170761842,PAP
960,BRNO-STŘED,Gorkého 38 - v domě,49.199467008745,16.595170761842,PLA
961,BRNO-STŘED,Gorkého 4 - v domě,49.200206411957,16.600302357588998,PAP
962,BRNO-STŘED,Gorkého 4 - v domě,49.200206411957,16.600302357588998,PLA
963,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,SBA
964,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,SBI
965,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,SBA
966,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,SBA
967,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,SBA
968,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,SBI
969,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,SBI
970,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,SBI
971,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,PLA
972,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,PLA
973,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,PAP
974,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,PAP
975,BRNO-STŘED,Gorkého 45,49.199024699565,16.592202189098998,PAP
976,BRNO-STŘED,Gorkého 9 - v domě,49.199879250832,16.599805189683,PLA
977,BRNO-STŘED,Gorkého 9 - v domě,49.199879250832,16.599805189683,PAP
978,BRNO-STŘED,Grmelova 10,49.181401582944,16.598985125175,SBA
979,BRNO-STŘED,Grmelova 10,49.181401582944,16.598985125175,SBI
980,BRNO-STŘED,Grmelova 10,49.181401582944,16.598985125175,PAP
981,BRNO-STŘED,Grmelova 10,49.181401582944,16.598985125175,PLA
982,BRNO-STŘED,Grmelova 10,49.181401582944,16.598985125175,PLA
983,BRNO-STŘED,Grmelova 10,49.181401582944,16.598985125175,PAP
984,BRNO-STŘED,"Grohova 14, 16 - Církevní střední zdravotnická škola",49.200983802944,16.597461523762,PLA
985,BRNO-STŘED,"Grohova 14, 16 - Církevní střední zdravotnická škola",49.200983802944,16.597461523762,PAP
986,BRNO-STŘED,Grohova 31 - v domě,49.200297149582,16.593979366353,PAP
987,BRNO-STŘED,Grohova 31 - v domě,49.200297149582,16.593979366353,PLA
988,BRNO-STŘED,Grohova 33 - v domě,49.200258692881,16.593692405746,PAP
989,BRNO-STŘED,Grohova 33 - v domě,49.200258692881,16.593692405746,PLA
990,BRNO-STŘED,"Grohova 45,47,49 - v domě",49.199909737856,16.591086089963,PAP
991,BRNO-STŘED,"Grohova 45,47,49 - v domě",49.199909737856,16.591086089963,PLA
992,BRNO-STŘED,Grohova 51 - v domě,49.199637198301,16.590082119827002,PAP
993,BRNO-STŘED,Grohova 51 - v domě,49.199637198301,16.590082119827002,PLA
994,BRNO-STŘED,Havlenova 35,49.179836305365,16.597170663011998,SBA
995,BRNO-STŘED,Havlenova 35,49.179836305365,16.597170663011998,SBI
996,BRNO-STŘED,Havlíčkova x Rudišova,49.201337177054,16.579515681435,PLA
997,BRNO-STŘED,Havlíčkova x Rudišova,49.201337177054,16.579515681435,PLA
998,BRNO-STŘED,Havlíčkova x Rudišova,49.201337177054,16.579515681435,PAP
999,BRNO-STŘED,Havlíčkova x Rudišova,49.201337177054,16.579515681435,PAP
1000,BRNO-STŘED,Havlíčkova x Rudišova,49.201337177054,16.579515681435,PLA
1001,BRNO-STŘED,Havlíčkova x Rudišova,49.201337177054,16.579515681435,PAP
1002,BRNO-STŘED,Heinrichova 51,49.200605458277,16.583743875585,PLA
1003,BRNO-STŘED,Heinrichova 51,49.200605458277,16.583743875585,SBA
1004,BRNO-STŘED,Heinrichova 51,49.200605458277,16.583743875585,SBI
1005,BRNO-STŘED,Heinrichova 51,49.200605458277,16.583743875585,PAP
1006,BRNO-STŘED,Hlinky 120,49.190636088355,16.578856975641,SBA
1007,BRNO-STŘED,Hlinky 120,49.190636088355,16.578856975641,SBA
1008,BRNO-STŘED,Hlinky 120,49.190636088355,16.578856975641,SBI
1009,BRNO-STŘED,Hlinky 120,49.190636088355,16.578856975641,SBI
1010,BRNO-STŘED,Hlinky 151,49.193687337002,16.570139478946,SBA
1011,BRNO-STŘED,Hlinky 151,49.193687337002,16.570139478946,SBI
1012,BRNO-STŘED,Hlinky 50,49.189600187347,16.587570896106,SBA
1013,BRNO-STŘED,Hlinky 50,49.189600187347,16.587570896106,SBI
1014,BRNO-STŘED,Hlinky 60,49.189631804332,16.5860648839,PAP
1015,BRNO-STŘED,Hlinky 60,49.189631804332,16.5860648839,PLA
1016,BRNO-STŘED,Hlinky 92,49.189870895121,16.582088764997998,SBA
1017,BRNO-STŘED,Hlinky 92,49.189870895121,16.582088764997998,SBI
1018,BRNO-STŘED,Hlinky 94,49.190127103376,16.582239599117997,SBA
1019,BRNO-STŘED,Hlinky 94,49.190127103376,16.582239599117997,SBA
1020,BRNO-STŘED,Hlinky 94,49.190127103376,16.582239599117997,SBI
1021,BRNO-STŘED,Hlinky 94,49.190127103376,16.582239599117997,SBI
1022,BRNO-STŘED,Hluboká 3,49.174988550936,16.595486040612,PLA
1023,BRNO-STŘED,Hluboká 3,49.174988550936,16.595486040612,PLA
1024,BRNO-STŘED,Hluboká 3,49.174988550936,16.595486040612,PAP
1025,BRNO-STŘED,Hluboká 3,49.174988550936,16.595486040612,PAP
1026,BRNO-STŘED,Hluboká 5,49.174677375105,16.595561473299,SBA
1027,BRNO-STŘED,Hluboká 5,49.174677375105,16.595561473299,SBI
1028,BRNO-STŘED,Hoppova,49.20828445446,16.602114240619,PAP
1029,BRNO-STŘED,Hoppova,49.20828445446,16.602114240619,PLA
1030,BRNO-STŘED,Hoppova,49.20828445446,16.602114240619,PAP
1031,BRNO-STŘED,Hoppova,49.20828445446,16.602114240619,PLA
1032,BRNO-STŘED,Hoppova 18 - domě,49.208449455756,16.602033497517,PAP
1033,BRNO-STŘED,Hoppova 18 - domě,49.208449455756,16.602033497517,PLA
1034,BRNO-STŘED,Hoppova 8 - v domě,49.208090913407,16.602254916643,PAP
1035,BRNO-STŘED,Hoppova 8 - v domě,49.208090913407,16.602254916643,PLA
1036,BRNO-STŘED,Horní 30,49.178550497411,16.592241918695,PLA
1037,BRNO-STŘED,Horní 30,49.178550497411,16.592241918695,PAP
1038,BRNO-STŘED,Horní u ZŠ,49.179805017391,16.591035789829,PLA
1039,BRNO-STŘED,Horní u ZŠ,49.179805017391,16.591035789829,SBI
1040,BRNO-STŘED,Horní u ZŠ,49.179805017391,16.591035789829,SBA
1041,BRNO-STŘED,Horní u ZŠ,49.179805017391,16.591035789829,PAP
1042,BRNO-STŘED,Hrnčířská 15 - v domě,49.209893682869,16.601111089656,PLA
1043,BRNO-STŘED,Hrnčířská 15 - v domě,49.209893682869,16.601111089656,PAP
1044,BRNO-STŘED,Hroznová 1 - TŘIĎOUN,49.194097551945,16.571322538053998,PLA
1045,BRNO-STŘED,Hroznová 43,49.197482517163,16.569055247514,SBA
1046,BRNO-STŘED,Hroznová 43,49.197482517163,16.569055247514,SBI
1047,BRNO-STŘED,Hroznová 9,49.194678388526,16.572039702844,PLA
1048,BRNO-STŘED,Hroznová 9,49.194678388526,16.572039702844,PAP
1049,BRNO-STŘED,Husova 12,49.194123440813,16.605368437788,PLA
1050,BRNO-STŘED,Husova 12,49.194123440813,16.605368437788,PAP
1051,BRNO-STŘED,Husova 3/5 (úřad),49.1919050573,16.604915431825,PLA
1052,BRNO-STŘED,Husova 3/5 (úřad),49.1919050573,16.604915431825,PAP
1053,BRNO-STŘED,Husova 9 - v domě,49.192615334098,16.604878543735,PLA
1054,BRNO-STŘED,Husova 9 - v domě,49.192615334098,16.604878543735,PLA
1055,BRNO-STŘED,Husova 9 - v domě,49.192615334098,16.604878543735,PAP
1056,BRNO-STŘED,Husova 9 - v domě,49.192615334098,16.604878543735,PAP
1057,BRNO-STŘED,Hybešova 12 - v domě,49.189320367013,16.60532117838,PLA
1058,BRNO-STŘED,Hybešova 12 - v domě,49.189320367013,16.60532117838,PAP
1059,BRNO-STŘED,Hybešova 30,49.189407956999,16.602610759797003,PLA
1060,BRNO-STŘED,Hybešova 30,49.189407956999,16.602610759797003,PAP
1061,BRNO-STŘED,Hybešova 30,49.189407956999,16.602610759797003,PLA
1062,BRNO-STŘED,Hybešova 30,49.189407956999,16.602610759797003,PAP
1063,BRNO-STŘED,Hybešova 65a,49.188412951117,16.59983628245,PLA
1064,BRNO-STŘED,Hybešova 65a,49.188412951117,16.59983628245,PAP
1065,BRNO-STŘED,Jakubské nám. 3 - v domě,49.196814552385,16.607868597345,PAP
1066,BRNO-STŘED,Jakubské nám. 3 - v domě,49.196814552385,16.607868597345,PLA
1067,BRNO-STŘED,Jana Uhra 1 - v domě,49.202501296178,16.597507544534,PAP
1068,BRNO-STŘED,Jana Uhra 1 - v domě,49.202501296178,16.597507544534,PLA
1069,BRNO-STŘED,Jana Uhra 29,49.201690083073,16.593116667057,SBA
1070,BRNO-STŘED,Jana Uhra 29,49.201690083073,16.593116667057,SBI
1071,BRNO-STŘED,Jaselská 16 - v domě,49.198875393923,16.600735333981,PAP
1072,BRNO-STŘED,Jaselská 16 - v domě,49.198875393923,16.600735333981,PLA
1073,BRNO-STŘED,Jaselská 2 - v domě,49.197998210786,16.602037341618,PLA
1074,BRNO-STŘED,Jaselská 2 - v domě,49.197998210786,16.602037341618,PAP
1075,BRNO-STŘED,Jezuitská 1 - v domě,49.196659480447,16.60958534891,PLA
1076,BRNO-STŘED,Jezuitská 1 - v domě,49.196659480447,16.60958534891,PAP
1077,BRNO-STŘED,Jeřábkova 1,49.203885834146,16.610828124737,SBA
1078,BRNO-STŘED,Jeřábkova 1,49.203885834146,16.610828124737,SBI
1079,BRNO-STŘED,Jeřábkova x Nám. 28. října,49.203914271053,16.611870289992,PAP
1080,BRNO-STŘED,Jeřábkova x Nám. 28. října,49.203914271053,16.611870289992,PLA
1081,BRNO-STŘED,Jihlavská 1 - krematorium,49.172644312621,16.589711072624,PLA
1082,BRNO-STŘED,Jihlavská 1 - krematorium,49.172644312621,16.589711072624,SBA
1083,BRNO-STŘED,Jihlavská 1 - krematorium,49.172644312621,16.589711072624,SBI
1084,BRNO-STŘED,Jihlavská 1 - krematorium,49.172644312621,16.589711072624,PAP
1085,BRNO-STŘED,Jiráskova 16 - domě,49.201015839854,16.596557037091998,PAP
1086,BRNO-STŘED,Jiráskova 16 - domě,49.201015839854,16.596557037091998,PLA
1087,BRNO-STŘED,Jiráskova 17 - v domě,49.201181102391,16.596129434656,PAP
1088,BRNO-STŘED,Jiráskova 17 - v domě,49.201181102391,16.596129434656,PLA
1089,BRNO-STŘED,Jiráskova 20 - v domě,49.201337143419,16.596464264641,PAP
1090,BRNO-STŘED,Jiráskova 20 - v domě,49.201337143419,16.596464264641,PLA
1091,BRNO-STŘED,Jiráskova 41- v domě,49.202850882848,16.595553287226,PAP
1092,BRNO-STŘED,Jiráskova 41- v domě,49.202850882848,16.595553287226,PLA
1093,BRNO-STŘED,Jiráskova 59 - v domě,49.2041915709,16.595119490614,PAP
1094,BRNO-STŘED,Jiráskova 59 - v domě,49.2041915709,16.595119490614,PLA
1095,BRNO-STŘED,Josefská 25 v domě,49.191696320586,16.611138271177,PLA
1096,BRNO-STŘED,Josefská 25 v domě,49.191696320586,16.611138271177,PAP
1097,BRNO-STŘED,Josefská 9 - v domě,49.192549212869,16.61237477885,PLA
1098,BRNO-STŘED,Josefská 9 - v domě,49.192549212869,16.61237477885,PAP
1099,BRNO-STŘED,Joštova 3 - v domě,49.197440974558,16.606052132255,PAP
1100,BRNO-STŘED,Joštova 3 - v domě,49.197440974558,16.606052132255,PLA
1101,BRNO-STŘED,Joštova 3 - v domě,49.197440974558,16.606052132255,PLA
1102,BRNO-STŘED,Joštova 3 - v domě,49.197440974558,16.606052132255,PAP
1103,BRNO-STŘED,Jánská 16 - v domě,49.194745104445,16.611624044796,PLA
1104,BRNO-STŘED,Jánská 16 - v domě,49.194745104445,16.611624044796,PAP
1105,BRNO-STŘED,Jánská 16 - v domě,49.194745104445,16.611624044796,PLA
1106,BRNO-STŘED,Jánská 16 - v domě,49.194745104445,16.611624044796,PAP
1107,BRNO-STŘED,Jánská 25 - v domě,49.195016953034,16.611718504795,PLA
1108,BRNO-STŘED,Jánská 25 - v domě,49.195016953034,16.611718504795,PAP
1109,BRNO-STŘED,Jánská 25 - v domě,49.195016953034,16.611718504795,PLA
1110,BRNO-STŘED,Jánská 25 - v domě,49.195016953034,16.611718504795,PAP
1111,BRNO-STŘED,Jánská 7 - v domě,49.194198075045,16.609608295165998,PAP
1112,BRNO-STŘED,Jánská 7 - v domě,49.194198075045,16.609608295165998,PLA
1113,BRNO-STŘED,Jánská 8 - v domě,49.194086818039,16.610001488705002,PLA
1114,BRNO-STŘED,Jánská 8 - v domě,49.194086818039,16.610001488705002,PAP
1115,BRNO-STŘED,Jánská 9 - v domě,49.194287950881,16.609863710462,PLA
1116,BRNO-STŘED,Jánská 9 - v domě,49.194287950881,16.609863710462,PAP
1117,BRNO-STŘED,Jílova x Rovná,49.180570062921,16.593261736652998,SBI
1118,BRNO-STŘED,Jílova x Rovná,49.180570062921,16.593261736652998,SBA
1119,BRNO-STŘED,Jílova x Rovná,49.180570062921,16.593261736652998,PLA
1120,BRNO-STŘED,Jílova x Rovná,49.180570062921,16.593261736652998,PLA
1121,BRNO-STŘED,Jílova x Rovná,49.180570062921,16.593261736652998,PAP
1122,BRNO-STŘED,Jílova x Rovná,49.180570062921,16.593261736652998,PAP
1123,BRNO-STŘED,Jílová - v areálu SSO,49.177214680283,16.594402698840998,SBI
1124,BRNO-STŘED,Jílová - v areálu SSO,49.177214680283,16.594402698840998,SBA
1125,BRNO-STŘED,Jílová - v areálu SSO,49.177214680283,16.594402698840998,PLA
1126,BRNO-STŘED,Jílová 28,49.179524188119,16.593307056499,SBA
1127,BRNO-STŘED,Jílová 28,49.179524188119,16.593307056499,SBI
1128,BRNO-STŘED,Jílová 28,49.179524188119,16.593307056499,PLA
1129,BRNO-STŘED,Jílová 28,49.179524188119,16.593307056499,PLA
1130,BRNO-STŘED,Jílová 28,49.179524188119,16.593307056499,PAP
1131,BRNO-STŘED,Jílová 28,49.179524188119,16.593307056499,PAP
1132,BRNO-STŘED,Jílová 33,49.178135310044,16.593619300739,SBA
1133,BRNO-STŘED,Jílová 33,49.178135310044,16.593619300739,SBI
1134,BRNO-STŘED,Jílová 36g,49.177167599606,16.592994549228,PLA
1135,BRNO-STŘED,Jílová 36g,49.177167599606,16.592994549228,SBA
1136,BRNO-STŘED,Jílová 36g,49.177167599606,16.592994549228,SBI
1137,BRNO-STŘED,Jílová 36g,49.177167599606,16.592994549228,PAP
1138,BRNO-STŘED,Jílová 36g,49.177167599606,16.592994549228,PAP
1139,BRNO-STŘED,Jílová 39,49.177629585469,16.593758036865,SBA
1140,BRNO-STŘED,Jílová 39,49.177629585469,16.593758036865,SBI
1141,BRNO-STŘED,Kamenná 31,49.184956387786,16.591595319553,PLA
1142,BRNO-STŘED,Kamenná 31,49.184956387786,16.591595319553,PAP
1143,BRNO-STŘED,Kamenná 31,49.184956387786,16.591595319553,PAP
1144,BRNO-STŘED,Kapucínské nám. 10 - v domě,49.191836185568,16.609709432425,PLA
1145,BRNO-STŘED,Kapucínské nám. 10 - v domě,49.191836185568,16.609709432425,PAP
1146,BRNO-STŘED,Kapucínské nám. 10 - v domě,49.191836185568,16.609709432425,PLA
1147,BRNO-STŘED,Kapucínské nám. 10 - v domě,49.191836185568,16.609709432425,PAP
1148,BRNO-STŘED,Kapucínské nám. 12 - v domě,49.191751453257,16.609946086802,PAP
1149,BRNO-STŘED,Kapucínské nám. 12 - v domě,49.191751453257,16.609946086802,PLA
1150,BRNO-STŘED,Kapucínské náměstí 11 - v domě,49.19179585897,16.609809711154,PLA
1151,BRNO-STŘED,Kapucínské náměstí 11 - v domě,49.19179585897,16.609809711154,PAP
1152,BRNO-STŘED,Kapucínské náměstí 11 - v domě,49.19179585897,16.609809711154,PLA
1153,BRNO-STŘED,Kapucínské náměstí 11 - v domě,49.19179585897,16.609809711154,PAP
1154,BRNO-STŘED,Kapucínské náměstí 7 -  v domě,49.191554616316,16.609417908062998,PAP
1155,BRNO-STŘED,Kapucínské náměstí 7 -  v domě,49.191554616316,16.609417908062998,PLA
1156,BRNO-STŘED,Klatovská 2,49.209014616543,16.596411382808,SBA
1157,BRNO-STŘED,Klatovská 2,49.209014616543,16.596411382808,SBI
1158,BRNO-STŘED,Klatovská 2,49.209014616543,16.596411382808,PLA
1159,BRNO-STŘED,Klatovská 2,49.209014616543,16.596411382808,PAP
1160,BRNO-STŘED,Kobližná 10 - v domě,49.195209701143,16.610536605071,PLA
1161,BRNO-STŘED,Kobližná 10 - v domě,49.195209701143,16.610536605071,PAP
1162,BRNO-STŘED,Kobližná 11 - v domě,49.195471800536,16.610759450989,PLA
1163,BRNO-STŘED,Kobližná 11 - v domě,49.195471800536,16.610759450989,PAP
1164,BRNO-STŘED,Kobližná 13 - v domě,49.195488911315,16.611001025526,PLA
1165,BRNO-STŘED,Kobližná 13 - v domě,49.195488911315,16.611001025526,PAP
1166,BRNO-STŘED,Kobližná 14 - v domě,49.195212247782,16.610940782581,PLA
1167,BRNO-STŘED,Kobližná 14 - v domě,49.195212247782,16.610940782581,PAP
1168,BRNO-STŘED,Kobližná 15 - v domě,49.195478960788,16.611227247979997,PLA
1169,BRNO-STŘED,Kobližná 15 - v domě,49.195478960788,16.611227247979997,PAP
1170,BRNO-STŘED,Kobližná 15 - v domě,49.195478960788,16.611227247979997,PLA
1171,BRNO-STŘED,Kobližná 15 - v domě,49.195478960788,16.611227247979997,PAP
