objectid,X,Y,name,place_address
247,16.6125059998185,49.195622700094006,7krát3 / Hellwana,"Sukova 4, Brno-město, Brno, Česko"
248,16.608123000071398,49.1950509997518,Groove Brno,
249,16.6117003996549,49.1938174000606,S.A.M.P.O. – KOMORNÍ OPERA HF JAMU,"Orlí 469/17, Brno-město, Brno, Česko"
250,16.6301058629336,49.209546853337,"Garage &#038; Tony Ducháček, Víčko, 301 Na Musilce","MUSILOVA 2, BRNO - HUSOVICE"
251,16.611048200300697,49.198234900215304,Bamberští Symfonikové,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
252,16.613695800446,49.1959064001515,"Koncerty v NdB &#8211; Janek Ledecký, Lenka Filipová, Progres 2, Bára Poláková, Stromboli&#8230;","Malinovského náměstí 1, Brno-město, Brno, Česko"
253,16.6146402855425,49.18778381238871,Půl roku na cestě a jak se z toho nepodělat (Brno),"Ve Vaňkovce 1, 602 00 Brno"
254,16.611779331025602,49.1930927253839,Hausopera: Věčná slečna Bledá a Hra o Malinu,"Josefská 4, Brno"
255,16.606585979027,49.20649526910271,Astrovíkend,"Lidická 1880, 602 00 Brno-střed-Černá Pole, Česko"
256,16.6073642030323,49.198737374976595,Tematické prohlídky: Od Moravského po Konečného náměstí,"Moravské nám. 1/1, Brno-město, 602 00 Brno-Brno-střed, Česko"
257,16.611048200300697,49.198234900215304,Labutí jezero,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
258,16.598765900137,49.1976972998497,Dýňová slavnost v Otevřené zahradě,"Údolní 33, Brno-město, Brno-Brno-střed, Česko"
259,16.6073642030323,49.198737374976595,Tematické prohlídky: Hrnem sošným Brnem,"Moravské nám. 1/1, Brno-město, 602 00 Brno-Brno-střed, Česko"
260,16.6038668406457,49.191558612475994,Zasaď si!,Kopečná 46
261,16.5930574999685,49.2274928997419,Nalevo od výtahu,"Palackého tř. 832, Brno-Brno-Královo Pole, Česko"
262,16.608123000071398,49.1950509997518,DIXIT DOMINUS,
263,16.6094269999277,49.192119700187504,Kocour v botách,"Zelný trh 313/4, Brno-město, Brno, Česko"
264,16.613695800446,49.1959064001515,Majitelé klíčů,"Malinovského náměstí 1, Brno-město, Brno, Česko"
265,16.6175242719649,49.198936602833,Příběh oblečení aneb co na sebe,"Bratislavská 26/210, 602 00 Brno"
266,16.609615399999,49.195224000265505,"Agadir: Na strunách naděje, Oleg Sencov","Kobližná 4, Brno, Česko"
267,16.6125059998185,49.195622700094006,Oldřich Janota / Martin E. Kyšperský,"Sukova 4, Brno-město, Brno, Česko"
268,16.608259599690097,49.201543000172606,Bella Figura,"Lidická 1863/16, Černá Pole, 602 00 Brno, Česko"
269,16.609874816385,49.2046542977816,Odloženo na říjen! Urband,Lužánecká
270,16.5971827182634,49.171402191847,Tematické prohlídky: Ústřední hřbitov,"Ústřední hřbitov, 639 00 Brno-střed, Česko"
271,16.613695800446,49.1959064001515,Marie Stuartovna,"Malinovského náměstí 1, Brno-město, Brno, Česko"
272,16.608259599690097,49.201543000172606,Santiniho jazyk,"Lidická 1863/16, Černá Pole, 602 00 Brno, Česko"
273,16.608061900259,49.212292500239805,Dalibor Janda &#8211; Megakoncert &#8211; 40 let na hudební scéně,"Sportovní 2A, Brno-Královo Pole-Ponava, Česko"
274,16.6042211002611,49.195438199848006,Cena prof. Jindřicha Halabaly 2020,"Husova 18, Brno-město, Brno, Česko"
275,16.6033510998748,49.1971104997107,Tematické prohlídky: Sokol a vznik ČSR v Brně,"Komenského náměstí, Brno-Brno-střed, Česko"
276,16.5747106077446,49.1882493896854,Libuše,"Bauerova 491/10, Pisárky, 603 00 Brno-Brno-střed, Česko"
277,16.60883810036,49.193116099747,Tematické prohlídky: Brno před sto lety,"Radnická 8, Brno-Brno-střed, Česko"
278,16.5930574999685,49.2274928997419,Pražský Výběr,"Palackého tř. 832, Brno-Brno-Královo Pole, Česko"
279,16.6094269999277,49.192119700187504,##T#€£#%# Stand-up Terezy Groszmannové,"Zelný trh 313/4, Brno-město, Brno, Česko"
280,16.608259599690097,49.201543000172606,Pretty Woman,"Lidická 1863/16, Černá Pole, 602 00 Brno, Česko"
281,16.613695800446,49.1959064001515,Rychlé šípy,"Malinovského náměstí 1, Brno-město, Brno, Česko"
282,16.6208124158236,49.1902375163424,Gamer Pie &#8211; Herní festival,"Cyrilská 5, 602 00 Brno-střed, Česko"
283,16.5821456911617,49.1877622796593,Tematické prohlídky: Perly z BVV,"Výstaviště 405/1, 603 00 Brno-Brno-střed, Česko"
284,16.6088168525086,49.18825753769671,Deafland &#8211; 4. Filmový festival neslyšících,Hybešova 1
285,16.613695800446,49.1959064001515,Kdo je pan Schmitt?,"Malinovského náměstí 1, Brno-město, Brno, Česko"
286,16.60883810036,49.193116099747,Tematické prohlídky: Všichni brněnští svatí,"Radnická 8, Brno-Brno-střed, Česko"
287,16.613695800446,49.1959064001515,Nápoj lásky,"Malinovského náměstí 1, Brno-město, Brno, Česko"
288,16.6020530001533,49.1854489001089,Smokie &#8211; The Symphony Tour 2020,"Křídlovická 911/34, Brno-střed-Staré Brno, Česko"
289,16.5822699003177,49.187726900205,"Life! Festival sportu, tance a zábavy","Výstaviště 405/1, Pisárky, Brno, Česko"
290,16.611048200300697,49.198234900215304,Hoffmannovy povídky,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
291,16.613695800446,49.1959064001515,Pera markýze de Sade,"Malinovského náměstí 1, Brno-město, Brno, Česko"
292,16.6125059998185,49.195622700094006,V0nt / Vole,"Sukova 4, Brno-město, Brno, Česko"
293,16.6006735139653,49.2010288486508,Kurz fotografování nemovitostí,"Smetanova 3, Brno, 602 00"
294,16.6087271000319,49.192579000283295,Tematické prohlídky: Kde v Brně složit hlavu?,"Zelný trh, Brno-město, Brno, Česko"
295,16.6064788046237,49.1932092348742,Srdce za polárním kruhem: o cestě za polární září,"Dominikánská 9, Brno"
296,16.6080987455587,49.1950392155807,Vin(n)osti svatého Martina,"nám. Svobody 19, 602 00 Brno-střed, Česko"
297,16.611048200300697,49.198234900215304,Beethoven,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
298,16.608123000071398,49.1950509997518,Brněnská muzejní noc,
299,16.608123000071398,49.1950509997518,Mezipatra,
300,16.608123000071398,49.1950509997518,FUX KAISERREQUIEM,
301,16.5821456911617,49.1877622796593,Veletrh SALIMA,"Výstaviště 405/1, 603 00 Brno-Brno-střed, Česko"
302,16.6094269999277,49.192119700187504,Nikdo,"Zelný trh 313/4, Brno-město, Brno, Česko"
303,16.5821456911617,49.1877622796593,Festival chutí,"Výstaviště 405/1, 603 00 Brno-Brno-střed, Česko"
304,16.6042211002611,49.195438199848006,Nejkrásnější české knihy roku 2019,"Husova 18, Brno-město, Brno, Česko"
305,16.629754520147902,49.2097524015788,Nejúspěšnější česká travesti skupina míří do Brna!,"Musilova 1540, 614 00 Brno-sever-Husovice"
306,16.6089086001435,49.197552399790105,Kouzelná školka &#8211; Michal k snídani,"Moravské nám. 127/3, Brno-město, Brno, Česko"
307,16.5930574999685,49.2274928997419,Když se zhasne,"Palackého tř. 832, Brno-Brno-Královo Pole, Česko"
308,16.6125059998185,49.195622700094006,Black Tar Jesus / Tamara,"Sukova 4, Brno-město, Brno, Česko"
309,16.611048200300697,49.198234900215304,OSUD REPRÍZA PŘEDSTAVENÍ,"Rooseveltova 31/7, Brno-město, Brno, Česko"
310,16.5930574999685,49.2274928997419,Osm eur na hodinu,"Palackého tř. 832, Brno-Brno-Královo Pole, Česko"
311,16.611048200300697,49.198234900215304,OSUD REPRÍZA PŘEDSTAVENÍ,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
312,16.5930574999685,49.2274928997419,Jiři Kolbaba &#8211; fotograf na cestách,"Palackého tř. 832, Brno-Brno-Královo Pole, Česko"
313,16.6094269999277,49.192119700187504,Papageno hraje na kouzelnou flétnu,"Zelný trh 313/4, Brno-město, Brno, Česko"
314,16.611048200300697,49.198234900215304,Louskáček,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
315,16.5930574999685,49.2274928997419,Laďa Kerndl &#8211; Narozeninový koncert &amp; Křest nového alba,"Palackého tř. 832, Brno-Brno-Královo Pole, Česko"
316,16.611048200300697,49.198234900215304,Půjdem spolu do Betléma,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
317,16.6006735139653,49.2010288486508,Fotografování vánočních trhů,"Smetanova 3, Brno, 602 00"
318,16.613695800446,49.1959064001515,Racek,"Malinovského náměstí 1, Brno-město, Brno, Česko"
319,16.608123000071398,49.1950509997518,HARMONIA PASTORALIS,
320,16.611048200300697,49.198234900215304,Hry o Marii,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
321,16.613695800446,49.1959064001515,Slavnostní rozsvícení vánočního stromu NdB,"Malinovského náměstí 1, Brno-město, Brno, Česko"
322,16.611048200300697,49.198234900215304,Silvestr s NdB,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
323,16.613695800446,49.1959064001515,Čert a Káča,"Malinovského náměstí 1, Brno-město, Brno, Česko"
324,16.6094269999277,49.192119700187504,Sňatky na železnici,"Zelný trh 313/4, Brno-město, Brno, Česko"
325,16.5888674969719,49.209569954661795,Formidable! Aznavour /FR/,"Veveří 2209/117, 616 00 Brno-Brno-Žabovřesky, Česko"
326,16.5930574999685,49.2274928997419,Hexenšus,"Palackého tř. 832, Brno-Brno-Královo Pole, Česko"
327,16.613695800446,49.1959064001515,4 Elements,"Malinovského náměstí 1, Brno-město, Brno, Česko"
328,16.613695800446,49.1959064001515,Galakoncert &#8211; Charity Awards Gala,"Malinovského náměstí 1, Brno-město, Brno, Česko"
329,16.611048200300697,49.198234900215304,Evžen Oněgin,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
330,16.5888674969719,49.209569954661795,Pasión de Buena Vista,"Veveří 2209/117, 616 00 Brno-Brno-Žabovřesky, Česko"
331,16.608123000071398,49.1950509997518,ALEXANDER’S FEAST,
332,16.594998514955698,49.188818474385,Nick Steed &#8211; THR33 &#8211; Czech Republic,Křídlovická 1 60300 Brno
333,16.611048200300697,49.198234900215304,Růžový kavalír,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
334,16.6020530001533,49.1854489001089,Chinaski Tour,"Křídlovická 911/34, Brno-střed-Staré Brno, Česko"
335,16.613695800446,49.1959064001515,Nebesa,"Malinovského náměstí 1, Brno-město, Brno, Česko"
336,16.613695800446,49.1959064001515,Dobové tance,"Malinovského náměstí 1, Brno-město, Brno, Česko"
337,16.611048200300697,49.198234900215304,Stabat Mater,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
338,16.608123000071398,49.1950509997518,SBOROVÝ KONCERT,
339,16.613695800446,49.1959064001515,Lazebník sevillský,"Malinovského náměstí 1, Brno-město, Brno, Česko"
340,16.611048200300697,49.198234900215304,Romeo a Julie,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
341,16.6094269999277,49.192119700187504,Doktorka,"Zelný trh 313/4, Brno-město, Brno, Česko"
342,16.611048200300697,49.198234900215304,Aida,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
343,16.611048200300697,49.198234900215304,Svěcení jara / Carmina Burana,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
344,16.611048200300697,49.198234900215304,Nabucco,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
345,16.613695800446,49.1959064001515,Kdo se bojí Virginie Woolfové?,"Malinovského náměstí 1, Brno-město, Brno, Česko"
346,16.613695800446,49.1959064001515,Spící krasavice,"Malinovského náměstí 1, Brno-město, Brno, Česko"
347,16.608018322086302,49.1977396463755,Tmavomodrý festival,"Moravské nám. 680/1A, 602 00 Brno-střed-Brno-město, Česko"
348,16.608123000071398,49.1950509997518,TŮMA: REQUIEM,
349,16.5821456911617,49.1877622796593,Animefest.CZ,"Výstaviště 405/1, 603 00 Brno-Brno-střed, Česko"
350,16.5888674969719,49.209569954661795,Bee Gees The Show z West Endu,"Veveří 2209/117, 616 00 Brno-Brno-Žabovřesky, Česko"
351,16.6094269999277,49.192119700187504,Ohnivá země,"Zelný trh 313/4, Brno-město, Brno, Česko"
352,16.611048200300697,49.198234900215304,Sněhurka a sedm trpaslíků,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
353,16.611048200300697,49.198234900215304,La bohème,"Rooseveltova 31/7, Brno-město, 602 00 Brno, Česko"
354,16.5798280538984,49.1847009769956,OCB PŘEKONÁNÍ GRAVITACE,"Křížkovského 22, 603 00"
355,16.613695800446,49.1959064001515,Leopoldstadt,"Malinovského náměstí 1, Brno-město, Brno, Česko"
356,16.5888674969719,49.209569954661795,The Backbeat Beatles v Sono Centru,"Veveří 2209/117, 616 00 Brno-Brno-Žabovřesky, Česko"
357,16.5888674969719,49.209569954661795,Creedence Clearwater Revived,"Veveří 2209/117, 616 00 Brno-Brno-Žabovřesky, Česko"
